Date,PHU ID,PHU name,Agegroup,At least one dose_cumulative,Second_dose_cumulative,fully_vaccinated_cumulative,Total population,Percent_at_least_one_dose,Percent_fully_vaccinated
2021-09-14,2251,CITY OF OTTAWA,18-29yrs,145363,127366,,186587,0.7791,0.6826
2021-09-14,2230,DURHAM REGION,18-29yrs,87478,78471,,114063,0.7669,0.688
2021-09-14,2258,EASTERN ONTARIO,18-29yrs,19400,16318,,27830,0.6971,0.5863
2021-09-14,2233,GREY BRUCE,18-29yrs,14317,12418,,22126,0.6471,0.5612
2021-09-14,2234,HALDIMAND-NORFOLK,18-29yrs,9851,8307,,15900,0.6196,0.5225
2021-09-14,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",18-29yrs,16199,13548,,22520,0.7193,0.6016
2021-09-14,2236,HALTON REGION,18-29yrs,71952,65465,,95648,0.7523,0.6844
2021-09-14,2238,HASTINGS & PRINCE EDWARD COUNTIES,18-29yrs,14909,11981,,22375,0.6663,0.5355
2021-09-14,5183,HURON PERTH,18-29yrs,14011,12055,,20393,0.687,0.5911
2021-09-14,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",18-29yrs,26106,22609,,34068,0.7663,0.6636
2021-09-14,2242,LAMBTON COUNTY,18-29yrs,12523,10620,,18558,0.6748,0.5723
2021-09-14,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",18-29yrs,16598,14276,,21695,0.7651,0.658
2021-09-14,2244,MIDDLESEX-LONDON,18-29yrs,72886,63024,,88180,0.8266,0.7147
2021-09-14,2246,NIAGARA REGION,18-29yrs,53035,44101,,70592,0.7513,0.6247
2021-09-14,2247,NORTH BAY PARRY SOUND DISTRICT,18-29yrs,11737,9704,,17552,0.6687,0.5529
2021-09-14,2249,NORTHWESTERN,18-29yrs,10622,8931,,13990,0.7592,0.6384
2021-09-14,2253,PEEL REGION,18-29yrs,259379,216766,,278974,0.9298,0.777
2021-09-14,2255,PETERBOROUGH COUNTY-CITY,18-29yrs,16086,13729,,21688,0.7417,0.633
2021-09-14,2256,PORCUPINE,18-29yrs,9005,7162,,12232,0.7362,0.5855
2021-09-14,2257,RENFREW COUNTY AND DISTRICT,18-29yrs,9463,8023,,14861,0.6368,0.5399
2021-09-14,2260,SIMCOE MUSKOKA DISTRICT,18-29yrs,64355,54221,,87904,0.7321,0.6168
2021-09-14,4913,SOUTHWESTERN,18-29yrs,20739,17721,,30393,0.6824,0.5831
2021-09-14,2261,SUDBURY AND DISTRICT,18-29yrs,21556,17801,,29436,0.7323,0.6047
2021-09-14,2262,THUNDER BAY DISTRICT,18-29yrs,19290,16354,,22251,0.8669,0.735
2021-09-14,2263,TIMISKAMING,18-29yrs,2877,2350,,4360,0.6599,0.539
2021-09-14,3895,TORONTO,18-29yrs,439832,389172,,585930,0.7507,0.6642
2021-09-14,9999,UNKNOWN,18-29yrs,3235,1094,,0,,
2021-09-14,2265,WATERLOO REGION,18-29yrs,90755,80035,,99244,0.9145,0.8064
2021-09-14,2266,WELLINGTON-DUFFERIN-GUELPH,18-29yrs,38233,33984,,50230,0.7612,0.6766
2021-09-14,2268,WINDSOR-ESSEX COUNTY,18-29yrs,53586,45543,,72405,0.7401,0.629
2021-09-14,2270,YORK REGION,18-29yrs,147270,134040,,198762,0.7409,0.6744
2021-09-14,2226,ALGOMA DISTRICT,30-39yrs,9738,8534,,12062,0.8073,0.7075
2021-09-14,2227,BRANT COUNTY,30-39yrs,15344,13644,,19698,0.7789,0.6926
2021-09-14,2240,CHATHAM-KENT,30-39yrs,8349,7114,,11594,0.7201,0.6136
2021-09-14,2237,CITY OF HAMILTON,30-39yrs,63738,56691,,84056,0.7583,0.6744
2021-09-14,2251,CITY OF OTTAWA,30-39yrs,124254,113356,,158259,0.7851,0.7163
2021-09-14,2230,DURHAM REGION,30-39yrs,81063,74058,,93632,0.8658,0.7909
2021-09-14,2258,EASTERN ONTARIO,30-39yrs,19114,16626,,21920,0.872,0.7585
2021-09-14,2233,GREY BRUCE,30-39yrs,14405,12924,,17931,0.8034,0.7208
2021-09-14,2234,HALDIMAND-NORFOLK,30-39yrs,9627,8317,,11852,0.8123,0.7018
2021-09-14,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",30-39yrs,14981,12912,,17429,0.8595,0.7408
2021-09-14,2236,HALTON REGION,30-39yrs,64593,59929,,80648,0.8009,0.7431
2021-09-14,2238,HASTINGS & PRINCE EDWARD COUNTIES,30-39yrs,12976,11040,,17863,0.7264,0.618
2021-09-14,5183,HURON PERTH,30-39yrs,12349,10973,,14728,0.8385,0.745
2021-09-14,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",30-39yrs,21580,19152,,29909,0.7215,0.6403
2021-09-14,2242,LAMBTON COUNTY,30-39yrs,11157,9851,,14493,0.7698,0.6797
2021-09-14,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",30-39yrs,16123,14356,,16449,0.9802,0.8728
2021-09-14,2244,MIDDLESEX-LONDON,30-39yrs,58032,51547,,73436,0.7902,0.7019
2021-09-14,2246,NIAGARA REGION,30-39yrs,43794,37956,,54175,0.8084,0.7006
2021-09-14,2247,NORTH BAY PARRY SOUND DISTRICT,30-39yrs,10767,9230,,14543,0.7403,0.6347
2021-09-14,2249,NORTHWESTERN,30-39yrs,8834,7666,,9958,0.8871,0.7698
2021-09-14,2253,PEEL REGION,30-39yrs,183377,163414,,235513,0.7786,0.6939
2021-09-14,2255,PETERBOROUGH COUNTY-CITY,30-39yrs,13837,12110,,18338,0.7546,0.6604
2021-09-14,2256,PORCUPINE,30-39yrs,7352,6176,,9754,0.7537,0.6332
2021-09-14,2257,RENFREW COUNTY AND DISTRICT,30-39yrs,8652,7625,,13489,0.6414,0.5653
2021-09-14,2260,SIMCOE MUSKOKA DISTRICT,30-39yrs,58888,51460,,74380,0.7917,0.6919
2021-09-14,4913,SOUTHWESTERN,30-39yrs,20395,18039,,24409,0.8356,0.739
2021-09-14,2261,SUDBURY AND DISTRICT,30-39yrs,17651,15131,,24368,0.7244,0.6209
2021-09-14,2262,THUNDER BAY DISTRICT,30-39yrs,15688,13816,,18511,0.8475,0.7464
2021-09-14,2263,TIMISKAMING,30-39yrs,2562,2256,,3297,0.7772,0.6844
2021-09-14,3895,TORONTO,30-39yrs,417302,384208,,528595,0.7895,0.7268
2021-09-14,9999,UNKNOWN,30-39yrs,1748,581,,0,,
2021-09-14,2265,WATERLOO REGION,30-39yrs,71930,65302,,84990,0.8463,0.7683
2021-09-14,2266,WELLINGTON-DUFFERIN-GUELPH,30-39yrs,34242,31063,,42188,0.8117,0.7363
2021-09-14,2268,WINDSOR-ESSEX COUNTY,30-39yrs,39595,34515,,48477,0.8168,0.712
2021-09-14,2270,YORK REGION,30-39yrs,121810,112557,,155115,0.7853,0.7256
2021-09-14,2226,ALGOMA DISTRICT,40-49yrs,9862,8939,,11665,0.8454,0.7663
2021-09-14,2227,BRANT COUNTY,40-49yrs,15612,14380,,18896,0.8262,0.761
2021-09-14,2240,CHATHAM-KENT,40-49yrs,8964,8044,,11350,0.7898,0.7087
2021-09-14,2237,CITY OF HAMILTON,40-49yrs,57580,52529,,71673,0.8034,0.7329
2021-09-14,2251,CITY OF OTTAWA,40-49yrs,120619,113182,,134815,0.8947,0.8395
2021-09-14,2230,DURHAM REGION,40-49yrs,81258,76403,,93719,0.867,0.8152
2021-09-14,2258,EASTERN ONTARIO,40-49yrs,19693,17998,,23559,0.8359,0.764
2021-09-14,2233,GREY BRUCE,40-49yrs,13998,12964,,16555,0.8455,0.7831
2021-09-14,2234,HALDIMAND-NORFOLK,40-49yrs,9787,8817,,11715,0.8354,0.7526
2021-09-14,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",40-49yrs,15238,13867,,17924,0.8501,0.7737
2021-09-14,2236,HALTON REGION,40-49yrs,80458,76586,,88209,0.9121,0.8682
2021-09-14,2238,HASTINGS & PRINCE EDWARD COUNTIES,40-49yrs,13989,12453,,17924,0.7805,0.6948
2021-09-14,5183,HURON PERTH,40-49yrs,12432,11440,,14709,0.8452,0.7778
2021-09-14,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",40-49yrs,19999,18388,,24416,0.8191,0.7531
2021-09-14,2242,LAMBTON COUNTY,40-49yrs,10997,10061,,13713,0.8019,0.7337
2021-09-14,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",40-49yrs,16784,15578,,18360,0.9142,0.8485
2021-09-14,2244,MIDDLESEX-LONDON,40-49yrs,52528,48263,,59863,0.8775,0.8062
2021-09-14,2246,NIAGARA REGION,40-49yrs,44866,40827,,52093,0.8613,0.7837
2021-09-14,2247,NORTH BAY PARRY SOUND DISTRICT,40-49yrs,11139,10077,,13844,0.8046,0.7279
2021-09-14,2249,NORTHWESTERN,40-49yrs,8244,7397,,9699,0.85,0.7627
2021-09-14,2253,PEEL REGION,40-49yrs,171089,158294,,220945,0.7744,0.7164
2021-09-14,2255,PETERBOROUGH COUNTY-CITY,40-49yrs,12554,11496,,14923,0.8413,0.7704
2021-09-14,2256,PORCUPINE,40-49yrs,7665,6818,,9835,0.7793,0.6932
2021-09-14,2257,RENFREW COUNTY AND DISTRICT,40-49yrs,8685,7926,,11851,0.7328,0.6688
2021-09-14,2260,SIMCOE MUSKOKA DISTRICT,40-49yrs,58767,53775,,72346,0.8123,0.7433
2021-09-14,4913,SOUTHWESTERN,40-49yrs,20830,19170,,25213,0.8262,0.7603
2021-09-14,2261,SUDBURY AND DISTRICT,40-49yrs,18996,17156,,23893,0.795,0.718
2021-09-14,2262,THUNDER BAY DISTRICT,40-49yrs,14623,13441,,17224,0.849,0.7804
2021-09-14,2263,TIMISKAMING,40-49yrs,2770,2537,,3499,0.7917,0.7251
2021-09-14,3895,TORONTO,40-49yrs,329319,308543,,423307,0.778,0.7289
2021-09-14,9999,UNKNOWN,40-49yrs,1036,403,,0,,
2021-09-14,2265,WATERLOO REGION,40-49yrs,64787,60560,,76587,0.8459,0.7907
2021-09-14,2266,WELLINGTON-DUFFERIN-GUELPH,40-49yrs,32958,30977,,38968,0.8458,0.7949
2021-09-14,2268,WINDSOR-ESSEX COUNTY,40-49yrs,41979,38223,,50811,0.8262,0.7523
2021-09-14,2270,YORK REGION,40-49yrs,142273,134654,,162480,0.8756,0.8287
2021-09-14,2226,ALGOMA DISTRICT,50-59yrs,13375,12523,,16446,0.8133,0.7615
2021-09-14,2227,BRANT COUNTY,50-59yrs,17475,16577,,21321,0.8196,0.7775
2021-09-14,2240,CHATHAM-KENT,50-59yrs,12051,11241,,15450,0.78,0.7276
2021-09-14,2237,CITY OF HAMILTON,50-59yrs,67038,62959,,80704,0.8307,0.7801
2021-09-14,2251,CITY OF OTTAWA,50-59yrs,129052,123293,,139786,0.9232,0.882
2021-09-14,2230,DURHAM REGION,50-59yrs,89753,86069,,104381,0.8599,0.8246
2021-09-14,2258,EASTERN ONTARIO,50-59yrs,26716,25228,,32885,0.8124,0.7672
2021-09-14,2233,GREY BRUCE,50-59yrs,18933,17986,,24279,0.7798,0.7408
2021-09-14,2234,HALDIMAND-NORFOLK,50-59yrs,13406,12614,,17361,0.7722,0.7266
2021-09-14,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",50-59yrs,23130,21729,,30845,0.7499,0.7045
2021-09-14,2236,HALTON REGION,50-59yrs,78442,75543,,85689,0.9154,0.8816
2021-09-14,2238,HASTINGS & PRINCE EDWARD COUNTIES,50-59yrs,20047,18694,,26066,0.7691,0.7172
2021-09-14,5183,HURON PERTH,50-59yrs,15988,15253,,19413,0.8236,0.7857
2021-09-14,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",50-59yrs,25047,23732,,29814,0.8401,0.796
2021-09-14,2242,LAMBTON COUNTY,50-59yrs,13825,13110,,18136,0.7623,0.7229
2021-09-14,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",50-59yrs,24128,23044,,28235,0.8545,0.8162
2021-09-14,2244,MIDDLESEX-LONDON,50-59yrs,57001,53980,,66854,0.8526,0.8074
2021-09-14,2246,NIAGARA REGION,50-59yrs,57374,53759,,70296,0.8162,0.7648
2021-09-14,2247,NORTH BAY PARRY SOUND DISTRICT,50-59yrs,15896,14905,,20038,0.7933,0.7438
2021-09-14,2249,NORTHWESTERN,50-59yrs,9585,8897,,11842,0.8094,0.7513
2021-09-14,2253,PEEL REGION,50-59yrs,185938,176433,,217659,0.8543,0.8106
2021-09-14,2255,PETERBOROUGH COUNTY-CITY,50-59yrs,15809,14919,,20821,0.7593,0.7165
2021-09-14,2256,PORCUPINE,50-59yrs,10037,9323,,11988,0.8372,0.7777
2021-09-14,2257,RENFREW COUNTY AND DISTRICT,50-59yrs,12297,11609,,15489,0.7939,0.7495
2021-09-14,2260,SIMCOE MUSKOKA DISTRICT,50-59yrs,73044,69019,,92219,0.7921,0.7484
2021-09-14,4913,SOUTHWESTERN,50-59yrs,24848,23596,,29933,0.8301,0.7883
2021-09-14,2261,SUDBURY AND DISTRICT,50-59yrs,24061,22472,,28981,0.8302,0.7754
2021-09-14,2262,THUNDER BAY DISTRICT,50-59yrs,18459,17439,,20955,0.8809,0.8322
2021-09-14,2263,TIMISKAMING,50-59yrs,3766,3547,,4828,0.78,0.7346
2021-09-14,3895,TORONTO,50-59yrs,345593,328029,,394894,0.8752,0.8307
2021-09-14,9999,UNKNOWN,50-59yrs,844,334,,0,,
2021-09-14,2265,WATERLOO REGION,50-59yrs,66861,63843,,78016,0.857,0.8183
2021-09-14,2266,WELLINGTON-DUFFERIN-GUELPH,50-59yrs,38135,36546,,44023,0.8663,0.8302
2021-09-14,2268,WINDSOR-ESSEX COUNTY,50-59yrs,50103,47088,,60800,0.8241,0.7745
2021-09-14,2270,YORK REGION,50-59yrs,157299,151018,,180487,0.8715,0.8367
2021-09-14,2226,ALGOMA DISTRICT,60-69yrs,17650,17046,,18604,0.9487,0.9163
2021-09-14,2227,BRANT COUNTY,60-69yrs,18026,17446,,19812,0.9098,0.8806
2021-09-14,2240,CHATHAM-KENT,60-69yrs,14868,14383,,15770,0.9428,0.912
2021-09-14,2237,CITY OF HAMILTON,60-69yrs,64388,61948,,72258,0.8911,0.8573
2021-09-14,2251,CITY OF OTTAWA,60-69yrs,111884,108596,,118913,0.9409,0.9132
2021-09-14,2230,DURHAM REGION,60-69yrs,76531,74506,,83972,0.9114,0.8873
2021-09-14,2258,EASTERN ONTARIO,60-69yrs,30178,29211,,31360,0.9623,0.9315
2021-09-14,2233,GREY BRUCE,60-69yrs,25816,25195,,27440,0.9408,0.9182
2021-09-14,2234,HALDIMAND-NORFOLK,60-69yrs,16547,16101,,18117,0.9133,0.8887
2021-09-14,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",60-69yrs,31621,30654,,32828,0.9632,0.9338
2021-09-14,2236,HALTON REGION,60-69yrs,58911,57438,,64619,0.9117,0.8889
2021-09-14,2238,HASTINGS & PRINCE EDWARD COUNTIES,60-69yrs,25521,24551,,26203,0.974,0.937
2021-09-14,5183,HURON PERTH,60-69yrs,20126,19615,,19835,1.015,0.9889
2021-09-14,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",60-69yrs,27867,27002,,28261,0.9861,0.9555
2021-09-14,2242,LAMBTON COUNTY,60-69yrs,17875,17389,,20502,0.8719,0.8482
2021-09-14,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",60-69yrs,29514,28808,,28428,1.038,1.013
2021-09-14,2244,MIDDLESEX-LONDON,60-69yrs,56052,54317,,60813,0.9217,0.8932
2021-09-14,2246,NIAGARA REGION,60-69yrs,62357,60174,,66878,0.9324,0.8998
2021-09-14,2247,NORTH BAY PARRY SOUND DISTRICT,60-69yrs,19520,18880,,20502,0.9521,0.9209
2021-09-14,2249,NORTHWESTERN,60-69yrs,10380,9880,,11530,0.9002,0.8569
2021-09-14,2253,PEEL REGION,60-69yrs,148174,142861,,167934,0.8823,0.8507
2021-09-14,2255,PETERBOROUGH COUNTY-CITY,60-69yrs,21037,20437,,22051,0.954,0.9268
2021-09-14,2256,PORCUPINE,60-69yrs,10982,10511,,12077,0.9093,0.8703
2021-09-14,2257,RENFREW COUNTY AND DISTRICT,60-69yrs,15412,14964,,15644,0.9852,0.9565
2021-09-14,2260,SIMCOE MUSKOKA DISTRICT,60-69yrs,76512,74116,,79793,0.9589,0.9289
2021-09-14,4913,SOUTHWESTERN,60-69yrs,26217,25523,,27383,0.9574,0.9321
2021-09-14,2261,SUDBURY AND DISTRICT,60-69yrs,26519,25619,,28512,0.9301,0.8985
2021-09-14,2262,THUNDER BAY DISTRICT,60-69yrs,20932,20205,,22248,0.9409,0.9082
2021-09-14,2263,TIMISKAMING,60-69yrs,4863,4688,,5410,0.8989,0.8665
2021-09-14,3895,TORONTO,60-69yrs,297807,286465,,327676,0.9088,0.8742
2021-09-14,9999,UNKNOWN,60-69yrs,733,272,,0,,
2021-09-14,2265,WATERLOO REGION,60-69yrs,58011,56221,,64550,0.8987,0.871
2021-09-14,2266,WELLINGTON-DUFFERIN-GUELPH,60-69yrs,34939,33937,,37194,0.9394,0.9124
2021-09-14,2268,WINDSOR-ESSEX COUNTY,60-69yrs,49414,47682,,54082,0.9137,0.8817
2021-09-14,2270,YORK REGION,60-69yrs,126882,123292,,143847,0.8821,0.8571
2021-09-14,2226,ALGOMA DISTRICT,70-79yrs,12781,12518,,12699,1.006,0.9858
2021-09-14,2227,BRANT COUNTY,70-79yrs,12509,12253,,12716,0.9837,0.9636
2021-09-14,2240,CHATHAM-KENT,70-79yrs,10583,10365,,10558,1.002,0.9817
2021-09-14,2237,CITY OF HAMILTON,70-79yrs,42863,41690,,45295,0.9463,0.9204
2021-09-14,2251,CITY OF OTTAWA,70-79yrs,74434,72852,,75781,0.9822,0.9613
2021-09-14,2230,DURHAM REGION,70-79yrs,47780,46914,,50080,0.9541,0.9368
2021-09-14,2258,EASTERN ONTARIO,70-79yrs,20587,20163,,20776,0.9909,0.9705
2021-09-14,2233,GREY BRUCE,70-79yrs,18873,18564,,19403,0.9727,0.9568
2021-09-14,2234,HALDIMAND-NORFOLK,70-79yrs,11804,11583,,11809,0.9996,0.9809
2021-09-14,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",70-79yrs,23924,23442,,24747,0.9667,0.9473
2021-09-14,2236,HALTON REGION,70-79yrs,41838,41071,,43839,0.9544,0.9369
2021-09-14,2238,HASTINGS & PRINCE EDWARD COUNTIES,70-79yrs,18476,18035,,18608,0.9929,0.9692
2021-09-14,5183,HURON PERTH,70-79yrs,14908,14673,,13697,1.088,1.071
2021-09-14,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",70-79yrs,19994,19639,,19981,1.001,0.9829
2021-09-14,2242,LAMBTON COUNTY,70-79yrs,12989,12774,,13758,0.9441,0.9285
2021-09-14,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",70-79yrs,21493,21176,,20048,1.072,1.056
2021-09-14,2244,MIDDLESEX-LONDON,70-79yrs,38507,37711,,40094,0.9604,0.9406
2021-09-14,2246,NIAGARA REGION,70-79yrs,46645,45603,,48175,0.9682,0.9466
2021-09-14,2247,NORTH BAY PARRY SOUND DISTRICT,70-79yrs,13574,13291,,14235,0.9536,0.9337
2021-09-14,2249,NORTHWESTERN,70-79yrs,6190,5996,,6718,0.9215,0.8926
2021-09-14,2253,PEEL REGION,70-79yrs,90011,87623,,102369,0.8793,0.856
2021-09-14,2255,PETERBOROUGH COUNTY-CITY,70-79yrs,15980,15734,,15695,1.018,1.002
2021-09-14,2256,PORCUPINE,70-79yrs,6684,6477,,6754,0.9896,0.9589
2021-09-14,2257,RENFREW COUNTY AND DISTRICT,70-79yrs,10795,10573,,10814,0.9983,0.9777
2021-09-14,2260,SIMCOE MUSKOKA DISTRICT,70-79yrs,52477,51437,,54104,0.9699,0.9507
2021-09-14,4913,SOUTHWESTERN,70-79yrs,18946,18607,,18637,1.017,0.9984
2021-09-14,2261,SUDBURY AND DISTRICT,70-79yrs,18102,17673,,18552,0.9757,0.9526
2021-09-14,2262,THUNDER BAY DISTRICT,70-79yrs,13684,13407,,13660,1.002,0.9815
2021-09-14,2263,TIMISKAMING,70-79yrs,3425,3347,,3541,0.9673,0.9453
2021-09-14,3895,TORONTO,70-79yrs,189957,184536,,202795,0.9367,0.91
2021-09-14,9999,UNKNOWN,70-79yrs,285,156,,0,,
2021-09-14,2265,WATERLOO REGION,70-79yrs,38311,37511,,40380,0.9488,0.9289
2021-09-14,2266,WELLINGTON-DUFFERIN-GUELPH,70-79yrs,23054,22659,,23504,0.9809,0.964
2021-09-14,2268,WINDSOR-ESSEX COUNTY,70-79yrs,34182,33363,,35970,0.9503,0.9275
2021-09-14,2270,YORK REGION,70-79yrs,82642,80800,,90111,0.9171,0.8967
2021-09-14,2226,ALGOMA DISTRICT,80+,7640,7441,,7929,0.9635,0.9384
2021-09-14,2227,BRANT COUNTY,80+,7094,6888,,7044,1.007,0.9778
2021-09-14,2240,CHATHAM-KENT,80+,6261,6098,,6269,0.9987,0.9727
2021-09-14,2237,CITY OF HAMILTON,80+,27697,26736,,28319,0.978,0.9441
2021-09-14,2251,CITY OF OTTAWA,80+,43894,42659,,42388,1.036,1.006
2021-09-14,2230,DURHAM REGION,80+,27144,26371,,26420,1.027,0.9981
2021-09-14,2258,EASTERN ONTARIO,80+,11083,10742,,11219,0.9879,0.9575
2021-09-14,2233,GREY BRUCE,80+,10301,9995,,11147,0.9241,0.8967
2021-09-14,2234,HALDIMAND-NORFOLK,80+,6193,6042,,6382,0.9704,0.9468
2021-09-14,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",80+,13223,12837,,14112,0.937,0.9097
2021-09-14,2236,HALTON REGION,80+,27063,26436,,25542,1.06,1.035
2021-09-14,2238,HASTINGS & PRINCE EDWARD COUNTIES,80+,10345,10029,,10614,0.9747,0.9449
2021-09-14,5183,HURON PERTH,80+,8863,8709,,8279,1.071,1.052
2021-09-14,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",80+,11495,11212,,11314,1.016,0.991
2021-09-14,2242,LAMBTON COUNTY,80+,7365,7210,,8068,0.9129,0.8937
2021-09-14,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",80+,11285,10995,,10669,1.058,1.031
2021-09-14,2244,MIDDLESEX-LONDON,80+,23683,22949,,23219,1.02,0.9884
2021-09-14,2246,NIAGARA REGION,80+,28722,27837,,29120,0.9863,0.9559
2021-09-14,2247,NORTH BAY PARRY SOUND DISTRICT,80+,7889,7666,,7885,1.001,0.9723
2021-09-14,2249,NORTHWESTERN,80+,3227,3090,,3618,0.8919,0.854
2021-09-14,2253,PEEL REGION,80+,47976,46312,,50535,0.9494,0.9164
2021-09-14,2255,PETERBOROUGH COUNTY-CITY,80+,9320,9119,,9476,0.9835,0.9623
2021-09-14,2256,PORCUPINE,80+,3714,3557,,3632,1.023,0.9795
2021-09-14,2257,RENFREW COUNTY AND DISTRICT,80+,6134,5973,,6453,0.9506,0.9256
2021-09-14,2260,SIMCOE MUSKOKA DISTRICT,80+,30176,29352,,30142,1.001,0.9738
2021-09-14,4913,SOUTHWESTERN,80+,10508,10263,,10908,0.9633,0.9409
2021-09-14,2261,SUDBURY AND DISTRICT,80+,10524,10237,,10028,1.049,1.021
2021-09-14,2262,THUNDER BAY DISTRICT,80+,8038,7802,,7894,1.018,0.9884
2021-09-14,2263,TIMISKAMING,80+,1943,1877,,1974,0.9844,0.9509
2021-09-14,3895,TORONTO,80+,129496,124840,,144579,0.8957,0.8635
2021-09-14,9999,UNKNOWN,80+,63,42,,0,,
2021-09-14,2265,WATERLOO REGION,80+,22902,22290,,22488,1.018,0.9912
2021-09-14,2266,WELLINGTON-DUFFERIN-GUELPH,80+,13940,13575,,12749,1.093,1.065
2021-09-14,2268,WINDSOR-ESSEX COUNTY,80+,19961,19321,,20462,0.9755,0.9442
2021-09-14,2270,YORK REGION,80+,48110,46650,,48390,0.9942,0.964
2021-09-14,2226,ALGOMA DISTRICT,Adults_18plus,82207,76251,,94913,0.8661,0.8034
2021-09-14,2227,BRANT COUNTY,Adults_18plus,103029,95782,,123546,0.8339,0.7753
2021-09-14,2240,CHATHAM-KENT,Adults_18plus,70476,65084,,85975,0.8197,0.757
2021-09-14,2237,CITY OF HAMILTON,Adults_18plus,395119,363584,,482542,0.8188,0.7535
2021-09-14,2251,CITY OF OTTAWA,Adults_18plus,749500,701304,,856529,0.875,0.8188
2021-09-14,2230,DURHAM REGION,Adults_18plus,491007,462792,,566267,0.8671,0.8173
2021-09-14,2258,EASTERN ONTARIO,Adults_18plus,146771,136286,,169549,0.8657,0.8038
2021-09-14,2233,GREY BRUCE,Adults_18plus,116643,110046,,138881,0.8399,0.7924
2021-09-14,2234,HALDIMAND-NORFOLK,Adults_18plus,77215,71781,,93135,0.8291,0.7707
2021-09-14,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",Adults_18plus,138316,128989,,160405,0.8623,0.8041
2021-09-14,2236,HALTON REGION,Adults_18plus,423257,402468,,484194,0.8741,0.8312
2021-09-14,2238,HASTINGS & PRINCE EDWARD COUNTIES,Adults_18plus,116263,106783,,139653,0.8325,0.7646
2021-09-14,5183,HURON PERTH,Adults_18plus,98677,92718,,111054,0.8885,0.8349
2021-09-14,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",Adults_18plus,152088,141734,,177763,0.8556,0.7973
2021-09-14,2242,LAMBTON COUNTY,Adults_18plus,86731,81015,,107228,0.8088,0.7555
2021-09-14,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",Adults_18plus,135925,128233,,143884,0.9447,0.8912
2021-09-14,2244,MIDDLESEX-LONDON,Adults_18plus,358689,331791,,412459,0.8696,0.8044
2021-09-14,2246,NIAGARA REGION,Adults_18plus,336793,310257,,391329,0.8606,0.7928
2021-09-14,2247,NORTH BAY PARRY SOUND DISTRICT,Adults_18plus,90522,83753,,108600,0.8335,0.7712
2021-09-14,2249,NORTHWESTERN,Adults_18plus,57082,51857,,67354,0.8475,0.7699
2021-09-14,2253,PEEL REGION,Adults_18plus,1085944,991703,,1273929,0.8524,0.7785
2021-09-14,2255,PETERBOROUGH COUNTY-CITY,Adults_18plus,104623,97544,,122992,0.8506,0.7931
2021-09-14,2256,PORCUPINE,Adults_18plus,55439,50024,,66273,0.8365,0.7548
2021-09-14,2257,RENFREW COUNTY AND DISTRICT,Adults_18plus,71438,66693,,88601,0.8063,0.7527
2021-09-14,2260,SIMCOE MUSKOKA DISTRICT,Adults_18plus,414219,383380,,490888,0.8438,0.781
2021-09-14,4913,SOUTHWESTERN,Adults_18plus,142483,132919,,166876,0.8538,0.7965
2021-09-14,2261,SUDBURY AND DISTRICT,Adults_18plus,137409,126089,,163770,0.839,0.7699
2021-09-14,2262,THUNDER BAY DISTRICT,Adults_18plus,110714,102464,,122742,0.902,0.8348
2021-09-14,2263,TIMISKAMING,Adults_18plus,22206,20602,,26908,0.8253,0.7656
2021-09-14,3895,TORONTO,Adults_18plus,2149306,2005793,,2607776,0.8242,0.7692
2021-09-14,9999,UNKNOWN,Adults_18plus,7944,2882,,0,,
2021-09-14,2265,WATERLOO REGION,Adults_18plus,413557,385762,,466255,0.887,0.8274
2021-09-14,2266,WELLINGTON-DUFFERIN-GUELPH,Adults_18plus,215501,202741,,248856,0.866,0.8147
2021-09-14,2268,WINDSOR-ESSEX COUNTY,Adults_18plus,288820,265735,,343007,0.842,0.7747
2021-09-14,2270,YORK REGION,Adults_18plus,826286,783011,,979192,0.8438,0.7997
2021-09-14,2226,ALGOMA DISTRICT,Ontario_12plus,86994,80204,,101417,0.8578,0.7908
