Date,PHU ID,PHU name,Agegroup,At least one dose_cumulative,Second_dose_cumulative,fully_vaccinated_cumulative,Total population,Percent_at_least_one_dose,Percent_fully_vaccinated
2021-09-14,2227,BRANT COUNTY,Ontario_12plus,110503,102119,,134281,0.8229,0.7605
2021-09-14,2240,CHATHAM-KENT,Ontario_12plus,74767,68507,,93208,0.8022,0.735
2021-09-14,2237,CITY OF HAMILTON,Ontario_12plus,422736,385967,,519560,0.8136,0.7429
2021-09-14,2251,CITY OF OTTAWA,Ontario_12plus,809469,752706,,922751,0.8772,0.8157
2021-09-14,2230,DURHAM REGION,Ontario_12plus,532153,499370,,617305,0.8621,0.809
2021-09-14,2258,EASTERN ONTARIO,Ontario_12plus,156742,144564,,182972,0.8566,0.7901
2021-09-14,2233,GREY BRUCE,Ontario_12plus,123356,115658,,149060,0.8276,0.7759
2021-09-14,2234,HALDIMAND-NORFOLK,Ontario_12plus,81393,75134,,100272,0.8117,0.7493
2021-09-14,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",Ontario_12plus,145555,134942,,170498,0.8537,0.7915
2021-09-14,2236,HALTON REGION,Ontario_12plus,466543,441050,,533442,0.8746,0.8268
2021-09-14,2238,HASTINGS & PRINCE EDWARD COUNTIES,Ontario_12plus,123436,112575,,149606,0.8251,0.7525
2021-09-14,5183,HURON PERTH,Ontario_12plus,105336,98258,,120844,0.8717,0.8131
2021-09-14,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",Ontario_12plus,162200,150506,,189566,0.8556,0.794
2021-09-14,2242,LAMBTON COUNTY,Ontario_12plus,92190,85674,,115508,0.7981,0.7417
2021-09-14,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",Ontario_12plus,144206,135491,,154361,0.9342,0.8778
2021-09-14,2244,MIDDLESEX-LONDON,Ontario_12plus,385651,355041,,444194,0.8682,0.7993
2021-09-14,2246,NIAGARA REGION,Ontario_12plus,357782,327325,,419682,0.8525,0.7799
2021-09-14,2247,NORTH BAY PARRY SOUND DISTRICT,Ontario_12plus,95730,88026,,115844,0.8264,0.7599
2021-09-14,2249,NORTHWESTERN,Ontario_12plus,61923,55713,,74025,0.8365,0.7526
2021-09-14,2253,PEEL REGION,Ontario_12plus,1172497,1065520,,1392903,0.8418,0.765
2021-09-14,2255,PETERBOROUGH COUNTY-CITY,Ontario_12plus,110774,102617,,131033,0.8454,0.7831
2021-09-14,2256,PORCUPINE,Ontario_12plus,59532,53258,,72027,0.8265,0.7394
2021-09-14,2257,RENFREW COUNTY AND DISTRICT,Ontario_12plus,76001,70524,,94931,0.8006,0.7429
2021-09-14,2260,SIMCOE MUSKOKA DISTRICT,Ontario_12plus,442671,406925,,528502,0.8376,0.77
2021-09-14,4913,SOUTHWESTERN,Ontario_12plus,152851,141904,,182213,0.8389,0.7788
2021-09-14,2261,SUDBURY AND DISTRICT,Ontario_12plus,146376,133605,,175659,0.8333,0.7606
2021-09-14,2262,THUNDER BAY DISTRICT,Ontario_12plus,117676,108272,,131784,0.8929,0.8216
2021-09-14,2263,TIMISKAMING,Ontario_12plus,23554,21687,,28805,0.8177,0.7529
2021-09-14,3895,TORONTO,Ontario_12plus,2277244,2116646,,2770322,0.822,0.764
2021-09-14,9999,UNKNOWN,Ontario_12plus,8396,3003,,0,,
2021-09-14,2265,WATERLOO REGION,Ontario_12plus,445851,413755,,506304,0.8806,0.8172
2021-09-14,2266,WELLINGTON-DUFFERIN-GUELPH,Ontario_12plus,232158,217249,,270024,0.8598,0.8046
2021-09-14,2268,WINDSOR-ESSEX COUNTY,Ontario_12plus,309837,282866,,372777,0.8312,0.7588
2021-09-14,2270,YORK REGION,Ontario_12plus,899063,846118,,1069165,0.8409,0.7914
2021-09-14,2226,ALGOMA DISTRICT,Undisclosed_or_missing,11,1,,0,,
2021-09-14,2227,BRANT COUNTY,Undisclosed_or_missing,4,2,,0,,
2021-09-14,2240,CHATHAM-KENT,Undisclosed_or_missing,4,,,0,,
2021-09-14,2237,CITY OF HAMILTON,Undisclosed_or_missing,37,8,,0,,
2021-09-14,2251,CITY OF OTTAWA,Undisclosed_or_missing,2641,2469,,0,,
2021-09-14,2230,DURHAM REGION,Undisclosed_or_missing,24,8,,0,,
2021-09-14,2258,EASTERN ONTARIO,Undisclosed_or_missing,10,1,,0,,
2021-09-14,2233,GREY BRUCE,Undisclosed_or_missing,11,5,,0,,
2021-09-14,2234,HALDIMAND-NORFOLK,Undisclosed_or_missing,4,2,,0,,
2021-09-14,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",Undisclosed_or_missing,8,,,0,,
2021-09-14,2236,HALTON REGION,Undisclosed_or_missing,21,4,,0,,
2021-09-14,2238,HASTINGS & PRINCE EDWARD COUNTIES,Undisclosed_or_missing,10,3,,0,,
2021-09-14,5183,HURON PERTH,Undisclosed_or_missing,5,,,0,,
2021-09-14,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",Undisclosed_or_missing,12,,,0,,
2021-09-14,2242,LAMBTON COUNTY,Undisclosed_or_missing,4,1,,0,,
2021-09-14,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",Undisclosed_or_missing,6,2,,0,,
2021-09-14,2244,MIDDLESEX-LONDON,Undisclosed_or_missing,15,7,,0,,
2021-09-14,2246,NIAGARA REGION,Undisclosed_or_missing,18,3,,0,,
2021-09-14,2247,NORTH BAY PARRY SOUND DISTRICT,Undisclosed_or_missing,9,2,,0,,
2021-09-14,2249,NORTHWESTERN,Undisclosed_or_missing,8,3,,0,,
2021-09-14,2253,PEEL REGION,Undisclosed_or_missing,111,17,,0,,
2021-09-14,2255,PETERBOROUGH COUNTY-CITY,Undisclosed_or_missing,14,6,,0,,
2021-09-14,2256,PORCUPINE,Undisclosed_or_missing,7,2,,0,,
2021-09-14,2257,RENFREW COUNTY AND DISTRICT,Undisclosed_or_missing,7,1,,0,,
2021-09-14,2260,SIMCOE MUSKOKA DISTRICT,Undisclosed_or_missing,27,,,0,,
2021-09-14,4913,SOUTHWESTERN,Undisclosed_or_missing,2,,,0,,
2021-09-14,2261,SUDBURY AND DISTRICT,Undisclosed_or_missing,7,1,,0,,
2021-09-14,2262,THUNDER BAY DISTRICT,Undisclosed_or_missing,19,3,,0,,
2021-09-14,2263,TIMISKAMING,Undisclosed_or_missing,2,,,0,,
2021-09-14,3895,TORONTO,Undisclosed_or_missing,266,69,,0,,
2021-09-14,9999,UNKNOWN,Undisclosed_or_missing,29,12,,0,,
2021-09-14,2265,WATERLOO REGION,Undisclosed_or_missing,27,4,,0,,
2021-09-14,2266,WELLINGTON-DUFFERIN-GUELPH,Undisclosed_or_missing,13,2,,0,,
2021-09-14,2268,WINDSOR-ESSEX COUNTY,Undisclosed_or_missing,21,5,,0,,
2021-09-14,2270,YORK REGION,Undisclosed_or_missing,35,9,,0,,
2021-09-15,2226,ALGOMA DISTRICT,12-17yrs,4795,3973,,6504,0.7372,0.6109
2021-09-15,2227,BRANT COUNTY,12-17yrs,7517,6388,,10734,0.7003,0.5951
2021-09-15,2240,CHATHAM-KENT,12-17yrs,4296,3427,,7233,0.5939,0.4738
2021-09-15,2237,CITY OF HAMILTON,12-17yrs,27661,22441,,37018,0.7472,0.6062
2021-09-15,2251,CITY OF OTTAWA,12-17yrs,60081,51589,,66222,0.9073,0.779
2021-09-15,2230,DURHAM REGION,12-17yrs,41257,36803,,51038,0.8084,0.7211
2021-09-15,2258,EASTERN ONTARIO,12-17yrs,10083,8333,,13423,0.7512,0.6208
2021-09-15,2233,GREY BRUCE,12-17yrs,6742,5644,,10179,0.6623,0.5545
2021-09-15,2234,HALDIMAND-NORFOLK,12-17yrs,4192,3362,,7138,0.5873,0.471
2021-09-15,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",12-17yrs,7275,5986,,10093,0.7208,0.5931
2021-09-15,2236,HALTON REGION,12-17yrs,43385,38692,,49248,0.8809,0.7857
2021-09-15,2238,HASTINGS & PRINCE EDWARD COUNTIES,12-17yrs,7242,5882,,9953,0.7276,0.591
2021-09-15,5183,HURON PERTH,12-17yrs,6691,5557,,9790,0.6835,0.5676
2021-09-15,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",12-17yrs,10159,8820,,11803,0.8607,0.7473
2021-09-15,2242,LAMBTON COUNTY,12-17yrs,5525,4692,,8280,0.6673,0.5667
2021-09-15,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",12-17yrs,8305,7273,,10477,0.7927,0.6942
2021-09-15,2244,MIDDLESEX-LONDON,12-17yrs,27020,23310,,31735,0.8514,0.7345
2021-09-15,2246,NIAGARA REGION,12-17yrs,21027,17117,,28353,0.7416,0.6037
2021-09-15,2247,NORTH BAY PARRY SOUND DISTRICT,12-17yrs,5257,4310,,7244,0.7257,0.595
2021-09-15,2249,NORTHWESTERN,12-17yrs,4896,3942,,6670,0.734,0.591
2021-09-15,2253,PEEL REGION,12-17yrs,86658,73995,,118974,0.7284,0.6219
2021-09-15,2255,PETERBOROUGH COUNTY-CITY,12-17yrs,6162,5087,,8041,0.7663,0.6326
2021-09-15,2256,PORCUPINE,12-17yrs,4141,3319,,5754,0.7197,0.5768
2021-09-15,2257,RENFREW COUNTY AND DISTRICT,12-17yrs,4590,3849,,6329,0.7252,0.6081
2021-09-15,2260,SIMCOE MUSKOKA DISTRICT,12-17yrs,28562,23655,,37614,0.7593,0.6289
2021-09-15,4913,SOUTHWESTERN,12-17yrs,10396,9032,,15337,0.6778,0.5889
2021-09-15,2261,SUDBURY AND DISTRICT,12-17yrs,9048,7635,,11889,0.761,0.6422
2021-09-15,2262,THUNDER BAY DISTRICT,12-17yrs,6999,5843,,9043,0.774,0.6462
2021-09-15,2263,TIMISKAMING,12-17yrs,1370,1093,,1897,0.7222,0.5762
2021-09-15,3895,TORONTO,12-17yrs,128106,111150,,162546,0.7881,0.6838
2021-09-15,9999,UNKNOWN,12-17yrs,463,128,,0,,
2021-09-15,2265,WATERLOO REGION,12-17yrs,32353,28055,,40049,0.8078,0.7005
2021-09-15,2266,WELLINGTON-DUFFERIN-GUELPH,12-17yrs,16720,14599,,21168,0.7899,0.6897
2021-09-15,2268,WINDSOR-ESSEX COUNTY,12-17yrs,21069,17161,,29770,0.7077,0.5765
2021-09-15,2270,YORK REGION,12-17yrs,72876,63271,,89973,0.81,0.7032
2021-09-15,2226,ALGOMA DISTRICT,18-29yrs,11197,9305,,15509,0.722,0.6
2021-09-15,2227,BRANT COUNTY,18-29yrs,17046,14657,,24059,0.7085,0.6092
2021-09-15,2240,CHATHAM-KENT,18-29yrs,9425,7858,,14984,0.629,0.5244
2021-09-15,2237,CITY OF HAMILTON,18-29yrs,72020,61250,,100237,0.7185,0.6111
2021-09-15,2251,CITY OF OTTAWA,18-29yrs,145679,127823,,186587,0.7808,0.6851
2021-09-15,2230,DURHAM REGION,18-29yrs,87721,78805,,114063,0.7691,0.6909
2021-09-15,2258,EASTERN ONTARIO,18-29yrs,19509,16408,,27830,0.701,0.5896
2021-09-15,2233,GREY BRUCE,18-29yrs,14347,12477,,22126,0.6484,0.5639
2021-09-15,2234,HALDIMAND-NORFOLK,18-29yrs,9874,8340,,15900,0.621,0.5245
2021-09-15,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",18-29yrs,16235,13605,,22520,0.7209,0.6041
2021-09-15,2236,HALTON REGION,18-29yrs,72088,65638,,95648,0.7537,0.6862
2021-09-15,2238,HASTINGS & PRINCE EDWARD COUNTIES,18-29yrs,15032,12121,,22375,0.6718,0.5417
2021-09-15,5183,HURON PERTH,18-29yrs,14043,12106,,20393,0.6886,0.5936
2021-09-15,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",18-29yrs,26189,22720,,34068,0.7687,0.6669
2021-09-15,2242,LAMBTON COUNTY,18-29yrs,12614,10711,,18558,0.6797,0.5772
2021-09-15,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",18-29yrs,16646,14336,,21695,0.7673,0.6608
2021-09-15,2244,MIDDLESEX-LONDON,18-29yrs,73026,63185,,88180,0.8281,0.7165
2021-09-15,2246,NIAGARA REGION,18-29yrs,53199,44306,,70592,0.7536,0.6276
2021-09-15,2247,NORTH BAY PARRY SOUND DISTRICT,18-29yrs,11773,9741,,17552,0.6707,0.555
2021-09-15,2249,NORTHWESTERN,18-29yrs,10685,8995,,13990,0.7637,0.6429
2021-09-15,2253,PEEL REGION,18-29yrs,259858,217621,,278974,0.9315,0.7801
2021-09-15,2255,PETERBOROUGH COUNTY-CITY,18-29yrs,16136,13779,,21688,0.744,0.6353
2021-09-15,2256,PORCUPINE,18-29yrs,9053,7219,,12232,0.7401,0.5902
2021-09-15,2257,RENFREW COUNTY AND DISTRICT,18-29yrs,9503,8062,,14861,0.6394,0.5425
2021-09-15,2260,SIMCOE MUSKOKA DISTRICT,18-29yrs,64536,54461,,87904,0.7342,0.6196
2021-09-15,4913,SOUTHWESTERN,18-29yrs,20797,17798,,30393,0.6843,0.5856
2021-09-15,2261,SUDBURY AND DISTRICT,18-29yrs,21696,18009,,29436,0.7371,0.6118
2021-09-15,2262,THUNDER BAY DISTRICT,18-29yrs,19361,16423,,22251,0.8701,0.7381
2021-09-15,2263,TIMISKAMING,18-29yrs,2906,2374,,4360,0.6666,0.5446
2021-09-15,3895,TORONTO,18-29yrs,440769,390257,,585930,0.7523,0.666
2021-09-15,9999,UNKNOWN,18-29yrs,3343,1160,,0,,
2021-09-15,2265,WATERLOO REGION,18-29yrs,90913,80266,,99244,0.9161,0.8088
2021-09-15,2266,WELLINGTON-DUFFERIN-GUELPH,18-29yrs,38338,34124,,50230,0.7632,0.6794
2021-09-15,2268,WINDSOR-ESSEX COUNTY,18-29yrs,53711,45680,,72405,0.7418,0.6309
2021-09-15,2270,YORK REGION,18-29yrs,147485,134382,,198762,0.742,0.6761
2021-09-15,2226,ALGOMA DISTRICT,30-39yrs,9785,8565,,12062,0.8112,0.7101
2021-09-15,2227,BRANT COUNTY,30-39yrs,15404,13702,,19698,0.782,0.6956
2021-09-15,2240,CHATHAM-KENT,30-39yrs,8371,7126,,11594,0.722,0.6146
2021-09-15,2237,CITY OF HAMILTON,30-39yrs,63871,56825,,84056,0.7599,0.676
2021-09-15,2251,CITY OF OTTAWA,30-39yrs,124496,113629,,158259,0.7867,0.718
2021-09-15,2230,DURHAM REGION,30-39yrs,81277,74302,,93632,0.868,0.7936
2021-09-15,2258,EASTERN ONTARIO,30-39yrs,19181,16706,,21920,0.875,0.7621
2021-09-15,2233,GREY BRUCE,30-39yrs,14438,12970,,17931,0.8052,0.7233
2021-09-15,2234,HALDIMAND-NORFOLK,30-39yrs,9653,8354,,11852,0.8145,0.7049
2021-09-15,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",30-39yrs,15001,12950,,17429,0.8607,0.743
2021-09-15,2236,HALTON REGION,30-39yrs,64700,60089,,80648,0.8023,0.7451
2021-09-15,2238,HASTINGS & PRINCE EDWARD COUNTIES,30-39yrs,13074,11133,,17863,0.7319,0.6232
2021-09-15,5183,HURON PERTH,30-39yrs,12397,11013,,14728,0.8417,0.7478
2021-09-15,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",30-39yrs,21620,19205,,29909,0.7229,0.6421
2021-09-15,2242,LAMBTON COUNTY,30-39yrs,11214,9927,,14493,0.7738,0.685
2021-09-15,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",30-39yrs,16160,14405,,16449,0.9824,0.8757
2021-09-15,2244,MIDDLESEX-LONDON,30-39yrs,58126,51663,,73436,0.7915,0.7035
2021-09-15,2246,NIAGARA REGION,30-39yrs,43923,38114,,54175,0.8108,0.7035
2021-09-15,2247,NORTH BAY PARRY SOUND DISTRICT,30-39yrs,10802,9268,,14543,0.7427,0.6373
2021-09-15,2249,NORTHWESTERN,30-39yrs,8880,7707,,9958,0.8918,0.774
2021-09-15,2253,PEEL REGION,30-39yrs,183615,163864,,235513,0.7796,0.6958
2021-09-15,2255,PETERBOROUGH COUNTY-CITY,30-39yrs,13869,12146,,18338,0.7563,0.6623
2021-09-15,2256,PORCUPINE,30-39yrs,7397,6219,,9754,0.7583,0.6376
2021-09-15,2257,RENFREW COUNTY AND DISTRICT,30-39yrs,8696,7662,,13489,0.6447,0.568
2021-09-15,2260,SIMCOE MUSKOKA DISTRICT,30-39yrs,59034,51653,,74380,0.7937,0.6944
2021-09-15,4913,SOUTHWESTERN,30-39yrs,20442,18094,,24409,0.8375,0.7413
2021-09-15,2261,SUDBURY AND DISTRICT,30-39yrs,17755,15285,,24368,0.7286,0.6273
2021-09-15,2262,THUNDER BAY DISTRICT,30-39yrs,15722,13871,,18511,0.8493,0.7493
2021-09-15,2263,TIMISKAMING,30-39yrs,2587,2286,,3297,0.7848,0.6935
2021-09-15,3895,TORONTO,30-39yrs,417892,385022,,528595,0.7906,0.7284
2021-09-15,9999,UNKNOWN,30-39yrs,1811,629,,0,,
2021-09-15,2265,WATERLOO REGION,30-39yrs,72040,65443,,84990,0.8476,0.77
2021-09-15,2266,WELLINGTON-DUFFERIN-GUELPH,30-39yrs,34315,31184,,42188,0.8134,0.7392
2021-09-15,2268,WINDSOR-ESSEX COUNTY,30-39yrs,39680,34617,,48477,0.8185,0.7141
2021-09-15,2270,YORK REGION,30-39yrs,121976,112776,,155115,0.7864,0.727
2021-09-15,2226,ALGOMA DISTRICT,40-49yrs,9881,8965,,11665,0.8471,0.7685
2021-09-15,2227,BRANT COUNTY,40-49yrs,15642,14420,,18896,0.8278,0.7631
2021-09-15,2240,CHATHAM-KENT,40-49yrs,8980,8051,,11350,0.7912,0.7093
2021-09-15,2237,CITY OF HAMILTON,40-49yrs,57651,52623,,71673,0.8044,0.7342
2021-09-15,2251,CITY OF OTTAWA,40-49yrs,120775,113374,,134815,0.8959,0.841
2021-09-15,2230,DURHAM REGION,40-49yrs,81378,76599,,93719,0.8683,0.8173
2021-09-15,2258,EASTERN ONTARIO,40-49yrs,19757,18047,,23559,0.8386,0.766
2021-09-15,2233,GREY BRUCE,40-49yrs,14025,13011,,16555,0.8472,0.7859
2021-09-15,2234,HALDIMAND-NORFOLK,40-49yrs,9804,8840,,11715,0.8369,0.7546
2021-09-15,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",40-49yrs,15264,13903,,17924,0.8516,0.7757
2021-09-15,2236,HALTON REGION,40-49yrs,80538,76691,,88209,0.913,0.8694
2021-09-15,2238,HASTINGS & PRINCE EDWARD COUNTIES,40-49yrs,14064,12528,,17924,0.7846,0.699
2021-09-15,5183,HURON PERTH,40-49yrs,12466,11471,,14709,0.8475,0.7799
2021-09-15,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",40-49yrs,20031,18429,,24416,0.8204,0.7548
2021-09-15,2242,LAMBTON COUNTY,40-49yrs,11045,10106,,13713,0.8054,0.737
2021-09-15,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",40-49yrs,16809,15609,,18360,0.9155,0.8502
2021-09-15,2244,MIDDLESEX-LONDON,40-49yrs,52596,48340,,59863,0.8786,0.8075
2021-09-15,2246,NIAGARA REGION,40-49yrs,44947,40918,,52093,0.8628,0.7855
2021-09-15,2247,NORTH BAY PARRY SOUND DISTRICT,40-49yrs,11156,10109,,13844,0.8058,0.7302
2021-09-15,2249,NORTHWESTERN,40-49yrs,8270,7438,,9699,0.8527,0.7669
2021-09-15,2253,PEEL REGION,40-49yrs,171220,158565,,220945,0.7749,0.7177
2021-09-15,2255,PETERBOROUGH COUNTY-CITY,40-49yrs,12575,11519,,14923,0.8427,0.7719
2021-09-15,2256,PORCUPINE,40-49yrs,7691,6853,,9835,0.782,0.6968
2021-09-15,2257,RENFREW COUNTY AND DISTRICT,40-49yrs,8707,7944,,11851,0.7347,0.6703
2021-09-15,2260,SIMCOE MUSKOKA DISTRICT,40-49yrs,58867,53898,,72346,0.8137,0.745
2021-09-15,4913,SOUTHWESTERN,40-49yrs,20860,19221,,25213,0.8274,0.7623
2021-09-15,2261,SUDBURY AND DISTRICT,40-49yrs,19055,17255,,23893,0.7975,0.7222
2021-09-15,2262,THUNDER BAY DISTRICT,40-49yrs,14657,13472,,17224,0.851,0.7822
2021-09-15,2263,TIMISKAMING,40-49yrs,2795,2560,,3499,0.7989,0.7317
2021-09-15,3895,TORONTO,40-49yrs,329648,309056,,423307,0.7787,0.7301
2021-09-15,9999,UNKNOWN,40-49yrs,1061,422,,0,,
2021-09-15,2265,WATERLOO REGION,40-49yrs,64850,60643,,76587,0.8467,0.7918
2021-09-15,2266,WELLINGTON-DUFFERIN-GUELPH,40-49yrs,32999,31050,,38968,0.8468,0.7968
2021-09-15,2268,WINDSOR-ESSEX COUNTY,40-49yrs,42035,38290,,50811,0.8273,0.7536
2021-09-15,2270,YORK REGION,40-49yrs,142396,134833,,162480,0.8764,0.8298
2021-09-15,2226,ALGOMA DISTRICT,50-59yrs,13394,12544,,16446,0.8144,0.7627
2021-09-15,2227,BRANT COUNTY,50-59yrs,17494,16605,,21321,0.8205,0.7788
2021-09-15,2240,CHATHAM-KENT,50-59yrs,12068,11250,,15450,0.7811,0.7282
2021-09-15,2237,CITY OF HAMILTON,50-59yrs,67103,63029,,80704,0.8315,0.781
2021-09-15,2251,CITY OF OTTAWA,50-59yrs,129153,123437,,139786,0.9239,0.883
2021-09-15,2230,DURHAM REGION,50-59yrs,89829,86230,,104381,0.8606,0.8261
2021-09-15,2258,EASTERN ONTARIO,50-59yrs,26761,25301,,32885,0.8138,0.7694
2021-09-15,2233,GREY BRUCE,50-59yrs,18948,18018,,24279,0.7804,0.7421
2021-09-15,2234,HALDIMAND-NORFOLK,50-59yrs,13421,12624,,17361,0.7731,0.7272
2021-09-15,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",50-59yrs,23148,21754,,30845,0.7505,0.7053
2021-09-15,2236,HALTON REGION,50-59yrs,78503,75624,,85689,0.9161,0.8825
2021-09-15,2238,HASTINGS & PRINCE EDWARD COUNTIES,50-59yrs,20094,18773,,26066,0.7709,0.7202
2021-09-15,5183,HURON PERTH,50-59yrs,16002,15267,,19413,0.8243,0.7864
2021-09-15,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",50-59yrs,25069,23765,,29814,0.8408,0.7971
2021-09-15,2242,LAMBTON COUNTY,50-59yrs,13857,13149,,18136,0.7641,0.725
2021-09-15,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",50-59yrs,24153,23066,,28235,0.8554,0.8169
2021-09-15,2244,MIDDLESEX-LONDON,50-59yrs,57036,54023,,66854,0.8531,0.8081
2021-09-15,2246,NIAGARA REGION,50-59yrs,57433,53843,,70296,0.817,0.7659
2021-09-15,2247,NORTH BAY PARRY SOUND DISTRICT,50-59yrs,15911,14950,,20038,0.794,0.7461
2021-09-15,2249,NORTHWESTERN,50-59yrs,9605,8931,,11842,0.8111,0.7542
2021-09-15,2253,PEEL REGION,50-59yrs,186028,176645,,217659,0.8547,0.8116
2021-09-15,2255,PETERBOROUGH COUNTY-CITY,50-59yrs,15825,14937,,20821,0.76,0.7174
2021-09-15,2256,PORCUPINE,50-59yrs,10054,9355,,11988,0.8387,0.7804
2021-09-15,2257,RENFREW COUNTY AND DISTRICT,50-59yrs,12313,11636,,15489,0.795,0.7512
2021-09-15,2260,SIMCOE MUSKOKA DISTRICT,50-59yrs,73122,69145,,92219,0.7929,0.7498
2021-09-15,4913,SOUTHWESTERN,50-59yrs,24872,23633,,29933,0.8309,0.7895
2021-09-15,2261,SUDBURY AND DISTRICT,50-59yrs,24116,22567,,28981,0.8321,0.7787
2021-09-15,2262,THUNDER BAY DISTRICT,50-59yrs,18477,17462,,20955,0.8817,0.8333
2021-09-15,2263,TIMISKAMING,50-59yrs,3782,3560,,4828,0.7833,0.7373
2021-09-15,3895,TORONTO,50-59yrs,345859,328425,,394894,0.8758,0.8317
2021-09-15,9999,UNKNOWN,50-59yrs,858,345,,0,,
2021-09-15,2265,WATERLOO REGION,50-59yrs,66913,63934,,78016,0.8577,0.8195
2021-09-15,2266,WELLINGTON-DUFFERIN-GUELPH,50-59yrs,38162,36597,,44023,0.8669,0.8313
2021-09-15,2268,WINDSOR-ESSEX COUNTY,50-59yrs,50137,47156,,60800,0.8246,0.7756
2021-09-15,2270,YORK REGION,50-59yrs,157393,151162,,180487,0.872,0.8375
2021-09-15,2226,ALGOMA DISTRICT,60-69yrs,17657,17060,,18604,0.9491,0.917
2021-09-15,2227,BRANT COUNTY,60-69yrs,18040,17466,,19812,0.9106,0.8816
2021-09-15,2240,CHATHAM-KENT,60-69yrs,14877,14388,,15770,0.9434,0.9124
2021-09-15,2237,CITY OF HAMILTON,60-69yrs,64423,61989,,72258,0.8916,0.8579
2021-09-15,2251,CITY OF OTTAWA,60-69yrs,111933,108694,,118913,0.9413,0.9141
2021-09-15,2230,DURHAM REGION,60-69yrs,76586,74574,,83972,0.912,0.8881
2021-09-15,2258,EASTERN ONTARIO,60-69yrs,30219,29239,,31360,0.9636,0.9324
2021-09-15,2233,GREY BRUCE,60-69yrs,25829,25215,,27440,0.9413,0.9189
2021-09-15,2234,HALDIMAND-NORFOLK,60-69yrs,16553,16108,,18117,0.9137,0.8891
2021-09-15,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",60-69yrs,31631,30673,,32828,0.9635,0.9344
2021-09-15,2236,HALTON REGION,60-69yrs,58944,57471,,64619,0.9122,0.8894
2021-09-15,2238,HASTINGS & PRINCE EDWARD COUNTIES,60-69yrs,25552,24627,,26203,0.9752,0.9399
2021-09-15,5183,HURON PERTH,60-69yrs,20131,19631,,19835,1.015,0.9897
2021-09-15,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",60-69yrs,27874,27023,,28261,0.9863,0.9562
2021-09-15,2242,LAMBTON COUNTY,60-69yrs,17894,17412,,20502,0.8728,0.8493
2021-09-15,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",60-69yrs,29523,28842,,28428,1.039,1.015
2021-09-15,2244,MIDDLESEX-LONDON,60-69yrs,56070,54338,,60813,0.922,0.8935
2021-09-15,2246,NIAGARA REGION,60-69yrs,62394,60228,,66878,0.933,0.9006
2021-09-15,2247,NORTH BAY PARRY SOUND DISTRICT,60-69yrs,19526,18905,,20502,0.9524,0.9221
2021-09-15,2249,NORTHWESTERN,60-69yrs,10394,9916,,11530,0.9014,0.86
2021-09-15,2253,PEEL REGION,60-69yrs,148225,142989,,167934,0.8826,0.8515
2021-09-15,2255,PETERBOROUGH COUNTY-CITY,60-69yrs,21048,20455,,22051,0.9545,0.9276
2021-09-15,2256,PORCUPINE,60-69yrs,10996,10529,,12077,0.9105,0.8718
2021-09-15,2257,RENFREW COUNTY AND DISTRICT,60-69yrs,15420,14979,,15644,0.9857,0.9575
2021-09-15,2260,SIMCOE MUSKOKA DISTRICT,60-69yrs,76568,74180,,79793,0.9596,0.9297
2021-09-15,4913,SOUTHWESTERN,60-69yrs,26225,25539,,27383,0.9577,0.9327
2021-09-15,2261,SUDBURY AND DISTRICT,60-69yrs,26550,25663,,28512,0.9312,0.9001
2021-09-15,2262,THUNDER BAY DISTRICT,60-69yrs,20939,20222,,22248,0.9412,0.9089
2021-09-15,2263,TIMISKAMING,60-69yrs,4869,4696,,5410,0.9,0.868
2021-09-15,3895,TORONTO,60-69yrs,297975,286744,,327676,0.9094,0.8751
2021-09-15,9999,UNKNOWN,60-69yrs,742,280,,0,,
2021-09-15,2265,WATERLOO REGION,60-69yrs,58026,56261,,64550,0.8989,0.8716
2021-09-15,2266,WELLINGTON-DUFFERIN-GUELPH,60-69yrs,34951,33963,,37194,0.9397,0.9131
2021-09-15,2268,WINDSOR-ESSEX COUNTY,60-69yrs,49437,47723,,54082,0.9141,0.8824
