date,HR,cases,province
2020-02-15,Chaudiere-Appalaches,0,Quebec
2020-02-15,Laval,0,Quebec
2020-02-15,Lanaudiere,0,Quebec
2020-02-15,Laurentides,0,Quebec
2020-02-15,Monteregie,0,Quebec
2020-02-15,Nunavik,0,Quebec
2020-02-15,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-16,Bas-Saint-Laurent,0,Quebec
2020-02-16,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-16,Capitale-Nationale,0,Quebec
2020-02-16,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-16,Estrie,0,Quebec
2020-02-16,Montreal,0,Quebec
2020-02-16,Outaouais,0,Quebec
2020-02-16,Abitibi-Temiscamingue,0,Quebec
2020-02-16,Cote-Nord,0,Quebec
2020-02-16,Nord-du-Quebec,0,Quebec
2020-02-16,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-16,Chaudiere-Appalaches,0,Quebec
2020-02-16,Laval,0,Quebec
2020-02-16,Lanaudiere,0,Quebec
2020-02-16,Laurentides,0,Quebec
2020-02-16,Monteregie,0,Quebec
2020-02-16,Nunavik,0,Quebec
2020-02-16,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-17,Bas-Saint-Laurent,0,Quebec
2020-02-17,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-17,Capitale-Nationale,0,Quebec
2020-02-17,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-17,Estrie,0,Quebec
2020-02-17,Montreal,0,Quebec
2020-02-17,Outaouais,0,Quebec
2020-02-17,Abitibi-Temiscamingue,0,Quebec
2020-02-17,Cote-Nord,0,Quebec
2020-02-17,Nord-du-Quebec,0,Quebec
2020-02-17,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-17,Chaudiere-Appalaches,0,Quebec
2020-02-17,Laval,0,Quebec
2020-02-17,Lanaudiere,0,Quebec
2020-02-17,Laurentides,0,Quebec
2020-02-17,Monteregie,0,Quebec
2020-02-17,Nunavik,0,Quebec
2020-02-17,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-18,Bas-Saint-Laurent,0,Quebec
2020-02-18,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-18,Capitale-Nationale,0,Quebec
2020-02-18,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-18,Estrie,0,Quebec
2020-02-18,Montreal,0,Quebec
2020-02-18,Outaouais,0,Quebec
2020-02-18,Abitibi-Temiscamingue,0,Quebec
2020-02-18,Cote-Nord,0,Quebec
2020-02-18,Nord-du-Quebec,0,Quebec
2020-02-18,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-18,Chaudiere-Appalaches,0,Quebec
2020-02-18,Laval,0,Quebec
2020-02-18,Lanaudiere,0,Quebec
2020-02-18,Laurentides,0,Quebec
2020-02-18,Monteregie,0,Quebec
2020-02-18,Nunavik,0,Quebec
2020-02-18,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-19,Bas-Saint-Laurent,0,Quebec
2020-02-19,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-19,Capitale-Nationale,0,Quebec
2020-02-19,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-19,Estrie,0,Quebec
2020-02-19,Montreal,0,Quebec
2020-02-19,Outaouais,0,Quebec
2020-02-19,Abitibi-Temiscamingue,0,Quebec
2020-02-19,Cote-Nord,0,Quebec
2020-02-19,Nord-du-Quebec,0,Quebec
2020-02-19,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-19,Chaudiere-Appalaches,0,Quebec
2020-02-19,Laval,0,Quebec
2020-02-19,Lanaudiere,0,Quebec
2020-02-19,Laurentides,0,Quebec
2020-02-19,Monteregie,0,Quebec
2020-02-19,Nunavik,0,Quebec
2020-02-19,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-20,Bas-Saint-Laurent,0,Quebec
2020-02-20,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-20,Capitale-Nationale,0,Quebec
2020-02-20,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-20,Estrie,0,Quebec
2020-02-20,Montreal,0,Quebec
2020-02-20,Outaouais,0,Quebec
2020-02-20,Abitibi-Temiscamingue,0,Quebec
2020-02-20,Cote-Nord,0,Quebec
2020-02-20,Nord-du-Quebec,0,Quebec
2020-02-20,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-20,Chaudiere-Appalaches,0,Quebec
2020-02-20,Laval,0,Quebec
2020-02-20,Lanaudiere,0,Quebec
2020-02-20,Laurentides,0,Quebec
2020-02-20,Monteregie,0,Quebec
2020-02-20,Nunavik,0,Quebec
2020-02-20,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-21,Bas-Saint-Laurent,0,Quebec
2020-02-21,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-21,Capitale-Nationale,0,Quebec
2020-02-21,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-21,Estrie,0,Quebec
2020-02-21,Montreal,0,Quebec
2020-02-21,Outaouais,0,Quebec
2020-02-21,Abitibi-Temiscamingue,0,Quebec
2020-02-21,Cote-Nord,0,Quebec
2020-02-21,Nord-du-Quebec,0,Quebec
2020-02-21,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-21,Chaudiere-Appalaches,0,Quebec
2020-02-21,Laval,0,Quebec
2020-02-21,Lanaudiere,0,Quebec
2020-02-21,Laurentides,0,Quebec
2020-02-21,Monteregie,0,Quebec
2020-02-21,Nunavik,0,Quebec
2020-02-21,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-22,Bas-Saint-Laurent,0,Quebec
2020-02-22,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-22,Capitale-Nationale,0,Quebec
2020-02-22,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-22,Estrie,0,Quebec
2020-02-22,Montreal,0,Quebec
2020-02-22,Outaouais,0,Quebec
2020-02-22,Abitibi-Temiscamingue,0,Quebec
2020-02-22,Cote-Nord,0,Quebec
2020-02-22,Nord-du-Quebec,0,Quebec
2020-02-22,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-22,Chaudiere-Appalaches,0,Quebec
2020-02-22,Laval,0,Quebec
2020-02-22,Lanaudiere,0,Quebec
2020-02-22,Laurentides,0,Quebec
2020-02-22,Monteregie,0,Quebec
2020-02-22,Nunavik,0,Quebec
2020-02-22,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-23,Bas-Saint-Laurent,0,Quebec
2020-02-23,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-23,Capitale-Nationale,0,Quebec
2020-02-23,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-23,Estrie,0,Quebec
2020-02-23,Montreal,0,Quebec
2020-02-23,Outaouais,0,Quebec
2020-02-23,Abitibi-Temiscamingue,0,Quebec
2020-02-23,Cote-Nord,0,Quebec
2020-02-23,Nord-du-Quebec,0,Quebec
