Date,Agegroup,Percent_at_least_one_dose
2021-08-31,12-17yrs,0.7458
2021-08-31,18-29yrs,0.7482
2021-08-31,30-39yrs,0.7753
2021-08-31,40-49yrs,0.8126
2021-08-31,50-59yrs,0.8422
2021-08-31,60-69yrs,0.9156
2021-08-31,70-79yrs,0.9528
2021-08-31,80+,0.974
2021-08-31,Ontario_12plus,0.8295
2021-09-01,12-17yrs,0.7488
2021-09-01,18-29yrs,0.7498
2021-09-01,30-39yrs,0.7764
2021-09-01,40-49yrs,0.8134
2021-09-01,50-59yrs,0.8428
2021-09-01,60-69yrs,0.9161
2021-09-01,70-79yrs,0.953
2021-09-01,80+,0.9742
2021-09-01,Ontario_12plus,0.8305
2021-09-02,12-17yrs,0.7516
2021-09-02,18-29yrs,0.7518
2021-09-02,30-39yrs,0.778
2021-09-02,40-49yrs,0.8145
2021-09-02,50-59yrs,0.8435
2021-09-02,60-69yrs,0.9165
2021-09-02,70-79yrs,0.9534
2021-09-02,80+,0.9745
2021-09-02,Ontario_12plus,0.8317
2021-09-03,12-17yrs,0.7554
2021-09-03,18-29yrs,0.7544
2021-09-03,30-39yrs,0.7802
2021-09-03,40-49yrs,0.8161
2021-09-03,50-59yrs,0.8445
2021-09-03,60-69yrs,0.9171
2021-09-03,70-79yrs,0.9537
2021-09-03,80+,0.9747
2021-09-03,Ontario_12plus,0.8333
2021-09-04,12-17yrs,0.7592
2021-09-04,18-29yrs,0.7571
2021-09-04,30-39yrs,0.7823
2021-09-04,40-49yrs,0.8176
2021-09-04,50-59yrs,0.8456
2021-09-04,60-69yrs,0.9177
2021-09-04,70-79yrs,0.9541
2021-09-04,80+,0.9749
2021-09-04,Ontario_12plus,0.8349
2021-09-05,12-17yrs,0.7618
2021-09-05,18-29yrs,0.759
2021-09-05,30-39yrs,0.7837
2021-09-05,40-49yrs,0.8187
2021-09-05,50-59yrs,0.8462
2021-09-05,60-69yrs,0.9181
2021-09-05,70-79yrs,0.9543
2021-09-05,80+,0.9751
2021-09-05,Ontario_12plus,0.836
2021-09-06,12-17yrs,0.7636
2021-09-06,18-29yrs,0.7604
2021-09-06,30-39yrs,0.7846
2021-09-06,40-49yrs,0.8194
2021-09-06,50-59yrs,0.8466
2021-09-06,60-69yrs,0.9183
2021-09-06,70-79yrs,0.9544
2021-09-06,80+,0.9751
2021-09-06,Ontario_12plus,0.8368
2021-09-07,12-17yrs,0.7648
2021-09-07,18-29yrs,0.7614
2021-09-07,30-39yrs,0.7852
2021-09-07,40-49yrs,0.8198
2021-09-07,50-59yrs,0.8469
2021-09-07,60-69yrs,0.9184
2021-09-07,70-79yrs,0.9545
2021-09-07,80+,0.9752
2021-09-07,Ontario_12plus,0.8373
