date,wave,HR,province,cases
2020-12-02,1,East Kootenay,British Columbia,2
2020-12-02,1,Kootenay Boundary,British Columbia,2
2020-12-02,1,Okanagan,British Columbia,69
2020-12-02,1,Thompson Cariboo Shuswap,British Columbia,2
2020-12-02,1,Northeast,British Columbia,8
2020-12-02,1,Northern Interior,British Columbia,32
2020-12-02,1,Northwest,British Columbia,4
2020-12-02,1,North Shore/Coast Garibaldi,British Columbia,20
2020-12-02,1,Richmond,British Columbia,12
2020-12-02,1,Vancouver,British Columbia,107
2020-12-02,1,Central Vancouver Island,British Columbia,2
2020-12-02,1,North Vancouver Island,British Columbia,0
2020-12-02,1,South Vancouver Island,British Columbia,5
2020-12-03,1,Fraser East,British Columbia,67
2020-12-03,1,Fraser North,British Columbia,84
2020-12-03,1,Fraser South,British Columbia,281
2020-12-03,1,East Kootenay,British Columbia,4
2020-12-03,1,Kootenay Boundary,British Columbia,1
2020-12-03,1,Okanagan,British Columbia,64
2020-12-03,1,Thompson Cariboo Shuswap,British Columbia,5
2020-12-03,1,Northeast,British Columbia,4
2020-12-03,1,Northern Interior,British Columbia,22
2020-12-03,1,Northwest,British Columbia,7
2020-12-03,1,North Shore/Coast Garibaldi,British Columbia,27
2020-12-03,1,Richmond,British Columbia,26
2020-12-03,1,Vancouver,British Columbia,78
2020-12-03,1,Central Vancouver Island,British Columbia,5
2020-12-03,1,North Vancouver Island,British Columbia,1
2020-12-03,1,South Vancouver Island,British Columbia,8
2020-12-04,1,Fraser East,British Columbia,57
2020-12-04,1,Fraser North,British Columbia,76
2020-12-04,1,Fraser South,British Columbia,219
2020-12-04,1,East Kootenay,British Columbia,2
2020-12-04,1,Kootenay Boundary,British Columbia,1
2020-12-04,1,Okanagan,British Columbia,56
2020-12-04,1,Thompson Cariboo Shuswap,British Columbia,9
2020-12-04,1,Northeast,British Columbia,5
2020-12-04,1,Northern Interior,British Columbia,25
2020-12-04,1,Northwest,British Columbia,13
2020-12-04,1,North Shore/Coast Garibaldi,British Columbia,10
2020-12-04,1,Richmond,British Columbia,19
2020-12-04,1,Vancouver,British Columbia,82
2020-12-04,1,Central Vancouver Island,British Columbia,1
2020-12-04,1,North Vancouver Island,British Columbia,7
2020-12-04,1,South Vancouver Island,British Columbia,5
2020-12-05,1,Fraser East,British Columbia,100
2020-12-05,1,Fraser North,British Columbia,117
2020-12-05,1,Fraser South,British Columbia,302
2020-12-05,1,East Kootenay,British Columbia,2
2020-12-05,1,Kootenay Boundary,British Columbia,0
2020-12-05,1,Okanagan,British Columbia,77
2020-12-05,1,Thompson Cariboo Shuswap,British Columbia,8
2020-12-05,1,Northeast,British Columbia,10
2020-12-05,1,Northern Interior,British Columbia,28
2020-12-05,1,Northwest,British Columbia,7
2020-12-05,1,North Shore/Coast Garibaldi,British Columbia,14
2020-12-05,1,Richmond,British Columbia,17
2020-12-05,1,Vancouver,British Columbia,85
2020-12-05,1,Central Vancouver Island,British Columbia,4
2020-12-05,1,North Vancouver Island,British Columbia,3
2020-12-05,1,South Vancouver Island,British Columbia,2
2020-12-06,1,Fraser East,British Columbia,61
2020-12-06,1,Fraser North,British Columbia,80
2020-12-06,1,Fraser South,British Columbia,223
2020-12-06,1,East Kootenay,British Columbia,3
2020-12-06,1,Kootenay Boundary,British Columbia,2
2020-12-06,1,Okanagan,British Columbia,66
2020-12-06,1,Thompson Cariboo Shuswap,British Columbia,1
2020-12-06,1,Northeast,British Columbia,3
2020-12-06,1,Northern Interior,British Columbia,8
2020-12-06,1,Northwest,British Columbia,14
2020-12-06,1,North Shore/Coast Garibaldi,British Columbia,14
2020-12-06,1,Richmond,British Columbia,16
2020-12-06,1,Vancouver,British Columbia,67
2020-12-06,1,Central Vancouver Island,British Columbia,8
2020-12-06,1,North Vancouver Island,British Columbia,1
2020-12-06,1,South Vancouver Island,British Columbia,4
2020-12-07,1,Fraser East,British Columbia,70
2020-12-07,1,Fraser North,British Columbia,71
2020-12-07,1,Fraser South,British Columbia,248
2020-12-07,1,East Kootenay,British Columbia,2
2020-12-07,1,Kootenay Boundary,British Columbia,1
2020-12-07,1,Okanagan,British Columbia,46
2020-12-07,1,Thompson Cariboo Shuswap,British Columbia,4
2020-12-07,1,Northeast,British Columbia,0
2020-12-07,1,Northern Interior,British Columbia,13
2020-12-07,1,Northwest,British Columbia,5
2020-12-07,1,North Shore/Coast Garibaldi,British Columbia,9
2020-12-07,1,Richmond,British Columbia,19
2020-12-07,1,Vancouver,British Columbia,76
2020-12-07,1,Central Vancouver Island,British Columbia,9
2020-12-07,1,North Vancouver Island,British Columbia,2
2020-12-07,1,South Vancouver Island,British Columbia,6
2020-12-08,1,Fraser East,British Columbia,66
2020-12-08,1,Fraser North,British Columbia,80
2020-12-08,1,Fraser South,British Columbia,222
2020-12-08,1,East Kootenay,British Columbia,6
2020-12-08,1,Kootenay Boundary,British Columbia,7
2020-12-08,1,Okanagan,British Columbia,82
2020-12-08,1,Thompson Cariboo Shuswap,British Columbia,10
2020-12-08,1,Northeast,British Columbia,9
2020-12-08,1,Northern Interior,British Columbia,33
2020-12-08,1,Northwest,British Columbia,3
2020-12-08,1,North Shore/Coast Garibaldi,British Columbia,17
2020-12-08,1,Richmond,British Columbia,20
2020-12-08,1,Vancouver,British Columbia,96
2020-12-08,1,Central Vancouver Island,British Columbia,3
2020-12-08,1,North Vancouver Island,British Columbia,1
2020-12-08,1,South Vancouver Island,British Columbia,3
2020-12-09,1,Fraser East,British Columbia,77
2020-12-09,1,Fraser North,British Columbia,115
2020-12-09,1,Fraser South,British Columbia,294
2020-12-09,1,East Kootenay,British Columbia,3
2020-12-09,1,Kootenay Boundary,British Columbia,4
2020-12-09,1,Okanagan,British Columbia,74
2020-12-09,1,Thompson Cariboo Shuswap,British Columbia,4
2020-12-09,1,Northeast,British Columbia,11
2020-12-09,1,Northern Interior,British Columbia,21
2020-12-09,1,Northwest,British Columbia,8
2020-12-09,1,North Shore/Coast Garibaldi,British Columbia,21
2020-12-09,1,Richmond,British Columbia,18
2020-12-09,1,Vancouver,British Columbia,105
2020-12-09,1,Central Vancouver Island,British Columbia,7
2020-12-09,1,North Vancouver Island,British Columbia,1
2020-12-09,1,South Vancouver Island,British Columbia,1
2020-12-10,1,Fraser East,British Columbia,87
2020-12-10,1,Fraser North,British Columbia,80
2020-12-10,1,Fraser South,British Columbia,330
2020-12-10,1,East Kootenay,British Columbia,4
2020-12-10,1,Kootenay Boundary,British Columbia,6
2020-12-10,1,Okanagan,British Columbia,90
2020-12-10,1,Thompson Cariboo Shuswap,British Columbia,11
2020-12-10,1,Northeast,British Columbia,6
2020-12-10,1,Northern Interior,British Columbia,23
2020-12-10,1,Northwest,British Columbia,8
2020-12-10,1,North Shore/Coast Garibaldi,British Columbia,19
2020-12-10,1,Richmond,British Columbia,20
2020-12-10,1,Vancouver,British Columbia,83
2020-12-10,1,Central Vancouver Island,British Columbia,5
2020-12-10,1,North Vancouver Island,British Columbia,0
2020-12-10,1,South Vancouver Island,British Columbia,1
2020-12-11,1,Fraser East,British Columbia,76
2020-12-11,1,Fraser North,British Columbia,121
2020-12-11,1,Fraser South,British Columbia,277
2020-12-11,1,East Kootenay,British Columbia,5
2020-12-11,1,Kootenay Boundary,British Columbia,5
2020-12-11,1,Okanagan,British Columbia,69
2020-12-11,1,Thompson Cariboo Shuswap,British Columbia,4
2020-12-11,1,Northeast,British Columbia,10
2020-12-11,1,Northern Interior,British Columbia,21
2020-12-11,1,Northwest,British Columbia,8
2020-12-11,1,North Shore/Coast Garibaldi,British Columbia,17
2020-12-11,1,Richmond,British Columbia,12
2020-12-11,1,Vancouver,British Columbia,79
2020-12-11,1,Central Vancouver Island,British Columbia,5
2020-12-11,1,North Vancouver Island,British Columbia,4
2020-12-11,1,South Vancouver Island,British Columbia,1
2020-12-12,1,Fraser East,British Columbia,105
2020-12-12,1,Fraser North,British Columbia,77
2020-12-12,1,Fraser South,British Columbia,322
2020-12-12,1,East Kootenay,British Columbia,3
2020-12-12,1,Kootenay Boundary,British Columbia,2
2020-12-12,1,Okanagan,British Columbia,74
2020-12-12,1,Thompson Cariboo Shuswap,British Columbia,2
2020-12-12,1,Northeast,British Columbia,6
2020-12-12,1,Northern Interior,British Columbia,26
2020-12-12,1,Northwest,British Columbia,10
2020-12-12,1,North Shore/Coast Garibaldi,British Columbia,19
2020-12-12,1,Richmond,British Columbia,13
2020-12-12,1,Vancouver,British Columbia,72
2020-12-12,1,Central Vancouver Island,British Columbia,1
2020-12-12,1,North Vancouver Island,British Columbia,0
2020-12-12,1,South Vancouver Island,British Columbia,2
2020-12-13,1,Fraser East,British Columbia,78
2020-12-13,1,Fraser North,British Columbia,55
2020-12-13,1,Fraser South,British Columbia,219
2020-12-13,1,East Kootenay,British Columbia,5
2020-12-13,1,Kootenay Boundary,British Columbia,1
2020-12-13,1,Okanagan,British Columbia,52
2020-12-13,1,Thompson Cariboo Shuswap,British Columbia,9
2020-12-13,1,Northeast,British Columbia,1
2020-12-13,1,Northern Interior,British Columbia,13
2020-12-13,1,Northwest,British Columbia,20
2020-12-13,1,North Shore/Coast Garibaldi,British Columbia,13
2020-12-13,1,Richmond,British Columbia,16
2020-12-13,1,Vancouver,British Columbia,66
2020-12-13,1,Central Vancouver Island,British Columbia,7
2020-12-13,1,North Vancouver Island,British Columbia,3
2020-12-13,1,South Vancouver Island,British Columbia,6
2020-12-14,1,Fraser East,British Columbia,42
2020-12-14,1,Fraser North,British Columbia,79
2020-12-14,1,Fraser South,British Columbia,186
2020-12-14,1,East Kootenay,British Columbia,0
2020-12-14,1,Kootenay Boundary,British Columbia,2
2020-12-14,1,Okanagan,British Columbia,65
2020-12-14,1,Thompson Cariboo Shuswap,British Columbia,13
2020-12-14,1,Northeast,British Columbia,4
2020-12-14,1,Northern Interior,British Columbia,25
2020-12-14,1,Northwest,British Columbia,2
2020-12-14,1,North Shore/Coast Garibaldi,British Columbia,21
2020-12-14,1,Richmond,British Columbia,5
2020-12-14,1,Vancouver,British Columbia,62
2020-12-14,1,Central Vancouver Island,British Columbia,4
2020-12-14,1,North Vancouver Island,British Columbia,2
2020-12-14,1,South Vancouver Island,British Columbia,2
2020-12-15,1,Fraser East,British Columbia,85
2020-12-15,1,Fraser North,British Columbia,72
2020-12-15,1,Fraser South,British Columbia,197
2020-12-15,1,East Kootenay,British Columbia,2
2020-12-15,1,Kootenay Boundary,British Columbia,13
2020-12-15,1,Okanagan,British Columbia,62
2020-12-15,1,Thompson Cariboo Shuswap,British Columbia,9
2020-12-15,1,Northeast,British Columbia,2
2020-12-15,1,Northern Interior,British Columbia,22
2020-12-15,1,Northwest,British Columbia,8
2020-12-15,1,North Shore/Coast Garibaldi,British Columbia,14
2020-12-15,1,Richmond,British Columbia,19
2020-12-15,1,Vancouver,British Columbia,74
2020-12-15,1,Central Vancouver Island,British Columbia,2
2020-12-15,1,North Vancouver Island,British Columbia,1
2020-12-15,1,South Vancouver Island,British Columbia,3
2020-12-16,1,Fraser East,British Columbia,80
2020-12-16,1,Fraser North,British Columbia,85
2020-12-16,1,Fraser South,British Columbia,226
2020-12-16,1,East Kootenay,British Columbia,0
2020-12-16,1,Kootenay Boundary,British Columbia,1
2020-12-16,1,Okanagan,British Columbia,41
2020-12-16,1,Thompson Cariboo Shuswap,British Columbia,8
2020-12-16,1,Northeast,British Columbia,18
2020-12-16,1,Northern Interior,British Columbia,24
2020-12-16,1,Northwest,British Columbia,10
2020-12-16,1,North Shore/Coast Garibaldi,British Columbia,20
2020-12-16,1,Richmond,British Columbia,33
2020-12-16,1,Vancouver,British Columbia,87
2020-12-16,1,Central Vancouver Island,British Columbia,1
2020-12-16,1,North Vancouver Island,British Columbia,0
2020-12-16,1,South Vancouver Island,British Columbia,0
2020-12-17,1,Fraser East,British Columbia,100
2020-12-17,1,Fraser North,British Columbia,77
2020-12-17,1,Fraser South,British Columbia,235
2020-12-17,1,East Kootenay,British Columbia,2
2020-12-17,1,Kootenay Boundary,British Columbia,4
2020-12-17,1,Okanagan,British Columbia,45
2020-12-17,1,Thompson Cariboo Shuswap,British Columbia,3
2020-12-17,1,Northeast,British Columbia,3
2020-12-17,1,Northern Interior,British Columbia,26
2020-12-17,1,Northwest,British Columbia,12
2020-12-17,1,North Shore/Coast Garibaldi,British Columbia,16
2020-12-17,1,Richmond,British Columbia,11
2020-12-17,1,Vancouver,British Columbia,80
2020-12-17,1,Central Vancouver Island,British Columbia,0
2020-12-17,1,North Vancouver Island,British Columbia,1
2020-12-17,1,South Vancouver Island,British Columbia,7
2020-12-18,1,Fraser East,British Columbia,102
2020-12-18,1,Fraser North,British Columbia,73
2020-12-18,1,Fraser South,British Columbia,245
2020-12-18,1,East Kootenay,British Columbia,5
2020-12-18,1,Kootenay Boundary,British Columbia,1
2020-12-18,1,Okanagan,British Columbia,44
2020-12-18,1,Thompson Cariboo Shuswap,British Columbia,14
2020-12-18,1,Northeast,British Columbia,11
2020-12-18,1,Northern Interior,British Columbia,27
2020-12-18,1,Northwest,British Columbia,18
2020-12-18,1,North Shore/Coast Garibaldi,British Columbia,15
2020-12-18,1,Richmond,British Columbia,15
2020-12-18,1,Vancouver,British Columbia,63
2020-12-18,1,Central Vancouver Island,British Columbia,3
2020-12-18,1,North Vancouver Island,British Columbia,1
2020-12-18,1,South Vancouver Island,British Columbia,3
2020-12-19,1,Fraser East,British Columbia,77
2020-12-19,1,Fraser North,British Columbia,63
2020-12-19,1,Fraser South,British Columbia,222
2020-12-19,1,East Kootenay,British Columbia,3
2020-12-19,1,Kootenay Boundary,British Columbia,3
2020-12-19,1,Okanagan,British Columbia,48
2020-12-19,1,Thompson Cariboo Shuswap,British Columbia,14
2020-12-19,1,Northeast,British Columbia,9
2020-12-19,1,Northern Interior,British Columbia,14
2020-12-19,1,Northwest,British Columbia,2
2020-12-19,1,North Shore/Coast Garibaldi,British Columbia,19
2020-12-19,1,Richmond,British Columbia,15
2020-12-19,1,Vancouver,British Columbia,83
2020-12-19,1,Central Vancouver Island,British Columbia,3
2020-12-19,1,North Vancouver Island,British Columbia,1
2020-12-19,1,South Vancouver Island,British Columbia,1
2020-12-20,1,Fraser East,British Columbia,73
2020-12-20,1,Fraser North,British Columbia,45
2020-12-20,1,Fraser South,British Columbia,189
2020-12-20,1,East Kootenay,British Columbia,2
2020-12-20,1,Kootenay Boundary,British Columbia,2
2020-12-20,1,Okanagan,British Columbia,64
2020-12-20,1,Thompson Cariboo Shuswap,British Columbia,19
2020-12-20,1,Northeast,British Columbia,3
2020-12-20,1,Northern Interior,British Columbia,11
2020-12-20,1,Northwest,British Columbia,2
2020-12-20,1,North Shore/Coast Garibaldi,British Columbia,16
2020-12-20,1,Richmond,British Columbia,11
2020-12-20,1,Vancouver,British Columbia,55
2020-12-20,1,Central Vancouver Island,British Columbia,6
2020-12-20,1,North Vancouver Island,British Columbia,1
2020-12-20,1,South Vancouver Island,British Columbia,5
2020-12-21,1,Fraser East,British Columbia,60
2020-12-21,1,Fraser North,British Columbia,51
2020-12-21,1,Fraser South,British Columbia,132
2020-12-21,1,East Kootenay,British Columbia,0
2020-12-21,1,Kootenay Boundary,British Columbia,0
2020-12-21,1,Okanagan,British Columbia,48
2020-12-21,1,Thompson Cariboo Shuswap,British Columbia,3
2020-12-21,1,Northeast,British Columbia,4
2020-12-21,1,Northern Interior,British Columbia,23
2020-12-21,1,Northwest,British Columbia,1
2020-12-21,1,North Shore/Coast Garibaldi,British Columbia,8
2020-12-21,1,Richmond,British Columbia,19
2020-12-21,1,Vancouver,British Columbia,47
2020-12-21,1,Central Vancouver Island,British Columbia,3
2020-12-21,1,North Vancouver Island,British Columbia,1
2020-12-21,1,South Vancouver Island,British Columbia,3
2020-12-22,1,Fraser East,British Columbia,61
2020-12-22,1,Fraser North,British Columbia,71
2020-12-22,1,Fraser South,British Columbia,175
2020-12-22,1,East Kootenay,British Columbia,1
2020-12-22,1,Kootenay Boundary,British Columbia,2
2020-12-22,1,Okanagan,British Columbia,45
2020-12-22,1,Thompson Cariboo Shuswap,British Columbia,9
2020-12-22,1,Northeast,British Columbia,14
2020-12-22,1,Northern Interior,British Columbia,10
2020-12-22,1,Northwest,British Columbia,21
2020-12-22,1,North Shore/Coast Garibaldi,British Columbia,15
2020-12-22,1,Richmond,British Columbia,18
2020-12-22,1,Vancouver,British Columbia,59
2020-12-22,1,Central Vancouver Island,British Columbia,2
2020-12-22,1,North Vancouver Island,British Columbia,5
2020-12-22,1,South Vancouver Island,British Columbia,6
2020-12-23,1,Fraser East,British Columbia,42
2020-12-23,1,Fraser North,British Columbia,75
2020-12-23,1,Fraser South,British Columbia,184
2020-12-23,1,East Kootenay,British Columbia,2
2020-12-23,1,Kootenay Boundary,British Columbia,5
2020-12-23,1,Okanagan,British Columbia,60
2020-12-23,1,Thompson Cariboo Shuswap,British Columbia,6
2020-12-23,1,Northeast,British Columbia,10
2020-12-23,1,Northern Interior,British Columbia,33
2020-12-23,1,Northwest,British Columbia,11
2020-12-23,1,North Shore/Coast Garibaldi,British Columbia,19
2020-12-23,1,Richmond,British Columbia,19
2020-12-23,1,Vancouver,British Columbia,60
2020-12-23,1,Central Vancouver Island,British Columbia,5
2020-12-23,1,North Vancouver Island,British Columbia,0
2020-12-23,1,South Vancouver Island,British Columbia,5
2020-12-24,1,Fraser East,British Columbia,82
2020-12-24,1,Fraser North,British Columbia,61
2020-12-24,1,Fraser South,British Columbia,223
2020-12-24,1,East Kootenay,British Columbia,0
2020-12-24,1,Kootenay Boundary,British Columbia,0
2020-12-24,1,Okanagan,British Columbia,39
2020-12-24,1,Thompson Cariboo Shuswap,British Columbia,10
2020-12-24,1,Northeast,British Columbia,5
2020-12-24,1,Northern Interior,British Columbia,24
2020-12-24,1,Northwest,British Columbia,8
2020-12-24,1,North Shore/Coast Garibaldi,British Columbia,21
2020-12-24,1,Richmond,British Columbia,15
2020-12-24,1,Vancouver,British Columbia,56
