date,wave,HR,province,cases
2020-10-28,1,East Kootenay,British Columbia,0
2020-10-28,1,Kootenay Boundary,British Columbia,0
2020-10-28,1,Okanagan,British Columbia,3
2020-10-28,1,Thompson Cariboo Shuswap,British Columbia,3
2020-10-28,1,Northeast,British Columbia,2
2020-10-28,1,Northern Interior,British Columbia,4
2020-10-28,1,Northwest,British Columbia,1
2020-10-28,1,North Shore/Coast Garibaldi,British Columbia,15
2020-10-28,1,Richmond,British Columbia,4
2020-10-28,1,Vancouver,British Columbia,31
2020-10-28,1,Central Vancouver Island,British Columbia,1
2020-10-28,1,North Vancouver Island,British Columbia,0
2020-10-28,1,South Vancouver Island,British Columbia,1
2020-10-29,1,Fraser East,British Columbia,37
2020-10-29,1,Fraser North,British Columbia,53
2020-10-29,1,Fraser South,British Columbia,144
2020-10-29,1,East Kootenay,British Columbia,0
2020-10-29,1,Kootenay Boundary,British Columbia,0
2020-10-29,1,Okanagan,British Columbia,6
2020-10-29,1,Thompson Cariboo Shuswap,British Columbia,4
2020-10-29,1,Northeast,British Columbia,1
2020-10-29,1,Northern Interior,British Columbia,4
2020-10-29,1,Northwest,British Columbia,1
2020-10-29,1,North Shore/Coast Garibaldi,British Columbia,10
2020-10-29,1,Richmond,British Columbia,4
2020-10-29,1,Vancouver,British Columbia,74
2020-10-29,1,Central Vancouver Island,British Columbia,1
2020-10-29,1,North Vancouver Island,British Columbia,0
2020-10-29,1,South Vancouver Island,British Columbia,1
2020-10-30,1,Fraser East,British Columbia,41
2020-10-30,1,Fraser North,British Columbia,52
2020-10-30,1,Fraser South,British Columbia,187
2020-10-30,1,East Kootenay,British Columbia,0
2020-10-30,1,Kootenay Boundary,British Columbia,0
2020-10-30,1,Okanagan,British Columbia,6
2020-10-30,1,Thompson Cariboo Shuswap,British Columbia,3
2020-10-30,1,Northeast,British Columbia,2
2020-10-30,1,Northern Interior,British Columbia,3
2020-10-30,1,Northwest,British Columbia,0
2020-10-30,1,North Shore/Coast Garibaldi,British Columbia,14
2020-10-30,1,Richmond,British Columbia,4
2020-10-30,1,Vancouver,British Columbia,66
2020-10-30,1,Central Vancouver Island,British Columbia,2
2020-10-30,1,North Vancouver Island,British Columbia,2
2020-10-30,1,South Vancouver Island,British Columbia,1
2020-10-31,1,Fraser East,British Columbia,31
2020-10-31,1,Fraser North,British Columbia,80
2020-10-31,1,Fraser South,British Columbia,156
2020-10-31,1,East Kootenay,British Columbia,0
2020-10-31,1,Kootenay Boundary,British Columbia,0
2020-10-31,1,Okanagan,British Columbia,14
2020-10-31,1,Thompson Cariboo Shuswap,British Columbia,1
2020-10-31,1,Northeast,British Columbia,3
2020-10-31,1,Northern Interior,British Columbia,1
2020-10-31,1,Northwest,British Columbia,0
2020-10-31,1,North Shore/Coast Garibaldi,British Columbia,15
2020-10-31,1,Richmond,British Columbia,6
2020-10-31,1,Vancouver,British Columbia,69
2020-10-31,1,Central Vancouver Island,British Columbia,0
2020-10-31,1,North Vancouver Island,British Columbia,3
2020-10-31,1,South Vancouver Island,British Columbia,1
2020-11-01,1,Fraser East,British Columbia,36
2020-11-01,1,Fraser North,British Columbia,52
2020-11-01,1,Fraser South,British Columbia,209
2020-11-01,1,East Kootenay,British Columbia,0
2020-11-01,1,Kootenay Boundary,British Columbia,0
2020-11-01,1,Okanagan,British Columbia,9
2020-11-01,1,Thompson Cariboo Shuswap,British Columbia,1
2020-11-01,1,Northeast,British Columbia,1
2020-11-01,1,Northern Interior,British Columbia,0
2020-11-01,1,Northwest,British Columbia,0
2020-11-01,1,North Shore/Coast Garibaldi,British Columbia,3
2020-11-01,1,Richmond,British Columbia,6
2020-11-01,1,Vancouver,British Columbia,54
2020-11-01,1,Central Vancouver Island,British Columbia,0
2020-11-01,1,North Vancouver Island,British Columbia,1
2020-11-01,1,South Vancouver Island,British Columbia,1
2020-11-02,1,Fraser East,British Columbia,8
2020-11-02,1,Fraser North,British Columbia,56
2020-11-02,1,Fraser South,British Columbia,166
2020-11-02,1,East Kootenay,British Columbia,1
2020-11-02,1,Kootenay Boundary,British Columbia,0
2020-11-02,1,Okanagan,British Columbia,9
2020-11-02,1,Thompson Cariboo Shuswap,British Columbia,2
2020-11-02,1,Northeast,British Columbia,1
2020-11-02,1,Northern Interior,British Columbia,1
2020-11-02,1,Northwest,British Columbia,0
2020-11-02,1,North Shore/Coast Garibaldi,British Columbia,12
2020-11-02,1,Richmond,British Columbia,9
2020-11-02,1,Vancouver,British Columbia,66
2020-11-02,1,Central Vancouver Island,British Columbia,2
2020-11-02,1,North Vancouver Island,British Columbia,1
2020-11-02,1,South Vancouver Island,British Columbia,1
2020-11-03,1,Fraser East,British Columbia,23
2020-11-03,1,Fraser North,British Columbia,62
2020-11-03,1,Fraser South,British Columbia,153
2020-11-03,1,East Kootenay,British Columbia,0
2020-11-03,1,Kootenay Boundary,British Columbia,0
2020-11-03,1,Okanagan,British Columbia,10
2020-11-03,1,Thompson Cariboo Shuswap,British Columbia,3
2020-11-03,1,Northeast,British Columbia,1
2020-11-03,1,Northern Interior,British Columbia,8
2020-11-03,1,Northwest,British Columbia,0
2020-11-03,1,North Shore/Coast Garibaldi,British Columbia,12
2020-11-03,1,Richmond,British Columbia,9
2020-11-03,1,Vancouver,British Columbia,81
2020-11-03,1,Central Vancouver Island,British Columbia,1
2020-11-03,1,North Vancouver Island,British Columbia,1
2020-11-03,1,South Vancouver Island,British Columbia,2
2020-11-04,1,Fraser East,British Columbia,55
2020-11-04,1,Fraser North,British Columbia,85
2020-11-04,1,Fraser South,British Columbia,258
2020-11-04,1,East Kootenay,British Columbia,3
2020-11-04,1,Kootenay Boundary,British Columbia,0
2020-11-04,1,Okanagan,British Columbia,16
2020-11-04,1,Thompson Cariboo Shuswap,British Columbia,5
2020-11-04,1,Northeast,British Columbia,3
2020-11-04,1,Northern Interior,British Columbia,4
2020-11-04,1,Northwest,British Columbia,0
2020-11-04,1,North Shore/Coast Garibaldi,British Columbia,20
2020-11-04,1,Richmond,British Columbia,21
2020-11-04,1,Vancouver,British Columbia,113
2020-11-04,1,Central Vancouver Island,British Columbia,2
2020-11-04,1,North Vancouver Island,British Columbia,2
2020-11-04,1,South Vancouver Island,British Columbia,4
2020-11-05,1,Fraser East,British Columbia,50
2020-11-05,1,Fraser North,British Columbia,106
2020-11-05,1,Fraser South,British Columbia,153
2020-11-05,1,East Kootenay,British Columbia,0
2020-11-05,1,Kootenay Boundary,British Columbia,3
2020-11-05,1,Okanagan,British Columbia,10
2020-11-05,1,Thompson Cariboo Shuswap,British Columbia,10
2020-11-05,1,Northeast,British Columbia,8
2020-11-05,1,Northern Interior,British Columbia,5
2020-11-05,1,Northwest,British Columbia,0
2020-11-05,1,North Shore/Coast Garibaldi,British Columbia,25
2020-11-05,1,Richmond,British Columbia,17
2020-11-05,1,Vancouver,British Columbia,88
2020-11-05,1,Central Vancouver Island,British Columbia,0
2020-11-05,1,North Vancouver Island,British Columbia,3
2020-11-05,1,South Vancouver Island,British Columbia,2
2020-11-06,1,Fraser East,British Columbia,38
2020-11-06,1,Fraser North,British Columbia,74
2020-11-06,1,Fraser South,British Columbia,182
2020-11-06,1,East Kootenay,British Columbia,1
2020-11-06,1,Kootenay Boundary,British Columbia,0
2020-11-06,1,Okanagan,British Columbia,17
2020-11-06,1,Thompson Cariboo Shuswap,British Columbia,4
2020-11-06,1,Northeast,British Columbia,4
2020-11-06,1,Northern Interior,British Columbia,3
2020-11-06,1,Northwest,British Columbia,2
2020-11-06,1,North Shore/Coast Garibaldi,British Columbia,13
2020-11-06,1,Richmond,British Columbia,13
2020-11-06,1,Vancouver,British Columbia,96
2020-11-06,1,Central Vancouver Island,British Columbia,0
2020-11-06,1,North Vancouver Island,British Columbia,2
2020-11-06,1,South Vancouver Island,British Columbia,0
2020-11-07,1,Fraser East,British Columbia,55
2020-11-07,1,Fraser North,British Columbia,80
2020-11-07,1,Fraser South,British Columbia,290
2020-11-07,1,East Kootenay,British Columbia,2
2020-11-07,1,Kootenay Boundary,British Columbia,1
2020-11-07,1,Okanagan,British Columbia,18
2020-11-07,1,Thompson Cariboo Shuswap,British Columbia,3
2020-11-07,1,Northeast,British Columbia,4
2020-11-07,1,Northern Interior,British Columbia,2
2020-11-07,1,Northwest,British Columbia,1
2020-11-07,1,North Shore/Coast Garibaldi,British Columbia,23
2020-11-07,1,Richmond,British Columbia,14
2020-11-07,1,Vancouver,British Columbia,69
2020-11-07,1,Central Vancouver Island,British Columbia,1
2020-11-07,1,North Vancouver Island,British Columbia,0
2020-11-07,1,South Vancouver Island,British Columbia,3
2020-11-08,1,Fraser East,British Columbia,40
2020-11-08,1,Fraser North,British Columbia,67
2020-11-08,1,Fraser South,British Columbia,254
2020-11-08,1,East Kootenay,British Columbia,1
2020-11-08,1,Kootenay Boundary,British Columbia,2
2020-11-08,1,Okanagan,British Columbia,20
2020-11-08,1,Thompson Cariboo Shuswap,British Columbia,4
2020-11-08,1,Northeast,British Columbia,1
2020-11-08,1,Northern Interior,British Columbia,6
2020-11-08,1,Northwest,British Columbia,0
2020-11-08,1,North Shore/Coast Garibaldi,British Columbia,24
2020-11-08,1,Richmond,British Columbia,19
2020-11-08,1,Vancouver,British Columbia,55
2020-11-08,1,Central Vancouver Island,British Columbia,4
2020-11-08,1,North Vancouver Island,British Columbia,0
2020-11-08,1,South Vancouver Island,British Columbia,5
2020-11-09,1,Fraser East,British Columbia,33
2020-11-09,1,Fraser North,British Columbia,61
2020-11-09,1,Fraser South,British Columbia,218
2020-11-09,1,East Kootenay,British Columbia,1
2020-11-09,1,Kootenay Boundary,British Columbia,7
2020-11-09,1,Okanagan,British Columbia,23
2020-11-09,1,Thompson Cariboo Shuswap,British Columbia,0
2020-11-09,1,Northeast,British Columbia,1
2020-11-09,1,Northern Interior,British Columbia,1
2020-11-09,1,Northwest,British Columbia,0
2020-11-09,1,North Shore/Coast Garibaldi,British Columbia,47
2020-11-09,1,Richmond,British Columbia,26
2020-11-09,1,Vancouver,British Columbia,69
2020-11-09,1,Central Vancouver Island,British Columbia,4
2020-11-09,1,North Vancouver Island,British Columbia,2
2020-11-09,1,South Vancouver Island,British Columbia,2
2020-11-10,1,Fraser East,British Columbia,45
2020-11-10,1,Fraser North,British Columbia,109
2020-11-10,1,Fraser South,British Columbia,375
2020-11-10,1,East Kootenay,British Columbia,0
2020-11-10,1,Kootenay Boundary,British Columbia,4
2020-11-10,1,Okanagan,British Columbia,13
2020-11-10,1,Thompson Cariboo Shuswap,British Columbia,7
2020-11-10,1,Northeast,British Columbia,0
2020-11-10,1,Northern Interior,British Columbia,10
2020-11-10,1,Northwest,British Columbia,0
2020-11-10,1,North Shore/Coast Garibaldi,British Columbia,17
2020-11-10,1,Richmond,British Columbia,31
2020-11-10,1,Vancouver,British Columbia,78
2020-11-10,1,Central Vancouver Island,British Columbia,5
2020-11-10,1,North Vancouver Island,British Columbia,0
2020-11-10,1,South Vancouver Island,British Columbia,5
2020-11-11,1,Fraser East,British Columbia,76
2020-11-11,1,Fraser North,British Columbia,109
2020-11-11,1,Fraser South,British Columbia,281
2020-11-11,1,East Kootenay,British Columbia,1
2020-11-11,1,Kootenay Boundary,British Columbia,0
2020-11-11,1,Okanagan,British Columbia,12
2020-11-11,1,Thompson Cariboo Shuswap,British Columbia,4
2020-11-11,1,Northeast,British Columbia,8
2020-11-11,1,Northern Interior,British Columbia,5
2020-11-11,1,Northwest,British Columbia,0
2020-11-11,1,North Shore/Coast Garibaldi,British Columbia,39
2020-11-11,1,Richmond,British Columbia,13
2020-11-11,1,Vancouver,British Columbia,105
2020-11-11,1,Central Vancouver Island,British Columbia,3
2020-11-11,1,North Vancouver Island,British Columbia,2
2020-11-11,1,South Vancouver Island,British Columbia,2
2020-11-12,1,Fraser East,British Columbia,46
2020-11-12,1,Fraser North,British Columbia,94
2020-11-12,1,Fraser South,British Columbia,297
2020-11-12,1,East Kootenay,British Columbia,0
2020-11-12,1,Kootenay Boundary,British Columbia,8
2020-11-12,1,Okanagan,British Columbia,14
2020-11-12,1,Thompson Cariboo Shuswap,British Columbia,1
2020-11-12,1,Northeast,British Columbia,1
2020-11-12,1,Northern Interior,British Columbia,1
2020-11-12,1,Northwest,British Columbia,0
2020-11-12,1,North Shore/Coast Garibaldi,British Columbia,20
2020-11-12,1,Richmond,British Columbia,25
2020-11-12,1,Vancouver,British Columbia,64
2020-11-12,1,Central Vancouver Island,British Columbia,9
2020-11-12,1,North Vancouver Island,British Columbia,4
2020-11-12,1,South Vancouver Island,British Columbia,1
2020-11-13,1,Fraser East,British Columbia,49
2020-11-13,1,Fraser North,British Columbia,66
2020-11-13,1,Fraser South,British Columbia,240
2020-11-13,1,East Kootenay,British Columbia,1
2020-11-13,1,Kootenay Boundary,British Columbia,0
2020-11-13,1,Okanagan,British Columbia,20
2020-11-13,1,Thompson Cariboo Shuswap,British Columbia,4
2020-11-13,1,Northeast,British Columbia,1
2020-11-13,1,Northern Interior,British Columbia,4
2020-11-13,1,Northwest,British Columbia,0
2020-11-13,1,North Shore/Coast Garibaldi,British Columbia,40
2020-11-13,1,Richmond,British Columbia,7
2020-11-13,1,Vancouver,British Columbia,101
2020-11-13,1,Central Vancouver Island,British Columbia,6
2020-11-13,1,North Vancouver Island,British Columbia,2
2020-11-13,1,South Vancouver Island,British Columbia,2
2020-11-14,1,Fraser East,British Columbia,79
2020-11-14,1,Fraser North,British Columbia,128
2020-11-14,1,Fraser South,British Columbia,488
2020-11-14,1,East Kootenay,British Columbia,1
2020-11-14,1,Kootenay Boundary,British Columbia,1
2020-11-14,1,Okanagan,British Columbia,27
2020-11-14,1,Thompson Cariboo Shuswap,British Columbia,1
2020-11-14,1,Northeast,British Columbia,4
2020-11-14,1,Northern Interior,British Columbia,4
2020-11-14,1,Northwest,British Columbia,1
2020-11-14,1,North Shore/Coast Garibaldi,British Columbia,50
2020-11-14,1,Richmond,British Columbia,31
2020-11-14,1,Vancouver,British Columbia,119
2020-11-14,1,Central Vancouver Island,British Columbia,5
2020-11-14,1,North Vancouver Island,British Columbia,2
2020-11-14,1,South Vancouver Island,British Columbia,3
2020-11-15,1,Fraser East,British Columbia,74
2020-11-15,1,Fraser North,British Columbia,84
2020-11-15,1,Fraser South,British Columbia,258
2020-11-15,1,East Kootenay,British Columbia,7
2020-11-15,1,Kootenay Boundary,British Columbia,2
2020-11-15,1,Okanagan,British Columbia,18
2020-11-15,1,Thompson Cariboo Shuswap,British Columbia,1
2020-11-15,1,Northeast,British Columbia,0
2020-11-15,1,Northern Interior,British Columbia,9
2020-11-15,1,Northwest,British Columbia,0
2020-11-15,1,North Shore/Coast Garibaldi,British Columbia,22
2020-11-15,1,Richmond,British Columbia,19
2020-11-15,1,Vancouver,British Columbia,75
2020-11-15,1,Central Vancouver Island,British Columbia,14
2020-11-15,1,North Vancouver Island,British Columbia,3
2020-11-15,1,South Vancouver Island,British Columbia,2
2020-11-16,1,Fraser East,British Columbia,42
2020-11-16,1,Fraser North,British Columbia,69
2020-11-16,1,Fraser South,British Columbia,218
2020-11-16,1,East Kootenay,British Columbia,5
2020-11-16,1,Kootenay Boundary,British Columbia,1
2020-11-16,1,Okanagan,British Columbia,12
2020-11-16,1,Thompson Cariboo Shuswap,British Columbia,1
2020-11-16,1,Northeast,British Columbia,1
2020-11-16,1,Northern Interior,British Columbia,6
2020-11-16,1,Northwest,British Columbia,6
2020-11-16,1,North Shore/Coast Garibaldi,British Columbia,21
2020-11-16,1,Richmond,British Columbia,32
2020-11-16,1,Vancouver,British Columbia,119
2020-11-16,1,Central Vancouver Island,British Columbia,12
2020-11-16,1,North Vancouver Island,British Columbia,1
2020-11-16,1,South Vancouver Island,British Columbia,4
2020-11-17,1,Fraser East,British Columbia,46
2020-11-17,1,Fraser North,British Columbia,115
2020-11-17,1,Fraser South,British Columbia,328
2020-11-17,1,East Kootenay,British Columbia,1
2020-11-17,1,Kootenay Boundary,British Columbia,1
2020-11-17,1,Okanagan,British Columbia,30
2020-11-17,1,Thompson Cariboo Shuswap,British Columbia,6
2020-11-17,1,Northeast,British Columbia,6
2020-11-17,1,Northern Interior,British Columbia,4
2020-11-17,1,Northwest,British Columbia,4
2020-11-17,1,North Shore/Coast Garibaldi,British Columbia,34
2020-11-17,1,Richmond,British Columbia,22
2020-11-17,1,Vancouver,British Columbia,116
2020-11-17,1,Central Vancouver Island,British Columbia,15
2020-11-17,1,North Vancouver Island,British Columbia,1
2020-11-17,1,South Vancouver Island,British Columbia,4
2020-11-18,1,Fraser East,British Columbia,68
2020-11-18,1,Fraser North,British Columbia,94
2020-11-18,1,Fraser South,British Columbia,416
2020-11-18,1,East Kootenay,British Columbia,4
2020-11-18,1,Kootenay Boundary,British Columbia,0
2020-11-18,1,Okanagan,British Columbia,22
2020-11-18,1,Thompson Cariboo Shuswap,British Columbia,1
2020-11-18,1,Northeast,British Columbia,7
2020-11-18,1,Northern Interior,British Columbia,16
2020-11-18,1,Northwest,British Columbia,3
2020-11-18,1,North Shore/Coast Garibaldi,British Columbia,38
2020-11-18,1,Richmond,British Columbia,29
2020-11-18,1,Vancouver,British Columbia,146
2020-11-18,1,Central Vancouver Island,British Columbia,9
2020-11-18,1,North Vancouver Island,British Columbia,1
2020-11-18,1,South Vancouver Island,British Columbia,3
2020-11-19,1,Fraser East,British Columbia,45
2020-11-19,1,Fraser North,British Columbia,109
2020-11-19,1,Fraser South,British Columbia,283
2020-11-19,1,East Kootenay,British Columbia,1
2020-11-19,1,Kootenay Boundary,British Columbia,0
2020-11-19,1,Okanagan,British Columbia,15
2020-11-19,1,Thompson Cariboo Shuswap,British Columbia,9
2020-11-19,1,Northeast,British Columbia,3
2020-11-19,1,Northern Interior,British Columbia,9
2020-11-19,1,Northwest,British Columbia,5
2020-11-19,1,North Shore/Coast Garibaldi,British Columbia,35
2020-11-19,1,Richmond,British Columbia,16
2020-11-19,1,Vancouver,British Columbia,95
2020-11-19,1,Central Vancouver Island,British Columbia,12
2020-11-19,1,North Vancouver Island,British Columbia,1
2020-11-19,1,South Vancouver Island,British Columbia,4
2020-11-20,1,Fraser East,British Columbia,67
2020-11-20,1,Fraser North,British Columbia,117
2020-11-20,1,Fraser South,British Columbia,467
2020-11-20,1,East Kootenay,British Columbia,5
2020-11-20,1,Kootenay Boundary,British Columbia,1
2020-11-20,1,Okanagan,British Columbia,33
2020-11-20,1,Thompson Cariboo Shuswap,British Columbia,2
2020-11-20,1,Northeast,British Columbia,11
2020-11-20,1,Northern Interior,British Columbia,17
2020-11-20,1,Northwest,British Columbia,2
2020-11-20,1,North Shore/Coast Garibaldi,British Columbia,44
2020-11-20,1,Richmond,British Columbia,13
2020-11-20,1,Vancouver,British Columbia,139
2020-11-20,1,Central Vancouver Island,British Columbia,11
2020-11-20,1,North Vancouver Island,British Columbia,2
2020-11-20,1,South Vancouver Island,British Columbia,3
2020-11-21,1,Fraser East,British Columbia,61
2020-11-21,1,Fraser North,British Columbia,94
2020-11-21,1,Fraser South,British Columbia,405
2020-11-21,1,East Kootenay,British Columbia,2
2020-11-21,1,Kootenay Boundary,British Columbia,0
2020-11-21,1,Okanagan,British Columbia,28
2020-11-21,1,Thompson Cariboo Shuswap,British Columbia,6
2020-11-21,1,Northeast,British Columbia,4
2020-11-21,1,Northern Interior,British Columbia,9
2020-11-21,1,Northwest,British Columbia,4
2020-11-21,1,North Shore/Coast Garibaldi,British Columbia,14
2020-11-21,1,Richmond,British Columbia,13
2020-11-21,1,Vancouver,British Columbia,66
2020-11-21,1,Central Vancouver Island,British Columbia,6
2020-11-21,1,North Vancouver Island,British Columbia,1
2020-11-21,1,South Vancouver Island,British Columbia,10
2020-11-22,1,Fraser East,British Columbia,70
2020-11-22,1,Fraser North,British Columbia,87
2020-11-22,1,Fraser South,British Columbia,274
2020-11-22,1,East Kootenay,British Columbia,1
2020-11-22,1,Kootenay Boundary,British Columbia,0
2020-11-22,1,Okanagan,British Columbia,43
2020-11-22,1,Thompson Cariboo Shuswap,British Columbia,6
2020-11-22,1,Northeast,British Columbia,2
2020-11-22,1,Northern Interior,British Columbia,13
2020-11-22,1,Northwest,British Columbia,1
2020-11-22,1,North Shore/Coast Garibaldi,British Columbia,20
2020-11-22,1,Richmond,British Columbia,15
2020-11-22,1,Vancouver,British Columbia,108
2020-11-22,1,Central Vancouver Island,British Columbia,11
2020-11-22,1,North Vancouver Island,British Columbia,2
2020-11-22,1,South Vancouver Island,British Columbia,1
2020-11-23,1,Fraser East,British Columbia,44
2020-11-23,1,Fraser North,British Columbia,84
2020-11-23,1,Fraser South,British Columbia,278
2020-11-23,1,East Kootenay,British Columbia,1
2020-11-23,1,Kootenay Boundary,British Columbia,1
2020-11-23,1,Okanagan,British Columbia,45
2020-11-23,1,Thompson Cariboo Shuswap,British Columbia,15
2020-11-23,1,Northeast,British Columbia,2
2020-11-23,1,Northern Interior,British Columbia,18
2020-11-23,1,Northwest,British Columbia,2
2020-11-23,1,North Shore/Coast Garibaldi,British Columbia,49
2020-11-23,1,Richmond,British Columbia,20
2020-11-23,1,Vancouver,British Columbia,108
2020-11-23,1,Central Vancouver Island,British Columbia,6
2020-11-23,1,North Vancouver Island,British Columbia,1
2020-11-23,1,South Vancouver Island,British Columbia,6
2020-11-24,1,Fraser East,British Columbia,76
2020-11-24,1,Fraser North,British Columbia,90
2020-11-24,1,Fraser South,British Columbia,387
2020-11-24,1,East Kootenay,British Columbia,4
2020-11-24,1,Kootenay Boundary,British Columbia,1
2020-11-24,1,Okanagan,British Columbia,49
2020-11-24,1,Thompson Cariboo Shuswap,British Columbia,5
2020-11-24,1,Northeast,British Columbia,3
2020-11-24,1,Northern Interior,British Columbia,22
2020-11-24,1,Northwest,British Columbia,16
2020-11-24,1,North Shore/Coast Garibaldi,British Columbia,36
2020-11-24,1,Richmond,British Columbia,24
2020-11-24,1,Vancouver,British Columbia,104
2020-11-24,1,Central Vancouver Island,British Columbia,15
2020-11-24,1,North Vancouver Island,British Columbia,3
2020-11-24,1,South Vancouver Island,British Columbia,6
2020-11-25,1,Fraser East,British Columbia,67
2020-11-25,1,Fraser North,British Columbia,99
2020-11-25,1,Fraser South,British Columbia,438
2020-11-25,1,East Kootenay,British Columbia,6
2020-11-25,1,Kootenay Boundary,British Columbia,1
2020-11-25,1,Okanagan,British Columbia,55
2020-11-25,1,Thompson Cariboo Shuswap,British Columbia,0
2020-11-25,1,Northeast,British Columbia,8
2020-11-25,1,Northern Interior,British Columbia,18
2020-11-25,1,Northwest,British Columbia,9
2020-11-25,1,North Shore/Coast Garibaldi,British Columbia,27
2020-11-25,1,Richmond,British Columbia,19
2020-11-25,1,Vancouver,British Columbia,108
2020-11-25,1,Central Vancouver Island,British Columbia,12
2020-11-25,1,North Vancouver Island,British Columbia,7
2020-11-25,1,South Vancouver Island,British Columbia,4
2020-11-26,1,Fraser East,British Columbia,78
2020-11-26,1,Fraser North,British Columbia,87
2020-11-26,1,Fraser South,British Columbia,332
2020-11-26,1,East Kootenay,British Columbia,8
2020-11-26,1,Kootenay Boundary,British Columbia,1
2020-11-26,1,Okanagan,British Columbia,33
2020-11-26,1,Thompson Cariboo Shuswap,British Columbia,16
2020-11-26,1,Northeast,British Columbia,7
2020-11-26,1,Northern Interior,British Columbia,11
2020-11-26,1,Northwest,British Columbia,2
2020-11-26,1,North Shore/Coast Garibaldi,British Columbia,35
2020-11-26,1,Richmond,British Columbia,13
2020-11-26,1,Vancouver,British Columbia,118
2020-11-26,1,Central Vancouver Island,British Columbia,6
2020-11-26,1,North Vancouver Island,British Columbia,6
2020-11-26,1,South Vancouver Island,British Columbia,4
2020-11-27,1,Fraser East,British Columbia,61
2020-11-27,1,Fraser North,British Columbia,71
2020-11-27,1,Fraser South,British Columbia,279
2020-11-27,1,East Kootenay,British Columbia,7
2020-11-27,1,Kootenay Boundary,British Columbia,1
2020-11-27,1,Okanagan,British Columbia,65
2020-11-27,1,Thompson Cariboo Shuswap,British Columbia,15
2020-11-27,1,Northeast,British Columbia,5
2020-11-27,1,Northern Interior,British Columbia,24
2020-11-27,1,Northwest,British Columbia,5
2020-11-27,1,North Shore/Coast Garibaldi,British Columbia,38
2020-11-27,1,Richmond,British Columbia,17
2020-11-27,1,Vancouver,British Columbia,93
2020-11-27,1,Central Vancouver Island,British Columbia,10
2020-11-27,1,North Vancouver Island,British Columbia,6
2020-11-27,1,South Vancouver Island,British Columbia,6
2020-11-28,1,Fraser East,British Columbia,77
2020-11-28,1,Fraser North,British Columbia,104
2020-11-28,1,Fraser South,British Columbia,408
2020-11-28,1,East Kootenay,British Columbia,6
2020-11-28,1,Kootenay Boundary,British Columbia,2
2020-11-28,1,Okanagan,British Columbia,36
2020-11-28,1,Thompson Cariboo Shuswap,British Columbia,2
2020-11-28,1,Northeast,British Columbia,5
2020-11-28,1,Northern Interior,British Columbia,13
2020-11-28,1,Northwest,British Columbia,10
2020-11-28,1,North Shore/Coast Garibaldi,British Columbia,21
2020-11-28,1,Richmond,British Columbia,15
2020-11-28,1,Vancouver,British Columbia,89
2020-11-28,1,Central Vancouver Island,British Columbia,19
2020-11-28,1,North Vancouver Island,British Columbia,2
2020-11-28,1,South Vancouver Island,British Columbia,7
2020-11-29,1,Fraser East,British Columbia,61
2020-11-29,1,Fraser North,British Columbia,59
2020-11-29,1,Fraser South,British Columbia,306
2020-11-29,1,East Kootenay,British Columbia,6
2020-11-29,1,Kootenay Boundary,British Columbia,0
2020-11-29,1,Okanagan,British Columbia,47
2020-11-29,1,Thompson Cariboo Shuswap,British Columbia,12
2020-11-29,1,Northeast,British Columbia,3
2020-11-29,1,Northern Interior,British Columbia,6
2020-11-29,1,Northwest,British Columbia,2
2020-11-29,1,North Shore/Coast Garibaldi,British Columbia,20
2020-11-29,1,Richmond,British Columbia,10
2020-11-29,1,Vancouver,British Columbia,90
2020-11-29,1,Central Vancouver Island,British Columbia,3
2020-11-29,1,North Vancouver Island,British Columbia,6
2020-11-29,1,South Vancouver Island,British Columbia,7
2020-11-30,1,Fraser East,British Columbia,71
2020-11-30,1,Fraser North,British Columbia,45
2020-11-30,1,Fraser South,British Columbia,168
2020-11-30,1,East Kootenay,British Columbia,2
2020-11-30,1,Kootenay Boundary,British Columbia,6
2020-11-30,1,Okanagan,British Columbia,71
2020-11-30,1,Thompson Cariboo Shuswap,British Columbia,7
2020-11-30,1,Northeast,British Columbia,5
2020-11-30,1,Northern Interior,British Columbia,30
2020-11-30,1,Northwest,British Columbia,9
2020-11-30,1,North Shore/Coast Garibaldi,British Columbia,33
2020-11-30,1,Richmond,British Columbia,16
2020-11-30,1,Vancouver,British Columbia,71
2020-11-30,1,Central Vancouver Island,British Columbia,6
2020-11-30,1,North Vancouver Island,British Columbia,2
2020-11-30,1,South Vancouver Island,British Columbia,2
2020-12-01,1,Fraser East,British Columbia,97
2020-12-01,1,Fraser North,British Columbia,81
2020-12-01,1,Fraser South,British Columbia,316
2020-12-01,1,East Kootenay,British Columbia,4
2020-12-01,1,Kootenay Boundary,British Columbia,2
2020-12-01,1,Okanagan,British Columbia,64
2020-12-01,1,Thompson Cariboo Shuswap,British Columbia,8
2020-12-01,1,Northeast,British Columbia,5
2020-12-01,1,Northern Interior,British Columbia,14
2020-12-01,1,Northwest,British Columbia,11
2020-12-01,1,North Shore/Coast Garibaldi,British Columbia,41
2020-12-01,1,Richmond,British Columbia,34
2020-12-01,1,Vancouver,British Columbia,81
2020-12-01,1,Central Vancouver Island,British Columbia,7
2020-12-01,1,North Vancouver Island,British Columbia,2
2020-12-01,1,South Vancouver Island,British Columbia,7
2020-12-02,1,Fraser East,British Columbia,76
2020-12-02,1,Fraser North,British Columbia,110
2020-12-02,1,Fraser South,British Columbia,306
