province,HRUID2018,HR,pruid,wave,incidence,VIs,PROV_vaxx_AL1D,EIs,LIs,PHU_population,is_cma,is_ca,is_miz_strong,is_miz_moderate,is_miz_weak,is_miz_none,LTCHs,PROV_population,PHU_pop_density,group_0_to_4,group_5_to_19,group_20_to_49,group_50_to_64,group_65_plus,interaction_children_school_closures,interaction_popdensity_cma,interaction_popdensity_ca,interaction_popdensity_strong,interaction_popdensity_moderate,interaction_popdensity_weak,interaction_popdensity_none,interaction_lockdown_0_to_4,interaction_lockdown_5_to_19,interaction_lockdown_20_to_49,interaction_lockdown_50_to_64,interaction_lockdown_65_plus,previous_wave_incidence,interaction_vaccination_0_to_4,interaction_vaccination_5_to_19,interaction_vaccination_20_to_49,interaction_vaccination_50_to_64,interaction_vaccination_65_plus,log_previous_wave_incidence
Saskatchewan,8,Central West,47,3,144,2,1472460,2,2,35300,0,0,2,25,21,0,2,1099965,0.931696181784921,2105,6265,11570,8210,7150,12530,0,0,1.86339236356984,23.292404544623,19.5656198174833,0,4210,12530,23140,16420,14300,295,2817.84265863005,8386.59584623147,15488.0948030165,10990.2556899538,9571.29454118995,5.68697535633982
Saskatchewan,9,Saskatoon,47,3,4361,2,1472460,2,2,299970,25,0,6,5,1,0,17,1099965,27.5639630910159,19995,54565,130630,56070,38710,109130,689.099077275398,0,165.383778546096,137.81981545508,27.5639630910159,0,39990,109130,261260,112140,77420,7005,26766.1586505025,73043.0330965076,174866.881946244,75057.6901992336,51818.8547817431,8.85437945877111
Saskatchewan,10,Regina,47,3,6646,2,1472460,2,2,241930,17,0,10,4,0,0,2,1099965,29.5029166411904,15780,43375,102660,47045,33070,86750,501.549582900237,0,295.029166411904,118.011666564762,0,0,31560,86750,205320,94090,66140,5197,21123.7801202766,58063.6224788971,137425.048615183,62976.4407958435,44268.910556245,8.55583681500844
Saskatchewan,11,South Central,47,3,193,2,1472460,2,2,57770,0,2,10,21,19,0,6,1099965,1.74918430989065,3460,10155,19430,13180,11545,20310,0,3.4983686197813,17.4918430989065,36.7328705077036,33.2345018879223,0,6920,20310,38860,26360,23090,170,4631.70337238003,13593.9155336761,26009.8255853595,17643.3093780257,15454.6287381871,5.13579843705026
Saskatchewan,12,South East,47,3,401,2,1472460,2,2,85050,1,4,22,45,26,0,16,1099965,1.8476040019564,5580,16350,30325,17670,15125,32700,1.8476040019564,7.39041600782561,40.6472880430409,83.1421800880381,48.0377040508665,0,11160,32700,60650,35340,30250,561,7469.62566990768,21886.8063983854,40594.3366379839,23653.8146213743,20246.969221748,6.3297209055227
Saskatchewan,13,South West,47,3,272,2,1472460,2,2,37205,0,2,3,16,8,0,3,1099965,1.01032904034934,2230,6595,12695,8535,7150,13190,0,2.02065808069868,3.03098712104802,16.1652646455894,8.08263232279472,0,4460,13190,25390,17070,14300,105,2985.17298277673,8828.3479019787,16994.0677203366,11425.3145327351,9571.29454118995,4.65396035015752
Alberta,4831,South,48,3,6103,2,5559882,2,2,302340,7,8,3,19,11,0,0,4173595,4.12413859742368,20475,60275,114125,59765,47700,120550,28.8689701819658,32.9931087793895,12.372415792271,78.35863335105,45.3655245716605,0,40950,120550,228250,119530,95400,4816,27275.9057718825,80295.7372600839,152032.368557563,79616.3374093557,63543.8683916384,8.47969898698866
Alberta,4832,Calgary,48,3,44230,2,5559882,2,2,1572545,9,4,11,15,0,0,1,4173595,37.2124328602847,99500,287320,701295,304250,180180,574640,334.911895742563,148.849731441139,409.336761463132,558.186492904271,0,0,199000,574640,1402590,608500,360360,44224,132549.578720504,382755.225708292,934234.74179694,405308.636439329,240027.970792566,10.6970229071273
Alberta,4833,Central,48,3,10742,2,5559882,2,2,487410,1,8,29,41,24,0,4,4173595,4.01477614797428,31095,93745,186855,102410,73305,187490,4.01477614797428,32.1182091837942,116.428508291254,164.605822066945,96.3546275513827,0,62190,187490,373710,204820,146610,9797,41423.4085458699,124883.017659835,248920.115897685,136426.154339365,97653.7373679047,9.18983149534464
Alberta,4834,Edmonton,48,3,24416,2,5559882,2,2,1349490,34,0,0,0,1,0,1,4173595,42.9099433891306,86795,239615,599135,257600,166345,479230,1458.93807523044,0,0,0,42.9099433891306,0,173590,479230,1198270,515200,332690,51832,115624.529497951,319204.696533804,798141.626600089,343163.532446248,221597.584645851,10.8557629981298
Alberta,4835,North,48,3,14906,2,5559882,2,2,461810,2,12,10,35,39,0,0,4173595,1.10911829608401,35055,93535,197445,88395,47380,187070,2.21823659216803,13.3094195530082,11.0911829608401,38.8191403629405,43.2556135472766,0,70110,187070,394890,176790,94760,11158,46698.748563289,124603.264780124,263027.653974571,117755.980010039,63117.5782892207,9.31991200840547
British Columbia,5911,East Kootenay,59,3,626,2,7378166,2,2,80865,0,4,1,7,11,0,18,4744900,1.77462753219727,3950,12610,27240,19895,17170,25220,0,7.09851012878907,1.77462753219727,12.4223927253809,19.5209028541699,0,7900,25220,54480,39790,34340,372,6142.12221543131,19608.1420598959,42357.3187717339,30936.0813863306,26698.7945415077,5.91889385427315
British Columbia,5912,Kootenay-Boundary,59,3,377,2,7378166,2,2,86280,1,3,0,15,14,0,25,4744900,2.15973073299527,3590,12540,27355,22805,19990,25080,2.15973073299527,6.4791921989858,0,32.395960994929,30.2362302619337,0,7180,25080,54710,45610,39980,201,5582.33386161984,19499.2943244325,42536.1400514236,35461.0372463066,31083.8033130308,5.30330490805908
British Columbia,5913,Okanagan,59,3,3934,2,7378166,2,2,369510,10,10,6,12,4,0,80,4744900,14.6405159513166,15430,53900,120820,89605,89755,107800,146.405159513166,146.405159513166,87.8430957078998,175.6861914158,58.5620638052665,0,30860,107800,241640,179210,179510,4025,23993.150831419,83812.7563067715,187871.191409724,139332.876231322,139566.121378744,8.30028018985266
British Columbia,5914,Thompson Cariboo Shuswap,59,3,1197,2,7378166,2,2,228195,0,25,7,29,11,0,53,4744900,1.69440287551274,10560,34505,76510,57040,49580,69010,0,42.3600718878185,11.8608201285892,49.1376833898694,18.6384316306401,0,21120,69010,153020,114080,99160,2407,16420.4583784695,53654.158745179,118970.57486143,88695.354726127,77095.296061034,7.78613643778307
British Columbia,5921,Fraser East,59,3,6425,2,7378166,2,2,297650,4,23,7,4,0,0,60,4744900,18.3922972880627,17180,54640,109970,62175,53685,109280,73.5691891522508,423.022837625442,128.746081016439,73.5691891522508,0,0,34360,109280,219940,124350,107370,7258,26714.3442180025,84963.4323673839,170999.792412906,96680.1136061877,83478.4382621341,8.88985958777302
British Columbia,5922,Fraser North,59,3,10812,2,7378166,2,2,656605,15,0,1,0,0,0,106,4744900,177.653261417294,32420,105655,281000,141925,95605,211310,2664.79892125941,0,177.653261417294,0,0,0,64840,211310,562000,283850,191210,10122,50412.051196021,164290.107005416,436945.909502835,220688.783651921,148662.68212818,9.22246655177402
British Columbia,5923,Fraser South,59,3,22585,2,7378166,2,2,800945,13,0,0,0,0,0,116,4744900,463.897453819586,43000,148635,319735,164910,124665,297270,6030.66689965461,0,0,0,0,0,86000,297270,639470,329820,249330,27109,66863.60892748,231122.616579907,497177.581405298,256429.715075133,193850.04202196,10.2076210550547
British Columbia,5931,Richmond,59,3,2112,2,7378166,2,2,198310,1,0,0,0,0,0,36,4744900,1308.52913629609,8905,29865,79350,46545,33645,59730,1308.52913629609,0,0,0,0,0,17810,59730,158700,93090,67290,1922,13846.9869185863,46439.1088516091,123386.682985943,72375.9692448734,52316.8865666294,7.56112158953024
British Columbia,5932,Vancouver,59,3,10910,2,7378166,2,2,649295,3,0,0,0,0,0,99,4744900,658.917897114147,25490,78050,317750,128585,99420,156100,1976.75369134244,0,0,0,0,0,50980,156100,635500,257170,198840,11377,39636.1253851504,121365.225041624,494090.970621088,199945.515207907,154594.883710932,9.33934905253972
British Columbia,5933,North Shore/Coast Garibaldi,59,3,4376,2,7378166,2,2,300655,10,10,2,13,6,0,76,4744900,4.29680418468271,13330,50190,111660,67820,57655,100380,42.9680418468271,42.9680418468271,8.59360836936543,55.8584544008753,25.7808251080963,0,26660,100380,223320,135640,115310,3819,20727.7187675188,78043.8263272145,173627.687740521,105457.905987481,89651.6598305549,8.24774388722552
British Columbia,5941,South Vancouver Island,59,3,1391,2,7378166,2,2,383375,22,0,0,2,0,0,112,4744900,161.397407019424,16125,52765,144660,86720,83105,105530,3550.74295442734,0,0,322.794814038849,0,0,32250,105530,289320,173440,166210,558,25073.853347805,82047.8680246159,224941.620173239,134846.794562583,129225.586509726,6.32435896238131
British Columbia,5942,Central Vancouver Island,59,3,1186,2,7378166,2,2,270225,0,30,12,7,2,0,64,4744900,21.4499383523179,11510,39015,83665,67100,68935,78030,0,643.498150569536,257.399260227814,150.149568466225,42.8998767046357,0,23020,78030,167330,134200,137870,1276,17897.677645472,60667.0628443171,130096.368393433,104338.329279858,107191.694916647,7.15148546390474
British Columbia,5943,North Vancouver Island,59,3,348,2,7378166,2,2,122160,0,10,2,8,7,0,23,4744900,3.00326886537169,5435,18770,37955,31465,28535,37540,0,30.0326886537169,6.00653773074338,24.0261509229735,21.0228820576018,0,10870,37540,75910,62930,57070,300,8451.24917490358,29186.7427806698,59018.7971358722,48927.0570907712,44371.0018778057,5.7037824746562
British Columbia,5951,Northwest,59,3,1208,2,7378166,2,2,74925,0,5,2,9,16,0,11,4744900,0.288950723945003,4315,14105,27820,17460,11225,28210,0,1.44475361972501,0.577901447890006,2.60055651550503,4.62321158312005,0,8630,28210,55640,34920,22450,1510,6709.68540749015,21932.8186958629,43259.2000084301,27149.7351598558,17454.5118653712,7.31986492980897
British Columbia,5952,Northern Interior,59,3,674,2,7378166,2,2,151875,0,22,0,9,12,0,22,4744900,0.627214498232551,8585,28060,57535,34780,22915,56120,0,13.7987189611161,0,5.64493048409296,7.52657397879061,0,17170,56120,115070,69560,45830,1876,13349.3972707539,43632.3922443044,89465.0637126178,54081.774848785,35632.083687749,7.53689712956617
British Columbia,5953,Northeast,59,3,1438,2,7378166,2,2,74030,0,4,2,6,4,0,11,4744900,0.237321297428783,5745,15180,31585,14020,7500,30360,0,0.949285189715131,0.474642594857566,1.4239277845727,0.949285189715131,0,11490,30360,63170,28040,15000,1018,8933.28914624123,23604.4089190499,49113.6532087083,21800.6464456574,11662.2573710721,6.92559519711047
Yukon,6001,Yukon,60,3,450,2,62612,2,2,35745,0,7,0,0,0,29,6,35745,0.0784420227250235,2130,6050,15020,8335,4210,12100,0,0.549094159075164,0,0,0,2.27481865902568,4260,12100,30040,16670,8420,58,3730.97104490138,10597.3590711988,26309.4765701497,14599.8327038747,7374.36060987551,4.06044301054642
Northwest Territories,6101,Northwest Territories,61,3,81,2,55218,2,2,41710,0,1,0,0,0,40,0,41710,0.0326568941838404,3130,8440,18830,8105,3205,16880,0,0.0326568941838404,0,0,0,1.30627576735362,6260,16880,37660,16210,6410,42,4143.66674658355,11173.337808679,24928.1932390314,10729.8463198274,4242.95588587869,3.73766961828337
Nunavut,6201,Nunavut,62,3,306,2,44744,2,2,35980,0,0,0,0,0,31,0,35980,0.01789545241092,4165,10670,15510,4240,1395,21340,0,0,0,0,0,0.554759024738521,8330,21340,31020,8480,2790,351,5179.50972762646,13268.9961089494,19287.9221789883,5272.77821011673,1734.79377431907,5.86078622346587
Newfoundland and Labrador,1011,Eastern,10,4,269,2,910542,2,2,313185,13,5,23,53,11,0,1,524630,14.7231806282352,14100,48445,120990,73630,56020,96890,191.401348167058,73.615903141176,338.63315444941,780.328573296466,161.954986910587,0,28200,96890,241980,147260,112040,225,24471.8033661819,84080.6038350838,209988.899948535,127791.410060424,97227.6896860645,5.41610040220442
Newfoundland and Labrador,1012,Central,10,4,358,2,910542,2,2,92705,0,5,11,38,11,0,0,524630,1.96542391331451,3265,13425,28935,24975,22105,26850,0,9.82711956657255,21.6196630464596,74.6861087059514,21.6196630464596,0,6530,26850,57870,49950,44210,118,5666.69772982864,23300.2808646093,50219.2645674094,43346.3325581839,38365.1924403866,4.77068462446567
Newfoundland and Labrador,1013,Western,10,4,121,2,910542,2,2,82235,0,12,3,32,7,0,0,524630,2.25232044774498,3035,11600,26145,22495,18960,23200,0,27.0278453729398,6.75696134323495,72.0742543278395,15.7662431342149,0,6070,23200,52290,44990,37920,126,5267.51228484837,20132.8311381354,45376.9715609096,39042.0721079618,32906.7653775042,4.83628190695148
Newfoundland and Labrador,1014,Labrador-Grenfell,10,4,28,2,910542,2,2,36505,0,0,0,3,16,0,0,524630,0.123821914286216,2070,6550,14530,8180,5175,13100,0,0,0,0.371465742858647,1.98115062857945,0,4140,13100,29060,16360,10350,6,3592.66900482245,11368.1072374817,25218.1065894059,14197.1171301679,8981.67251205611,1.79175946922806
Prince Edward Island,1100,Prince Edward Island,11,4,212,2,273378,0,2,142810,0,26,37,42,1,0,56,142810,23.710763594554,6955,24305,50530,33245,27775,0,0,616.479853458405,877.2982529985,995.85207097127,23.710763594554,0,13910,48610,101060,66490,55550,91,13313.8014844899,46526.5197815279,96728.4527694139,63640.1625236328,53169.0634409355,4.51085950651685
Nova Scotia,1201,Zone 1 - Western,12,4,444,2,1628146,2,2,194245,0,3,3,8,15,0,38,968460,9.72345222562363,7895,28435,60285,50525,47105,56870,0,29.1703566768709,29.1703566768709,77.787617804989,145.851783384354,0,15790,56870,120570,101050,94210,193,13272.8379798856,47804.0719389546,101349.339786878,84941.1195609524,79191.517801458,5.26269018890489
Nova Scotia,1202,Zone 2 - Northern,12,4,790,2,1628146,2,2,170405,0,12,6,6,2,0,29,968460,12.9790044061906,7895,28085,56755,42220,35450,56170,0,155.748052874287,77.8740264371434,77.8740264371434,25.9580088123811,0,15790,56170,113510,84440,70900,173,13272.8379798856,47215.6624021643,95414.809315821,70979.0018379696,59597.4802263387,5.15329159449778
Nova Scotia,1203,Zone 3 - Eastern,12,4,729,2,1628146,2,2,159005,0,3,0,9,10,0,31,968460,9.42531097039231,6695,24410,49575,40765,37560,48820,0,28.2759329111769,0,84.8277987335308,94.2531097039231,0,13390,48820,99150,81530,75120,540,11255.4338537472,41037.3622658654,83344.0079610929,68532.8993350267,63144.7491481321,6.29156913955832
Nova Scotia,1204,Zone 4 - Central,12,4,3061,2,1628146,2,2,444805,6,0,2,1,0,0,34,968460,47.0602749508889,21920,70255,182395,99605,70630,140510,282.361649705333,0,94.1205499017778,47.0602749508889,0,0,43840,140510,364790,199210,141260,3351,36851.2487041282,118110.605734878,306637.021322512,167452.948320013,118741.044524296,8.11701408773731
New Brunswick,1301,Zone 1 (Moncton area),13,4,2443,2,1286122,2,2,209205,15,0,12,16,3,0,78,779140,20.0447968365566,9850,32105,78710,48300,40240,64210,300.671952548349,0,240.53756203868,320.716749384906,60.1343905096699,0,19700,64210,157420,96600,80480,156,16259.3393998511,52995.5422773828,129926.152706831,79728.5373617065,66423.9408578689,5.04985600724954
New Brunswick,1302,Zone 2 (Saint John area),13,4,1360,2,1286122,2,2,170410,18,0,2,20,8,0,16,779140,15.2247764274202,8335,28700,60410,40630,32335,57400,274.045975693564,0,30.4495528548405,304.495528548405,121.798211419362,0,16670,57400,120820,81260,64670,76,13758.5374515491,47374.9279975357,99718.4460045691,67067.7116564417,53375.2019791052,4.33073334028633
New Brunswick,1303,Zone 3 (Fredericton area),13,4,2026,2,1286122,2,2,174245,0,17,12,24,19,0,16,779140,7.13017666471549,9015,29355,65770,38850,31255,58710,0,121.213003300163,85.5621199765859,171.124239953172,135.473356629594,0,18030,58710,131540,77700,62510,210,14881.0096131632,48456.132800267,108566.167749057,64129.4757039813,51592.4520753651,5.34710753071747
New Brunswick,1304,Zone 4 (Edmundston area),13,4,806,2,1286122,2,2,47805,0,11,7,5,7,0,5,779140,6.01793532441259,1935,6955,15465,13115,10335,13910,0,66.1972885685385,42.1255472708881,30.089676622063,42.1255472708881,0,3870,13910,30930,26230,20670,339,3194.0935775342,11480.5792412147,25527.9882049439,21648.8564699541,17059.9261621788,5.82600010738045
New Brunswick,1305,Zone 5 (Campbellton area),13,4,559,2,1286122,2,2,25355,0,5,6,4,0,0,2,779140,4.54144630087003,835,3275,7470,7290,6485,6550,0,22.7072315043502,27.2486778052202,18.1657852034801,0,0,1670,6550,14940,14580,12970,3,1378.32978668789,5406.02401365608,12330.6868342018,12033.5618502451,10704.7528942167,1.09861228866811
New Brunswick,1306,Zone 6 (Bathurst area),13,4,237,2,1286122,2,2,94530,0,8,2,12,7,0,9,779140,19.4856385666275,3255,12220,30600,26305,22150,24440,0,155.88510853302,38.971277133255,233.82766279953,136.399469966393,0,6510,24440,61200,52610,44300,106,5373.01012654979,20171.4850219473,50511.2472726339,43421.5150165567,36562.8799702236,4.66343909411207
New Brunswick,1307,Zone 7 (Miramichi area),13,4,777,2,1286122,2,2,57590,0,11,5,4,0,0,6,779140,5.42400040925866,2295,8460,19000,15065,12770,16920,0,59.6640045018452,27.1200020462933,21.6960016370346,0,0,4590,16920,38000,30130,25540,30,3788.34354544754,13964.8742459635,31363.1927509819,24867.710462818,21079.3669173704,3.40119738166216
Quebec,2401,Bas-Saint-Laurent,24,4,807,2,13600492,2,2,197360,0,15,23,62,6,0,17,8164140,8.64552244251855,9195,28765,61240,51440,46720,57530,0,129.682836637778,198.847016177927,536.02239143615,51.8731346551113,0,18390,57530,122480,102880,93440,2475,15317.7828822142,47919.0891361491,102018.599641848,85692.9582883194,77829.9963302932,7.81399567500279
Quebec,2402,Saguenay-Lac-Saint-Jean,24,4,934,2,13600492,2,2,276200,9,5,15,15,5,0,22,8164140,2.61357395167357,14040,42195,91845,70630,57490,84390,23.5221655650622,13.0678697583679,39.2036092751036,39.2036092751036,13.0678697583679,0,28080,84390,183690,141260,114980,2218,23388.9800615864,70291.8813175668,153002.911236211,117661.229469362,95771.5430014674,7.70436116791031
Quebec,2403,Capitale-Nationale,24,4,4508,2,13600492,2,2,729935,24,0,11,15,8,0,57,8164140,37.0313977538318,38270,104920,276665,163390,146690,209840,888.753546091962,0,407.345375292149,555.470966307476,296.251182030654,0,76540,209840,553330,326780,293380,10541,63753.2953673014,174784.315389006,460891.180109601,272188.422525826,244368.196953996,9.26302769425519
Quebec,2404,Mauricie et du Centre-du-Quebec,24,4,5370,2,13600492,2,2,508385,7,15,42,57,2,0,40,8164140,10.7420988303274,25390,77180,169155,124090,112570,154360,75.1946918122918,161.131482454911,451.168150873751,612.299633328662,21.4841976606548,0,50780,154360,338310,248180,225140,2473,42296.7381598062,128572.755067894,281792.230934305,206719.268934634,187528.310935383,7.81318726752142
Quebec,2405,Estrie,24,4,8257,2,13600492,2,2,472600,11,6,41,52,8,0,30,8164140,35.2210506500113,24605,76635,162845,110565,97950,153270,387.431557150124,211.326303900068,1444.06307665046,1831.49463380059,281.76840520009,0,49210,153270,325690,221130,195900,3469,40989.0209697531,127664.849502826,271280.516960758,184188.217984993,163173.119446751,8.15162164696975
Quebec,2406,Montreal,24,4,30790,2,13600492,2,2,1942065,16,0,0,0,0,0,163,8164140,3771.2027847891,109740,292560,847395,368695,323675,585120,60339.2445566257,0,0,0,0,0,219480,585120,1694790,737390,647350,29313,182813.865524109,487370.370855963,1411659.88314017,614202.279473405,539204.282153417,10.2857863826125
Quebec,2407,Outaouais,24,4,2654,2,13600492,2,2,382575,15,0,15,28,7,0,18,8164140,10.9995892131012,22660,66470,147425,87735,58285,132940,164.993838196518,0,164.993838196518,307.988497966833,76.9971244917082,0,45320,132940,294850,175470,116570,6365,37748.8809256088,110731.161302966,245592.620055511,146156.137158354,97095.9190092282,8.75856951099151
Quebec,2408,Abitibi-Temiscamingue,24,4,462,2,13600492,2,2,146670,0,3,8,40,16,0,15,8164140,2.24966840050452,8325,24880,51615,35940,25910,49760,0,6.74900520151357,17.9973472040362,89.9867360201809,35.9946944080724,0,16650,49760,103230,71880,51820,326,13868.4657416458,41447.1384567144,85984.4875982039,59871.7908414113,43162.9966806057,5.78689738136671
Quebec,2409,Cote-Nord,24,4,291,2,13600492,2,2,92410,0,8,6,10,11,0,10,8164140,0.348842007151677,4915,15560,32595,23140,16200,31120,0,2.79073605721342,2.09305204291007,3.48842007151677,3.83726207866845,0,9830,31120,65190,46280,32400,224,8187.80890332601,25921.1203531542,54299.4163181915,38548.5041755776,26987.2846864459,5.41164605185504
Quebec,2410,Nord-du-Quebec,24,4,29,2,13600492,2,2,14255,0,0,0,3,2,0,2,8164140,0.0427962484569776,810,2450,5445,3515,2035,4900,0,0,0,0.128388745370933,0.0855924969139551,0,1620,4900,10890,7030,4070,22,1349.36423432229,4081.41033838224,9070.72624183319,5855.57442425044,3390.06940351341,3.09104245335832
Quebec,2411,Gaspesie-Iles-de-la-Madeleine,24,4,320,2,13600492,2,2,90320,0,2,4,11,18,0,13,8164140,4.38050469027901,3540,11780,26665,25665,22670,23560,0,8.76100938055802,17.522018761116,48.1855515930691,78.8490844250222,0,7080,23560,53330,51330,45340,361,5897.22146851965,19624.0872596501,44420.7374175357,42754.8556467675,37765.5397433165,5.88887795833288
Quebec,2412,Chaudiere-Appalaches,24,4,7566,2,13600492,2,2,420260,5,6,42,71,9,0,33,8164140,26.9692880698788,23335,68410,145165,98860,84490,136820,134.846440349394,161.815728419273,1132.71009893491,1914.81945296139,242.723592628909,0,46670,136820,290330,197720,168980,7616,38873.3511208774,113962.971938257,241827.727253575,164689.07185815,140750.35081221,8.9380065764712
Quebec,2413,Laval,24,4,8594,2,13600492,2,2,423000,1,0,0,0,0,0,28,8164140,1663.19919614566,22420,76585,161415,89990,72590,153170,1663.19919614566,0,0,0,0,0,44840,153170,322830,179980,145180,7526,37349.0693006244,127581.555414287,268898.306028559,149912.700551436,120926.357740068,8.92611897115338
Quebec,2414,Lanaudiere,24,4,6447,2,13600492,2,2,494755,10,4,31,13,1,0,23,8164140,36.185118150689,27825,86245,180055,116150,84480,172490,361.85118150689,144.740472602756,1121.73866267136,470.406535958957,36.185118150689,0,55650,172490,360110,232300,168960,4014,46353.1602716269,143673.973319909,299950.342235679,193492.167674734,140733.691994503,8.29754352935628
Quebec,2415,Laurentides,24,4,8366,2,13600492,2,2,589540,19,2,16,31,6,0,43,8164140,25.7354976939307,31205,100665,213295,141600,102775,201330,488.974456184683,51.4709953878614,411.767963102891,797.800428511851,154.412986163584,0,62410,201330,426590,283200,205550,4868,51983.8406568236,167695.988454387,355324.252296017,235888.858740786,171210.998990708,8.49043845410742
Quebec,2416,Monteregie,24,4,13471,2,13600492,2,2,1353460,47,8,73,17,1,0,81,8164140,151.346902350401,75365,233700,501890,303635,238870,467400,7113.30441046883,1210.77521880321,11048.3238715792,2572.89733995681,151.346902350401,0,150730,467400,1003780,607270,477740,10038,125549.17965395,389316.569828543,836089.401930883,505820.011467221,397929.178583415,9.21413317021488
Quebec,2417,Nunavik,24,4,1012,2,13600492,2,2,13195,0,0,0,0,5,0,5,8164140,0.0274228742012836,1625,4110,5500,1465,495,8220,0,0,0,0,0.137114371006418,0,3250,8220,11000,2930,990,5,2707.05787749843,6846.77407785756,9162.34973922544,2440.5167941755,824.61147653029,1.6094379124341
Quebec,2418,Terres-Cries-de-la-Baie-James,24,4,34,2,13600492,2,2,17155,0,0,0,0,7,0,3,8164140,2.98251433857751,1660,5230,7280,2060,925,10460,0,0,0,0,20.8776003700426,0,3320,10460,14560,4120,1850,0,2765.36373947532,8712.56166111801,12127.6192911929,3431.71644778262,1540.94063796064,0
Ontario,3526,Algoma,35,4,1204,2,23131498,2,2,118840,0,7,9,9,2,0,16,13819525,2.25856039530403,5505,16990,37995,30300,28050,33980,0,15.8099227671282,20.3270435577363,20.3270435577363,4.51712079060806,0,11010,33980,75990,60600,56100,208,9214.41919964688,28438.3255589465,63597.0676640478,50716.9667119528,46950.8553224514,5.33753807970132
Ontario,3527,Brant,35,4,1464,2,23131498,2,2,134345,3,0,0,2,0,0,22,13819525,111.514457019181,7510,24305,49370,29505,23655,48610,334.543371057543,0,0,223.028914038362,0,0,15020,48610,98740,59010,47310,2191,12570.4429045137,40682.3721430368,82636.8530220829,49386.2740209957,39594.3844082919,7.69211333959547
Ontario,3530,Durham,35,4,4126,2,23131498,2,2,645855,6,0,2,0,0,0,47,13819525,235.856963914405,35685,123460,252340,141575,92795,246920,1415.14178348643,0,471.71392782881,0,0,0,71370,246920,504680,283150,185590,13628,59730.526637493,206650.716510155,422373.576900798,236972.097763852,155322.802839461,9.51988177878086
Ontario,3533,Grey Bruce,35,4,772,2,23131498,2,2,205435,0,2,4,12,5,0,41,13819525,21.3518221378866,10695,32045,62975,50805,48915,64090,0,42.7036442757731,85.4072885515462,256.221865654639,106.759110689433,0,21390,64090,125950,101610,97830,1258,17901.5828047636,53637.7953229217,105409.273223935,85038.7951749427,81875.2616077615,7.13727843726039
Ontario,3534,Haldimand-Norfolk,35,4,1001,2,23131498,2,2,109660,0,1,1,0,0,0,19,13819525,35.9374467447185,5630,18360,35790,27210,22670,36720,0,35.9374467447185,35.9374467447185,0,0,0,11260,36720,71580,54420,45340,1330,9423.64761017473,30731.4689383318,59906.2785023364,45544.8404037042,37945.6645333324,7.1929342212158
Ontario,3535,Haliburton Kawartha Pine Ridge,35,4,537,2,23131498,2,2,254550,0,4,4,6,0,0,38,13819525,24.8081036068835,10035,35920,74665,67580,66350,71840,0,99.2324144275339,99.2324144275339,148.848621641301,0,0,20070,71840,149330,135160,132700,1197,16796.8567971765,60123.8760492853,124976.3141765,113117.247867781,111058.440308187,7.08757370555797
Ontario,3536,Halton,35,4,3729,2,23131498,2,2,609590,5,0,0,0,0,0,53,13819525,598.204396666977,33645,126045,237750,122170,89980,252090,2991.02198333489,0,0,0,0,0,67290,252090,475500,244340,179960,8507,56315.9189776783,210977.560039871,397952.436823986,204491.479313508,150610.979034373,9.04864463297588
Ontario,3537,Hamilton,35,4,5476,2,23131498,2,2,536920,1,0,0,0,0,0,60,13819525,444.031410220279,28275,90970,208660,116110,92905,181940,444.031410220279,0,0,0,0,0,56550,181940,417320,232220,185810,11198,47327.4664614015,152268.068045754,349260.801125943,194348.085971117,155506.923840725,9.32349046990884
Ontario,3538,Hastings Prince Edward,35,4,1069,2,23131498,2,2,161205,4,0,10,4,0,0,34,13819525,20.9297235028714,7655,24990,52300,39815,36445,49980,83.7188940114856,0,209.297235028714,83.7188940114856,0,0,15310,49980,104600,79630,72890,754,12813.147860726,41828.9438327294,87541.1669648559,66643.4333213334,61002.6353735024,6.62539236800796
Ontario,3539,Huron Perth,35,4,877,2,23131498,2,2,136115,0,1,3,9,2,0,29,13819525,22.9837830287173,7835,24340,45260,30910,27770,48680,0,22.9837830287173,68.9513490861518,206.854047258455,45.9675660574346,0,15670,48680,90520,61820,55540,634,13114.4367718862,40740.9560979846,75757.4228839269,51738.0013553288,46482.183682869,6.45204895443723
Ontario,3540,Chatham-Kent,35,4,1432,2,23131498,2,2,102050,0,2,0,0,0,0,19,13819525,38.611151342669,5275,17585,33405,24335,21450,35170,0,77.2223026853379,0,0,0,0,10550,35170,66810,48670,42900,553,8829.43892427562,29434.2527930591,55914.2004294648,40732.5869615634,35903.5952465805,6.31535800152234
Ontario,3541,Kingston Frontenac Lennox and Addington,35,4,2807,2,23131498,2,2,193330,4,0,3,2,0,0,26,13819525,25.8309578111536,9020,30045,71120,44195,38950,60090,103.323831244615,0,77.4928734334609,51.6619156223073,0,0,18040,60090,142240,88390,77900,869,15097.9221036903,50290.140754476,119042.59645393,73974.7968262296,65195.5727204806,6.76734312526539
Ontario,3542,Lambton,35,4,1037,2,23131498,2,2,126690,0,5,5,3,0,0,17,13819525,39.4548062440183,6125,20445,42425,30375,27320,40890,0,197.274031220092,197.274031220092,118.364418732055,0,0,12250,40890,84850,60750,54640,1592,10252.1921158651,34221.3988259365,71012.1225331551,50842.5037582696,45728.9614049687,7.37274636640433
