province,HRUID2018,HR,pruid,wave,incidence,VIs,PROV_vaxx_AL1D,EIs,LIs,PHU_population,is_cma,is_ca,is_miz_strong,is_miz_moderate,is_miz_weak,is_miz_none,LTCHs,PROV_population,PHU_pop_density,group_0_to_4,group_5_to_19,group_20_to_49,group_50_to_64,group_65_plus,interaction_children_school_closures,interaction_popdensity_cma,interaction_popdensity_ca,interaction_popdensity_strong,interaction_popdensity_moderate,interaction_popdensity_weak,interaction_popdensity_none,interaction_lockdown_0_to_4,interaction_lockdown_5_to_19,interaction_lockdown_20_to_49,interaction_lockdown_50_to_64,interaction_lockdown_65_plus,previous_wave_incidence,interaction_vaccination_0_to_4,interaction_vaccination_5_to_19,interaction_vaccination_20_to_49,interaction_vaccination_50_to_64,interaction_vaccination_65_plus,log_previous_wave_incidence
Quebec,2414,Lanaudiere,24,2,15634,1,691958,2,2,494755,10,4,31,13,1,0,23,8164140,36.185118150689,27825,86245,180055,116150,84480,172490,361.85118150689,144.740472602756,1121.73866267136,470.406535958957,36.185118150689,0,55650,172490,360110,232300,168960,4476,0,0,15260.7007829361,9844.3830826027,7160.16773842683,8.40648506943182
Quebec,2415,Laurentides,24,2,12363,1,691958,2,2,589540,19,2,16,31,6,0,43,8164140,25.7354976939307,31205,100665,213295,141600,102775,201330,488.974456184683,51.4709953878614,411.767963102891,797.800428511851,154.412986163584,0,62410,201330,426590,283200,205550,3813,0,0,18077.9826913796,12001.4175161131,8710.77461312521,8.24617155985756
Quebec,2416,Monteregie,24,2,32781,1,691958,2,2,1353460,47,8,73,17,1,0,81,8164140,151.346902350401,75365,233700,501890,303635,238870,467400,7113.30441046883,1210.77521880321,11048.3238715792,2572.89733995681,151.346902350401,0,150730,467400,1003780,607270,477740,8706,0,0,42538.0751212008,25734.8192620411,20245.6115965674,9.07176772211224
Quebec,2417,Nunavik,24,2,25,1,691958,2,2,13195,0,0,0,0,5,0,5,8164140,0.0274228742012836,1625,4110,5500,1465,495,8220,0,0,0,0,0.137114371006418,0,3250,8220,11000,2930,990,18,0,0,466.15675380383,124.167208058657,41.9541078423447,2.89037175789616
Quebec,2418,Terres-Cries-de-la-Baie-James,24,2,107,1,691958,2,2,17155,0,0,0,0,7,0,3,8164140,2.98251433857751,1660,5230,7280,2060,925,10460,0,0,0,0,20.8776003700426,0,3320,10460,14560,4120,1850,10,0,0,617.022030489433,174.596893242889,78.3990904124623,2.30258509299405
Ontario,3526,Algoma,35,2,168,1,639830,1,2,118840,0,7,9,9,2,0,16,13819525,2.25856039530403,5505,16990,37995,30300,28050,16990,0,15.8099227671282,20.3270435577363,20.3270435577363,4.51712079060806,0,11010,33980,75990,60600,56100,26,0,0,1759.129988187,1402.85928785541,1298.6865684602,3.25809653802148
Ontario,3527,Brant,35,2,1531,1,639830,1,2,134345,3,0,0,2,0,0,22,13819525,111.514457019181,7510,24305,49370,29505,23655,24305,334.543371057543,0,0,223.028914038362,0,0,15020,48610,98740,59010,47310,150,0,0,2285.78095846276,1366.0515936691,1095.20252324157,5.01063529409626
Ontario,3530,Durham,35,2,9883,1,639830,1,2,645855,6,0,2,0,0,0,47,13819525,235.856963914405,35685,123460,252340,141575,92795,123460,1415.14178348643,0,471.71392782881,0,0,0,71370,246920,504680,283150,185590,1776,0,0,11683.0862276381,6554.7789992782,4296.31444279018,7.48211892355212
Ontario,3533,Grey Bruce,35,2,574,1,639830,1,2,205435,0,2,4,12,5,0,41,13819525,21.3518221378866,10695,32045,62975,50805,48915,32045,0,42.7036442757731,85.4072885515462,256.221865654639,106.759110689433,0,21390,64090,125950,101610,97830,110,0,0,2915.67866840575,2352.2200039437,2264.71491965172,4.70048036579242
Ontario,3534,Haldimand-Norfolk,35,2,916,1,639830,1,2,109660,0,1,1,0,0,0,19,13819525,35.9374467447185,5630,18360,35790,27210,22670,18360,0,35.9374467447185,35.9374467447185,0,0,0,11260,36720,71580,54420,45340,445,0,0,1657.0407231797,1259.79541988599,1049.59802163967,6.09807428216624
Ontario,3535,Haliburton Kawartha Pine Ridge,35,2,801,1,639830,1,2,254550,0,4,4,6,0,0,38,13819525,24.8081036068835,10035,35920,74665,67580,66350,35920,0,99.2324144275339,99.2324144275339,148.848621641301,0,0,20070,71840,149330,135160,132700,203,0,0,3456.91381939683,3128.88550076794,3071.93774749856,5.31320597904179
Ontario,3536,Halton,35,2,8176,1,639830,1,2,609590,5,0,0,0,0,0,53,13819525,598.204396666977,33645,126045,237750,122170,89980,126045,2991.02198333489,0,0,0,0,0,67290,252090,475500,244340,179960,810,0,0,11007.5840160932,5656.34716822756,4165.98279608018,6.69703424766648
Ontario,3537,Hamilton,35,2,9363,1,639830,1,2,536920,1,0,0,0,0,0,60,13819525,444.031410220279,28275,90970,208660,116110,92905,90970,444.031410220279,0,0,0,0,0,56550,181940,417320,232220,185810,857,0,0,9660.74650177918,5375.77531065648,4301.40733129395,6.75343791859778
Ontario,3538,Hastings Prince Edward,35,2,345,1,639830,1,2,161205,4,0,10,4,0,0,34,13819525,20.9297235028714,7655,24990,52300,39815,36445,24990,83.7188940114856,0,209.297235028714,83.7188940114856,0,0,15310,49980,104600,79630,72890,42,0,0,2421.43698860851,1843.39414343112,1687.36655927031,3.73766961828337
Ontario,3539,Huron Perth,35,2,1262,1,639830,1,2,136115,0,1,3,9,2,0,29,13819525,22.9837830287173,7835,24340,45260,30910,27770,24340,0,22.9837830287173,68.9513490861518,206.854047258455,45.9675660574346,0,15670,48680,90520,61820,55540,65,0,0,2095.49212436752,1431.10166955811,1285.7228522688,4.17438726989564
Ontario,3540,Chatham-Kent,35,2,1115,1,639830,1,2,102050,0,2,0,0,0,0,19,13819525,38.611151342669,5275,17585,33405,24335,21450,17585,0,77.2223026853379,0,0,0,0,10550,35170,66810,48670,42900,227,0,0,1546.61764062079,1126.68583399212,993.113258234274,5.4249500174814
Ontario,3541,Kingston Frontenac Lennox and Addington,35,2,593,1,639830,1,2,193330,4,0,3,2,0,0,26,13819525,25.8309578111536,9020,30045,71120,44195,38950,30045,103.323831244615,0,77.4928734334609,51.6619156223073,0,0,18040,60090,142240,88390,77900,105,0,0,3292.78391261639,2046.18370385379,1803.34552019697,4.65396035015752
Ontario,3542,Lambton,35,2,1736,1,639830,1,2,126690,0,5,5,3,0,0,17,13819525,39.4548062440183,6125,20445,42425,30375,27320,20445,0,197.274031220092,197.274031220092,118.364418732055,0,0,12250,40890,84850,60750,54640,299,0,0,1964.23449792956,1406.33171183525,1264.88830838976,5.70044357339069
Ontario,3543,Leeds Grenville and Lanark,35,2,492,1,639830,1,2,169205,1,6,10,5,0,0,35,13819525,23.9810918830058,7405,26395,53455,43480,38470,26395,23.9810918830058,143.886551298035,239.810918830058,119.905459415029,0,0,14810,52790,106910,86960,76940,355,0,0,2474.91231789805,2013.07992857931,1781.12200672599,5.87211778947542
Ontario,3544,Middlesex-London,35,2,5463,1,639830,1,2,455330,5,0,5,1,0,0,51,13819525,129.244033576924,24160,77910,180785,95770,76705,77910,646.220167884618,0,646.220167884618,129.244033576924,0,0,48320,155820,361570,191540,153410,657,0,0,8370.16225593861,4434.05392732384,3551.36375164848,6.48768401848461
Ontario,3546,Niagara,35,2,7671,1,639830,1,2,447940,11,0,1,0,0,0,64,13819525,225.278278883608,20785,71710,156555,103035,95855,71710,2478.06106771969,0,225.278278883608,0,0,0,41570,143420,313110,206070,191710,835,0,0,7248.33781551826,4770.41606350435,4437.98934116766,6.72743172485086
Ontario,3547,North Bay Parry Sound,35,2,224,1,639830,1,2,123745,0,8,3,22,4,0,16,13819525,6.32308852918847,5485,18525,40475,31515,27745,18525,0,50.5847082335078,18.9692655875654,139.107947642146,25.2923541167539,0,10970,37050,80950,63030,55490,35,0,0,1873.95147445372,1459.11255632882,1284.56537760885,3.55534806148941
Ontario,3549,Northwestern,35,2,388,1,639830,1,2,87990,0,1,4,3,25,0,10,13819525,0.156770117116966,5275,16495,30155,21020,15045,16495,0,0.156770117116966,0.627080468467866,0.470310351350899,3.91925292792416,0,10550,32990,60310,42040,30090,43,0,0,1396.14593482772,973.20469408319,696.568250355928,3.76120011569356
Ontario,3551,Ottawa,35,2,11973,1,639830,1,2,934225,1,0,0,0,0,0,111,13819525,312.917225006138,48870,164000,382255,194965,144135,164000,312.917225006138,0,0,0,0,0,97740,328000,764510,389930,288270,2444,0,0,17698.0190455171,9026.68188306038,6673.30440445674,7.80139132029149
Ontario,3553,Peel,35,2,53497,1,639830,1,2,1442900,4,0,0,0,0,0,70,13819525,897.369797404117,79365,287345,599615,291565,185010,287345,3589.47918961647,0,0,0,0,0,158730,574690,1199230,583130,370020,6472,0,0,27761.5667289578,13499.1639690945,8565.7754734696,8.77524045873833
Ontario,3555,Peterborough,35,2,517,1,639830,1,2,213660,7,1,3,1,0,0,35,13819525,27.2209440577488,9750,31365,69460,52465,50620,31365,190.546608404241,27.2209440577488,81.6628321732462,27.2209440577488,0,0,19500,62730,138920,104930,101240,93,0,0,3215.92759519593,2429.07632136416,2343.65469146009,4.53259949315326
Ontario,3556,Porcupine,35,2,259,1,639830,1,2,103080,0,1,1,8,7,0,16,13819525,0.16383822063566,5740,17720,35650,25725,18245,17720,0,0.16383822063566,0.16383822063566,1.31070576508528,1.14686754444962,0,11480,35440,71300,51450,36490,69,0,0,1650.558865084,1191.04142508516,844.725006829106,4.23410650459726
Ontario,3557,Renfrew,35,2,290,1,639830,1,2,103585,0,5,5,10,0,0,19,13819525,6.11766023054743,5680,16295,35795,24125,21690,16295,0,30.5883011527372,30.5883011527372,61.1766023054743,0,0,11360,32590,71590,48250,43380,31,0,0,1657.27221811169,1116.96304684857,1004.22501496976,3.43398720448515
Ontario,3558,Eastern,35,2,2460,1,639830,1,2,202780,2,3,8,2,0,0,50,13819525,36.4095322985024,10585,33450,68520,50065,40160,33450,72.8190645970048,109.228596895507,291.276258388019,72.8190645970048,0,0,21170,66900,137040,100130,80320,172,0,0,3172.40654798193,2317.95875400927,1859.36729373839,5.14749447681345
Ontario,3560,Simcoe Muskoka,35,2,5712,1,639830,1,2,547245,5,6,8,7,2,0,81,13819525,51.9708916691631,26940,92800,196340,127175,103990,92800,259.854458345815,311.825350014978,415.767133353304,363.796241684141,103.941783338326,0,53880,185600,392680,254350,207980,649,0,0,9090.34298935745,5888.07359514889,4814.63159551432,6.47543271670409
Ontario,3561,Sudbury,35,2,517,1,639830,1,2,196320,4,0,4,7,9,0,22,13819525,3.79344195982096,9755,31525,70945,46510,37585,31525,15.1737678392838,0,15.1737678392838,26.5540937187467,34.1409776383886,0,19510,63050,141890,93020,75170,70,0,0,3284.68158999676,2153.36585736485,1740.14740376388,4.24849524204936
Ontario,3562,Thunder Bay,35,2,1328,1,639830,1,2,151200,8,0,2,3,6,0,18,13819525,1.25942189528218,7705,24570,54515,35795,28615,24570,10.0753751622575,0,2.51884379056436,3.77826568584655,7.55653137169309,0,15410,49140,109030,71590,57230,94,0,0,2523.98924347979,1657.27221811169,1324.845495775,4.54329478227
Ontario,3563,Timiskaming,35,2,73,1,639830,1,2,33185,0,0,1,7,8,0,7,13819525,1.96250437035196,1665,5250,10715,8295,7260,5250,0,0,1.96250437035196,13.7375305924638,15.7000349628157,0,3330,10500,21430,16590,14520,18,0,0,496.093639253158,384.050092170317,336.130641248523,2.89037175789616
Ontario,3565,Waterloo,35,2,9078,1,639830,1,2,535160,6,0,1,0,0,0,56,13819525,367.556215866009,30400,98605,222070,106900,77185,98605,2205.33729519605,0,367.556215866009,0,0,0,60800,197210,444140,213800,154370,1351,0,0,10281.6159093746,4949.36164593211,3573.58726511946,7.2086003379602
Ontario,3566,Wellington Dufferin Guelph,35,2,4128,1,639830,1,2,297000,5,1,7,4,0,0,39,13819525,55.8522175388154,16795,54885,113905,63670,47745,54885,279.261087694077,55.8522175388154,390.965522771708,223.408870155261,0,0,33590,109770,227810,127340,95490,526,0,0,5273.68604564918,2947.85646395227,2210.54510556622,6.26530121273771
Ontario,3568,Windsor-Essex,35,2,10604,1,639830,1,2,399010,5,2,1,0,0,0,48,13819525,200.392598548077,20175,71810,149235,87310,70480,71810,1001.96299274039,400.785197096155,200.392598548077,0,0,0,40350,143620,298470,174620,140960,2232,0,0,6909.42923508587,4042.36450239788,3263.15256132175,7.7106533235012
Ontario,3570,York,35,2,25053,1,639830,1,2,1109930,10,0,0,0,0,0,63,13819525,506.578699579387,57225,213260,438820,238695,161930,213260,5065.78699579387,0,0,0,0,0,114450,426520,877640,477390,323860,3204,0,0,20316.9212111125,11051.3365582392,7497.1948674068,8.07215530818825
Ontario,3575,Southwestern,35,2,2350,1,639830,1,2,199890,3,3,10,0,0,0,33,13819525,48.0109110167168,11580,37165,70515,43785,36845,37165,144.03273305015,144.03273305015,480.109110167168,0,0,0,23160,74330,141030,87570,73690,114,0,0,3264.77302584568,2027.20111943066,1705.88615382946,4.7361984483945
Ontario,3595,Toronto,35,2,78723,1,639830,1,2,2731560,1,0,0,0,0,0,206,13819525,4107.56319868383,136000,407655,1221900,539075,426930,407655,4107.56319868383,0,0,0,0,0,272000,815310,2443800,1078150,853860,13995,0,0,56572.7314795552,24958.6260924308,19766.4262628419,9.54645540194955
Manitoba,4601,Winnipeg,46,2,17345,1,72558,2,2,720885,3,0,0,0,1,0,2,1292920,1100.99722608453,39885,125800,298005,144270,112925,251600,3302.9916782536,0,0,0,1100.99722608453,0,79770,251600,596010,288540,225850,249,0,0,16723.8860795718,8096.35759366396,6337.29244655509,5.51745289646471
Manitoba,4602,Prairie Mountain,46,2,2016,1,72558,2,2,174440,0,5,1,23,37,0,1,1292920,1.16915547737125,11345,32620,61210,35505,33760,65240,0,5.84577738685624,1.16915547737125,26.8905759795387,43.2587526627362,0,22690,65240,122420,71010,67520,39,0,0,3435.07346162176,1992.52219008137,1894.59369489218,3.66356164612965
Manitoba,4603,Interlake-Eastern,46,2,2347,1,72558,2,2,130615,4,0,10,14,12,0,1,1292920,1.11186823985243,7540,24240,43100,31590,24145,48480,4.44747295940974,0,11.1186823985243,15.5661553579341,13.3424188782292,0,15080,48480,86200,63180,48290,55,0,0,2418.74965195062,1772.81442007239,1355.0048804257,4.00733318523247
Manitoba,4604,Northern,46,2,4771,1,72558,2,2,72080,0,1,1,2,19,0,0,1292920,0.170174810370316,7610,20225,28000,11010,5235,40450,0,0.170174810370316,0.170174810370316,0.340349620740631,3.233321397036,0,15220,40450,56000,22020,10470,3,0,0,1571.34548154565,617.875491136343,293.785485567553,1.09861228866811
Manitoba,4605,Southern Health,46,2,4704,1,72558,2,2,194900,5,5,9,20,5,0,1,1292920,5.88039427679946,15590,44880,72195,35845,26390,89760,29.4019713839973,29.4019713839973,52.9235484911952,117.607885535989,29.4019713839973,0,31180,89760,144390,71690,52780,58,0,0,4051.545965721,2011.60281378585,1480.99311635677,4.06044301054642
Saskatchewan,1,Far North Central,47,2,318,1,75528,2,2,3670,0,0,0,1,3,0,2,1099965,0.0120068035039494,285,975,1395,625,390,1950,0,0,0,0.0120068035039494,0.0360204105118483,0,570,1950,2790,1250,780,,0,0,95.7862841090398,42.9150018409677,26.7789611487638,
Saskatchewan,2,Far North East,47,2,1098,1,75528,2,2,21500,0,0,0,1,13,0,2,1099965,0.0703012429220545,2250,6390,8275,3055,1530,12780,0,0,0,0.0703012429220545,0.913916157986708,0,4500,12780,16550,6110,3060,,0,0,568.194624374412,209.76852899865,105.055924506689,
Saskatchewan,3,Far North West,47,2,630,1,75528,2,2,26445,0,0,2,11,8,0,4,1099965,0.0831457932873653,2425,6945,9730,4545,2800,13890,0,0,0.166291586574731,0.914603726161019,0.665166346298923,0,4850,13890,19460,9090,5600,,0,0,668.100748660185,312.077893387517,192.259208247535,
Saskatchewan,4,North Central,47,2,755,1,75528,2,2,83285,0,7,11,31,2,0,10,1099965,0.252659347197106,5850,18085,29265,16800,13285,36170,0,1.76861543037974,2.77925281916816,7.83243976311028,0.505318694394211,0,11700,36170,58530,33600,26570,,0,0,2009.45204620147,1153.55524948521,912.201279131609,
Saskatchewan,5,North East,47,2,739,1,75528,2,2,39460,0,0,0,9,18,0,5,1099965,1.13205993230778,2415,7750,12455,8470,8370,15500,0,0,0,10.18853939077,20.37707878154,0,4830,15500,24910,16940,16740,,0,0,855.210156686804,581.584104948794,574.717704654239,
Saskatchewan,6,North West,47,2,451,1,75528,2,2,74590,0,8,10,35,10,0,5,1099965,2.37215139828605,5670,16080,27575,14375,10890,32160,0,18.9772111862884,23.7215139828605,83.0252989400119,23.7215139828605,0,11340,32160,55150,28750,21780,,0,0,1893.40988122349,987.045042342256,747.750992077021,
Saskatchewan,7,Central East,47,2,189,1,75528,2,2,93790,0,4,12,43,39,0,22,1099965,1.88915755188474,5285,16705,29575,21250,20975,33410,0,7.55663020753896,22.6698906226169,81.2337747310438,73.6771445235049,0,10570,33410,59150,42500,41950,,0,0,2030.73788711459,1459.1100625929,1440.22746178287,
Saskatchewan,8,Central West,47,2,295,1,75528,2,2,35300,0,0,2,25,21,0,2,1099965,0.931696181784921,2105,6265,11570,8210,7150,12530,0,0,1.86339236356984,23.292404544623,19.5656198174833,0,4210,12530,23140,16420,14300,,0,0,794.442514079993,563.731464182951,490.94762106067,
Saskatchewan,9,Saskatoon,47,2,7005,1,75528,2,2,299970,25,0,6,5,1,0,17,1099965,27.5639630910159,19995,54565,130630,56070,38710,109130,689.099077275398,0,165.383778546096,137.81981545508,27.5639630910159,0,39990,109130,261260,112140,77420,,0,0,8969.57870477697,3849.99064515689,2657.98355402217,
Saskatchewan,10,Regina,47,2,5197,1,75528,2,2,241930,17,0,10,4,0,0,2,1099965,29.5029166411904,15780,43375,102660,47045,33070,86750,501.549582900237,0,295.029166411904,118.011666564762,0,0,31560,86750,205320,94090,66140,,0,0,7049.04654238999,3230.29801857332,2270.71857740928,
Saskatchewan,11,South Central,47,2,170,1,75528,2,2,57770,0,2,10,21,19,0,6,1099965,1.74918430989065,3460,10155,19430,13180,11545,20310,0,3.4983686197813,17.4918430989065,36.7328705077036,33.2345018879223,0,6920,20310,38860,26360,23090,,0,0,1334.141577232,904.991558822326,792.725914006355,
Saskatchewan,12,South East,47,2,561,1,75528,2,2,85050,1,4,22,45,26,0,16,1099965,1.8476040019564,5580,16350,30325,17670,15125,32700,1.8476040019564,7.39041600782561,40.6472880430409,83.1421800880381,48.0377040508665,0,11160,32700,60650,35340,30250,,0,0,2082.23588932375,1213.29293204784,1038.54304455142,
Saskatchewan,13,South West,47,2,105,1,75528,2,2,37205,0,2,3,16,8,0,3,1099965,1.01032904034934,2230,6595,12695,8535,7150,13190,0,2.02065808069868,3.03098712104802,16.1652646455894,8.08263232279472,0,4460,13190,25390,17070,14300,,0,0,871.689517393735,586.047265140255,490.94762106067,
Alberta,4831,South,48,2,4816,1,206472,2,2,302340,7,8,3,19,11,0,0,4173595,4.12413859742368,20475,60275,114125,59765,47700,120550,28.8689701819658,32.9931087793895,12.372415792271,78.35863335105,45.3655245716605,0,40950,120550,228250,119530,95400,1617,0,0,5645.88011055217,2956.63548571435,2359.76763437756,7.38832785957711
Alberta,4832,Calgary,48,2,44224,1,206472,2,2,1572545,9,4,11,15,0,0,1,4173595,37.2124328602847,99500,287320,701295,304250,180180,574640,334.911895742563,148.849731441139,409.336761463132,558.186492904271,0,0,199000,574640,1402590,608500,360360,6442,0,0,34693.7786824069,15051.5577098401,8913.688309479,8.77059432989115
Alberta,4833,Central,48,2,9797,1,206472,2,2,487410,1,8,29,41,24,0,4,4173595,4.01477614797428,31095,93745,186855,102410,73305,187490,4.01477614797428,32.1182091837942,116.428508291254,164.605822066945,96.3546275513827,0,62190,187490,373710,204820,146610,355,0,0,9243.90736523309,5066.3271160714,3626.47309094438,5.87211778947542
Alberta,4834,Edmonton,48,2,51832,1,206472,2,2,1349490,34,0,0,0,1,0,1,4173595,42.9099433891306,86795,239615,599135,257600,166345,479230,1458.93807523044,0,0,0,42.9099433891306,0,173590,479230,1198270,515200,332690,1589,0,0,29639.8193212327,12743.7346460306,8229.25675347033,7.37086016653672
Alberta,4835,North,48,2,11158,1,206472,2,2,461810,2,12,10,35,39,0,0,4173595,1.10911829608401,35055,93535,197445,88395,47380,187070,2.21823659216803,13.3094195530082,11.0911829608401,38.8191403629405,43.2556135472766,0,70110,187070,394890,176790,94760,534,0,0,9767.80546267666,4372.99077653677,2343.9369081092,6.2803958389602
British Columbia,5911,East Kootenay,59,2,372,1,328326,2,2,80865,0,4,1,7,11,0,18,4744900,1.77462753219727,3950,12610,27240,19895,17170,25220,0,7.09851012878907,1.77462753219727,12.4223927253809,19.5209028541699,0,7900,25220,54480,39790,34340,21,0,0,1884.88698181205,1376.64561318468,1188.08771944614,3.04452243772342
British Columbia,5912,Kootenay-Boundary,59,2,201,1,328326,2,2,86280,1,3,0,15,14,0,25,4744900,2.15973073299527,3590,12540,27355,22805,19990,25080,2.15973073299527,6.4791921989858,0,32.395960994929,30.2362302619337,0,7180,25080,54710,45610,39980,14,0,0,1892.8444709056,1578.00468503024,1383.21919113153,2.63905732961526
British Columbia,5913,Okanagan,59,2,4025,1,328326,2,2,369510,10,10,6,12,4,0,80,4744900,14.6405159513166,15430,53900,120820,89605,89755,107800,146.405159513166,146.405159513166,87.8430957078998,175.6861914158,58.5620638052665,0,30860,107800,241640,179210,179510,250,0,0,8360.2072372442,6200.26791502455,6210.64724862484,5.52146091786225
British Columbia,5914,Thompson Cariboo Shuswap,59,2,2407,1,328326,2,2,228195,0,25,7,29,11,0,53,4744900,1.69440287551274,10560,34505,76510,57040,49580,69010,0,42.3600718878185,11.8608201285892,49.1376833898694,18.6384316306401,0,21120,69010,153020,114080,99160,78,0,0,5294.15209171953,3946.91459040233,3430.71573268141,4.35670882668959
British Columbia,5921,Fraser East,59,2,7258,1,328326,2,2,297650,4,23,7,4,0,0,60,4744900,18.3922972880627,17180,54640,109970,62175,53685,109280,73.5691891522508,423.022837625442,128.746081016439,73.5691891522508,0,0,34360,109280,219940,124350,107370,620,0,0,7609.4354401568,4302.23377731881,3714.76349554258,6.42971947803914
British Columbia,5922,Fraser North,59,2,10122,1,328326,2,2,656605,15,0,1,0,0,0,106,4744900,177.653261417294,32420,105655,281000,141925,95605,211310,2664.79892125941,0,177.653261417294,0,0,0,64840,211310,562000,283850,191210,480,0,0,19443.9516112036,9820.57947480453,6615.44125903602,6.17378610390194
British Columbia,5923,Fraser South,59,2,27109,1,328326,2,2,800945,13,0,0,0,0,0,116,4744900,463.897453819586,43000,148635,319735,164910,124665,297270,6030.66689965461,0,0,0,0,0,86000,297270,639470,329820,249330,752,0,0,22124.2415245843,11411.0393601551,8626.26415519821,6.62273632394984
British Columbia,5931,Richmond,59,2,1922,1,328326,2,2,198310,1,0,0,0,0,0,36,4744900,1308.52913629609,8905,29865,79350,46545,33645,59730,1308.52913629609,0,0,0,0,0,17810,59730,158700,93090,67290,101,0,0,5490.66747455162,3220.70721616894,2328.08452654429,4.61512051684126
British Columbia,5932,Vancouver,59,2,11377,1,328326,2,2,649295,3,0,0,0,0,0,99,4744900,658.917897114147,25490,78050,317750,128585,99420,156100,1976.75369134244,0,0,0,0,0,50980,156100,635500,257170,198840,699,0,0,21986.8883432738,8897.51073995237,6879.42231026997,6.54965074223381
British Columbia,5933,North Shore/Coast Garibaldi,59,2,3819,1,328326,2,2,300655,10,10,2,13,6,0,76,4744900,4.29680418468271,13330,50190,111660,67820,57655,100380,42.9680418468271,42.9680418468271,8.59360836936543,55.8584544008753,25.7808251080963,0,26660,100380,223320,135640,115310,271,0,0,7726.37593205336,4692.84269847626,3989.4698581635,5.6021188208797
British Columbia,5941,South Vancouver Island,59,2,558,1,328326,2,2,383375,22,0,0,2,0,0,112,4744900,161.397407019424,16125,52765,144660,86720,83105,105530,3550.74295442734,0,0,322.794814038849,0,0,32250,105530,289320,173440,166210,50,0,0,10009.8293241164,6000.63873211237,5750.49679234547,3.91202300542815
British Columbia,5942,Central Vancouver Island,59,2,1276,1,328326,2,2,270225,0,30,12,7,2,0,64,4744900,21.4499383523179,11510,39015,83665,67100,68935,78030,0,643.498150569536,257.399260227814,150.149568466225,42.8998767046357,0,23020,78030,167330,134200,137870,33,0,0,5789.2463044532,4643.02189719488,4769.99574490506,3.49650756146648
British Columbia,5943,North Vancouver Island,59,2,300,1,328326,2,2,122160,0,10,2,8,7,0,23,4744900,3.00326886537169,5435,18770,37955,31465,28535,37540,0,30.0326886537169,6.00653773074338,24.0261509229735,21.0228820576018,0,10870,37540,75910,62930,57070,60,0,0,2626.31737865919,2177.23821155346,1974.49522856119,4.0943445622221
British Columbia,5951,Northwest,59,2,1510,1,328326,2,2,74925,0,5,2,9,16,0,11,4744900,0.288950723945003,4315,14105,27820,17460,11225,28210,0,1.44475361972501,0.577901447890006,2.60055651550503,4.62321158312005,0,8630,28210,55640,34920,22450,35,0,0,1925.02040506649,1208.15443107336,776.720131088116,3.55534806148941
British Columbia,5952,Northern Interior,59,2,1876,1,328326,2,2,151875,0,22,0,9,12,0,22,4744900,0.627214498232551,8585,28060,57535,34780,22915,56120,0,13.7987189611161,0,5.64493048409296,7.52657397879061,0,17170,56120,115070,69560,45830,36,0,0,3981.16639128327,2406.62148411979,1585.61619633712,3.58351893845611
British Columbia,5953,Northeast,59,2,1018,1,328326,2,2,74030,0,4,2,6,4,0,11,4744900,0.237321297428783,5745,15180,31585,14020,7500,30360,0,0.949285189715131,0.474642594857566,1.4239277845727,0.949285189715131,0,11490,30360,63170,28040,15000,15,0,0,2185.54167843369,970.121713840123,518.966680014331,2.70805020110221
Yukon,6001,Yukon,60,2,58,1,21226,2,2,35745,0,7,0,0,0,29,6,35745,0.0784420227250235,2130,6050,15020,8335,4210,12100,0,0.549094159075164,0,0,0,2.27481865902568,4260,12100,30040,16670,8420,14,0,0,8919.13610295146,4949.46733808924,2499.97090502168,2.63905732961526
Northwest Territories,6101,Northwest Territories,61,2,42,1,29034,2,2,41710,0,1,0,0,0,40,0,41710,0.0326568941838404,3130,8440,18830,8105,3205,16880,0,0.0326568941838404,0,0,0,1.30627576735362,6260,16880,37660,16210,6410,5,0,0,13107.4135698873,5641.826180772,2230.97506593143,1.6094379124341
Nunavut,6201,Nunavut,62,2,351,1,13946,2,2,35980,0,0,0,0,0,31,0,35980,0.01789545241092,4165,10670,15510,4240,1395,21340,0,0,0,0,0,0.554759024738521,8330,21340,31020,8480,2790,0,0,0,6011.74152306837,1643.44191217343,540.707893274041,0
Newfoundland and Labrador,1011,Eastern,10,3,225,2,794854,2,2,313185,13,5,23,53,11,0,1,524630,14.7231806282352,14100,48445,120990,73630,56020,96890,191.401348167058,73.615903141176,338.63315444941,780.328573296466,161.954986910587,0,28200,96890,241980,147260,112040,628,21362.5629491261,73397.8270971923,183308.971008139,111555.000705259,84874.5231496483,6.4425401664682
Newfoundland and Labrador,1012,Central,10,3,118,2,794854,2,2,92705,0,5,11,38,11,0,0,524630,1.96542391331451,3265,13425,28935,24975,22105,26850,0,9.82711956657255,21.6196630464596,74.6861087059514,21.6196630464596,0,6530,26850,57870,49950,44210,33,4946.72113680117,20339.8870632636,43838.7063073023,37839.0077769094,33490.7414177611,3.49650756146648
Newfoundland and Labrador,1013,Western,10,3,126,2,794854,2,2,82235,0,12,3,32,7,0,0,524630,2.25232044774498,3035,11600,26145,22495,18960,23200,0,27.0278453729398,6.75696134323495,72.0742543278395,15.7662431342149,0,6070,23200,52290,44990,37920,33,4598.25379791472,17574.874482969,39611.645979071,34081.6208184816,28725.8293273355,3.49650756146648
