date,HR,cases,province
2020-08-23,Saskatoon,0,Saskatchewan
2020-08-23,Central West,0,Saskatchewan
2020-08-23,Central West,0,Saskatchewan
2020-08-23,Central East,0,Saskatchewan
2020-08-23,Central East,0,Saskatchewan
2020-08-23,Central East,0,Saskatchewan
2020-08-23,Central East,0,Saskatchewan
2020-08-23,Central East,0,Saskatchewan
2020-08-23,Regina,1,Saskatchewan
2020-08-23,South West,0,Saskatchewan
2020-08-23,South West,1,Saskatchewan
2020-08-23,South Central,0,Saskatchewan
2020-08-23,South Central,0,Saskatchewan
2020-08-23,South East,0,Saskatchewan
2020-08-23,South East,0,Saskatchewan
2020-08-23,South East,0,Saskatchewan
2020-08-23,South East,0,Saskatchewan
2020-08-24,Far North West,0,Saskatchewan
2020-08-24,Far North West,0,Saskatchewan
2020-08-24,Far North Central,0,Saskatchewan
2020-08-24,Far North East,0,Saskatchewan
2020-08-24,Far North East,0,Saskatchewan
2020-08-24,North West,0,Saskatchewan
2020-08-24,North West,1,Saskatchewan
2020-08-24,North West,0,Saskatchewan
2020-08-24,North West,2,Saskatchewan
2020-08-24,North Central,0,Saskatchewan
2020-08-24,North Central,1,Saskatchewan
2020-08-24,North Central,0,Saskatchewan
2020-08-24,North East,0,Saskatchewan
2020-08-24,North East,0,Saskatchewan
2020-08-24,North East,0,Saskatchewan
2020-08-24,Saskatoon,0,Saskatchewan
2020-08-24,Central West,0,Saskatchewan
2020-08-24,Central West,0,Saskatchewan
2020-08-24,Central East,0,Saskatchewan
2020-08-24,Central East,0,Saskatchewan
2020-08-24,Central East,0,Saskatchewan
2020-08-24,Central East,0,Saskatchewan
2020-08-24,Central East,0,Saskatchewan
2020-08-24,Regina,0,Saskatchewan
2020-08-24,South West,0,Saskatchewan
2020-08-24,South West,0,Saskatchewan
2020-08-24,South Central,0,Saskatchewan
