cases,cumulative_cases,date_report,health_region,province
3,1848,2021-02-03,Lambton,Ontario
4,1852,2021-02-04,Lambton,Ontario
2,1854,2021-02-05,Lambton,Ontario
7,1861,2021-02-06,Lambton,Ontario
11,1872,2021-02-07,Lambton,Ontario
5,1877,2021-02-08,Lambton,Ontario
1,1878,2021-02-09,Lambton,Ontario
9,1887,2021-02-10,Lambton,Ontario
17,1904,2021-02-11,Lambton,Ontario
5,1909,2021-02-12,Lambton,Ontario
29,1938,2021-02-13,Lambton,Ontario
8,1946,2021-02-14,Lambton,Ontario
0,1946,2021-02-15,Lambton,Ontario
15,1961,2021-02-16,Lambton,Ontario
8,1969,2021-02-17,Lambton,Ontario
12,1981,2021-02-18,Lambton,Ontario
12,1993,2021-02-19,Lambton,Ontario
8,2001,2021-02-20,Lambton,Ontario
17,2018,2021-02-21,Lambton,Ontario
8,2026,2021-02-22,Lambton,Ontario
9,2035,2021-02-23,Lambton,Ontario
3,2038,2021-02-24,Lambton,Ontario
7,2045,2021-02-25,Lambton,Ontario
10,2055,2021-02-26,Lambton,Ontario
12,2067,2021-02-27,Lambton,Ontario
27,2094,2021-02-28,Lambton,Ontario
11,2105,2021-03-01,Lambton,Ontario
10,2115,2021-03-02,Lambton,Ontario
1,2116,2021-03-03,Lambton,Ontario
47,2163,2021-03-04,Lambton,Ontario
24,2187,2021-03-05,Lambton,Ontario
21,2208,2021-03-06,Lambton,Ontario
24,2232,2021-03-07,Lambton,Ontario
22,2254,2021-03-08,Lambton,Ontario
5,2259,2021-03-09,Lambton,Ontario
13,2272,2021-03-10,Lambton,Ontario
28,2300,2021-03-11,Lambton,Ontario
23,2323,2021-03-12,Lambton,Ontario
39,2362,2021-03-13,Lambton,Ontario
18,2380,2021-03-14,Lambton,Ontario
29,2409,2021-03-15,Lambton,Ontario
22,2431,2021-03-16,Lambton,Ontario
20,2451,2021-03-17,Lambton,Ontario
28,2479,2021-03-18,Lambton,Ontario
35,2514,2021-03-19,Lambton,Ontario
51,2565,2021-03-20,Lambton,Ontario
21,2586,2021-03-21,Lambton,Ontario
40,2626,2021-03-22,Lambton,Ontario
17,2643,2021-03-23,Lambton,Ontario
8,2651,2021-03-24,Lambton,Ontario
41,2692,2021-03-25,Lambton,Ontario
29,2721,2021-03-26,Lambton,Ontario
37,2758,2021-03-27,Lambton,Ontario
20,2778,2021-03-28,Lambton,Ontario
26,2804,2021-03-29,Lambton,Ontario
18,2822,2021-03-30,Lambton,Ontario
13,2835,2021-03-31,Lambton,Ontario
24,2859,2021-04-01,Lambton,Ontario
19,2878,2021-04-02,Lambton,Ontario
39,2917,2021-04-03,Lambton,Ontario
14,2931,2021-04-04,Lambton,Ontario
5,2936,2021-04-05,Lambton,Ontario
0,2936,2021-04-06,Lambton,Ontario
4,2940,2021-04-07,Lambton,Ontario
15,2955,2021-04-08,Lambton,Ontario
46,3001,2021-04-09,Lambton,Ontario
22,3023,2021-04-10,Lambton,Ontario
16,3039,2021-04-11,Lambton,Ontario
11,3050,2021-04-12,Lambton,Ontario
8,3058,2021-04-13,Lambton,Ontario
6,3064,2021-04-14,Lambton,Ontario
26,3090,2021-04-15,Lambton,Ontario
8,3098,2021-04-16,Lambton,Ontario
12,3110,2021-04-17,Lambton,Ontario
9,3119,2021-04-18,Lambton,Ontario
1,3120,2021-04-19,Lambton,Ontario
5,3125,2021-04-20,Lambton,Ontario
17,3142,2021-04-21,Lambton,Ontario
17,3159,2021-04-22,Lambton,Ontario
12,3171,2021-04-23,Lambton,Ontario
10,3181,2021-04-24,Lambton,Ontario
7,3188,2021-04-25,Lambton,Ontario
2,3190,2021-04-26,Lambton,Ontario
8,3198,2021-04-27,Lambton,Ontario
19,3217,2021-04-28,Lambton,Ontario
10,3227,2021-04-29,Lambton,Ontario
11,3238,2021-04-30,Lambton,Ontario
11,3249,2021-05-01,Lambton,Ontario
8,3257,2021-05-02,Lambton,Ontario
5,3262,2021-05-03,Lambton,Ontario
7,3269,2021-05-04,Lambton,Ontario
18,3287,2021-05-05,Lambton,Ontario
9,3296,2021-05-06,Lambton,Ontario
14,3310,2021-05-07,Lambton,Ontario
7,3317,2021-05-08,Lambton,Ontario
11,3328,2021-05-09,Lambton,Ontario
4,3332,2021-05-10,Lambton,Ontario
4,3336,2021-05-11,Lambton,Ontario
14,3350,2021-05-12,Lambton,Ontario
19,3369,2021-05-13,Lambton,Ontario
8,3377,2021-05-14,Lambton,Ontario
16,3393,2021-05-15,Lambton,Ontario
5,3398,2021-05-16,Lambton,Ontario
12,3410,2021-05-17,Lambton,Ontario
1,3411,2021-05-18,Lambton,Ontario
16,3427,2021-05-19,Lambton,Ontario
3,3430,2021-05-20,Lambton,Ontario
11,3441,2021-05-21,Lambton,Ontario
10,3451,2021-05-22,Lambton,Ontario
4,3455,2021-05-23,Lambton,Ontario
0,3455,2021-05-24,Lambton,Ontario
4,3459,2021-05-25,Lambton,Ontario
3,3462,2021-05-26,Lambton,Ontario
1,3463,2021-05-27,Lambton,Ontario
13,3476,2021-05-28,Lambton,Ontario
5,3481,2021-05-29,Lambton,Ontario
7,3488,2021-05-30,Lambton,Ontario
0,3488,2021-05-31,Lambton,Ontario
5,3493,2021-06-01,Lambton,Ontario
6,3499,2021-06-02,Lambton,Ontario
4,3503,2021-06-03,Lambton,Ontario
9,3512,2021-06-04,Lambton,Ontario
9,3521,2021-06-05,Lambton,Ontario
2,3523,2021-06-06,Lambton,Ontario
5,3528,2021-06-07,Lambton,Ontario
-2,3526,2021-06-08,Lambton,Ontario
6,3532,2021-06-09,Lambton,Ontario
4,3536,2021-06-10,Lambton,Ontario
1,3537,2021-06-11,Lambton,Ontario
5,3542,2021-06-12,Lambton,Ontario
1,3543,2021-06-13,Lambton,Ontario
2,3545,2021-06-14,Lambton,Ontario
4,3549,2021-06-15,Lambton,Ontario
3,3552,2021-06-16,Lambton,Ontario
1,3553,2021-06-17,Lambton,Ontario
1,3554,2021-06-18,Lambton,Ontario
1,3555,2021-06-19,Lambton,Ontario
3,3558,2021-06-20,Lambton,Ontario
6,3564,2021-06-21,Lambton,Ontario
0,3564,2021-06-22,Lambton,Ontario
7,3571,2021-06-23,Lambton,Ontario
9,3580,2021-06-24,Lambton,Ontario
9,3589,2021-06-25,Lambton,Ontario
7,3596,2021-06-26,Lambton,Ontario
1,3597,2021-06-27,Lambton,Ontario
2,3599,2021-06-28,Lambton,Ontario
1,3600,2021-06-29,Lambton,Ontario
0,3600,2021-06-30,Lambton,Ontario
0,3600,2021-07-01,Lambton,Ontario
5,3605,2021-07-02,Lambton,Ontario
3,3608,2021-07-03,Lambton,Ontario
0,3608,2021-07-04,Lambton,Ontario
4,3612,2021-07-05,Lambton,Ontario
2,3614,2021-07-06,Lambton,Ontario
3,3617,2021-07-07,Lambton,Ontario
3,3620,2021-07-08,Lambton,Ontario
1,3621,2021-07-09,Lambton,Ontario
4,3625,2021-07-10,Lambton,Ontario
0,3625,2021-07-11,Lambton,Ontario
0,3625,2021-07-12,Lambton,Ontario
1,3626,2021-07-13,Lambton,Ontario
0,3626,2021-07-14,Lambton,Ontario
1,3627,2021-07-15,Lambton,Ontario
1,3628,2021-07-16,Lambton,Ontario
1,3629,2021-07-17,Lambton,Ontario
0,3629,2021-07-18,Lambton,Ontario
1,3630,2021-07-19,Lambton,Ontario
2,3632,2021-07-20,Lambton,Ontario
0,3632,2021-07-21,Lambton,Ontario
1,3633,2021-07-22,Lambton,Ontario
0,3633,2021-07-23,Lambton,Ontario
0,3633,2021-07-24,Lambton,Ontario
0,3633,2021-07-25,Lambton,Ontario
0,3633,2021-07-26,Lambton,Ontario
0,3633,2021-07-27,Lambton,Ontario
4,3637,2021-07-28,Lambton,Ontario
1,3638,2021-07-29,Lambton,Ontario
0,3638,2021-07-30,Lambton,Ontario
0,3638,2021-07-31,Lambton,Ontario
0,3638,2021-08-01,Lambton,Ontario
0,3638,2021-08-02,Lambton,Ontario
1,3639,2021-08-03,Lambton,Ontario
-1,3638,2021-08-04,Lambton,Ontario
2,3640,2021-08-05,Lambton,Ontario
1,3641,2021-08-06,Lambton,Ontario
0,3641,2021-08-07,Lambton,Ontario
0,3641,2021-08-08,Lambton,Ontario
1,3642,2021-08-09,Lambton,Ontario
1,3643,2021-08-10,Lambton,Ontario
1,3644,2021-08-11,Lambton,Ontario
0,3644,2021-08-12,Lambton,Ontario
3,3647,2021-08-13,Lambton,Ontario
3,3650,2021-08-14,Lambton,Ontario
3,3653,2021-08-15,Lambton,Ontario
3,3656,2021-08-16,Lambton,Ontario
0,3656,2021-08-17,Lambton,Ontario
4,3660,2021-08-18,Lambton,Ontario
2,3662,2021-08-19,Lambton,Ontario
2,3664,2021-08-20,Lambton,Ontario
6,3670,2021-08-21,Lambton,Ontario
1,3671,2021-08-22,Lambton,Ontario
0,0,2020-01-25,Leeds Grenville and Lanark,Ontario
0,0,2020-01-26,Leeds Grenville and Lanark,Ontario
0,0,2020-01-27,Leeds Grenville and Lanark,Ontario
0,0,2020-01-28,Leeds Grenville and Lanark,Ontario
0,0,2020-01-29,Leeds Grenville and Lanark,Ontario
0,0,2020-01-30,Leeds Grenville and Lanark,Ontario
0,0,2020-01-31,Leeds Grenville and Lanark,Ontario
0,0,2020-02-01,Leeds Grenville and Lanark,Ontario
0,0,2020-02-02,Leeds Grenville and Lanark,Ontario
0,0,2020-02-03,Leeds Grenville and Lanark,Ontario
0,0,2020-02-04,Leeds Grenville and Lanark,Ontario
0,0,2020-02-05,Leeds Grenville and Lanark,Ontario
0,0,2020-02-06,Leeds Grenville and Lanark,Ontario
0,0,2020-02-07,Leeds Grenville and Lanark,Ontario
0,0,2020-02-08,Leeds Grenville and Lanark,Ontario
0,0,2020-02-09,Leeds Grenville and Lanark,Ontario
0,0,2020-02-10,Leeds Grenville and Lanark,Ontario
0,0,2020-02-11,Leeds Grenville and Lanark,Ontario
0,0,2020-02-12,Leeds Grenville and Lanark,Ontario
0,0,2020-02-13,Leeds Grenville and Lanark,Ontario
0,0,2020-02-14,Leeds Grenville and Lanark,Ontario
0,0,2020-02-15,Leeds Grenville and Lanark,Ontario
0,0,2020-02-16,Leeds Grenville and Lanark,Ontario
0,0,2020-02-17,Leeds Grenville and Lanark,Ontario
0,0,2020-02-18,Leeds Grenville and Lanark,Ontario
0,0,2020-02-19,Leeds Grenville and Lanark,Ontario
0,0,2020-02-20,Leeds Grenville and Lanark,Ontario
0,0,2020-02-21,Leeds Grenville and Lanark,Ontario
0,0,2020-02-22,Leeds Grenville and Lanark,Ontario
0,0,2020-02-23,Leeds Grenville and Lanark,Ontario
0,0,2020-02-24,Leeds Grenville and Lanark,Ontario
0,0,2020-02-25,Leeds Grenville and Lanark,Ontario
0,0,2020-02-26,Leeds Grenville and Lanark,Ontario
0,0,2020-02-27,Leeds Grenville and Lanark,Ontario
0,0,2020-02-28,Leeds Grenville and Lanark,Ontario
0,0,2020-02-29,Leeds Grenville and Lanark,Ontario
0,0,2020-03-01,Leeds Grenville and Lanark,Ontario
0,0,2020-03-02,Leeds Grenville and Lanark,Ontario
0,0,2020-03-03,Leeds Grenville and Lanark,Ontario
0,0,2020-03-04,Leeds Grenville and Lanark,Ontario
0,0,2020-03-05,Leeds Grenville and Lanark,Ontario
0,0,2020-03-06,Leeds Grenville and Lanark,Ontario
0,0,2020-03-07,Leeds Grenville and Lanark,Ontario
0,0,2020-03-08,Leeds Grenville and Lanark,Ontario
0,0,2020-03-09,Leeds Grenville and Lanark,Ontario
0,0,2020-03-10,Leeds Grenville and Lanark,Ontario
0,0,2020-03-11,Leeds Grenville and Lanark,Ontario
0,0,2020-03-12,Leeds Grenville and Lanark,Ontario
0,0,2020-03-13,Leeds Grenville and Lanark,Ontario
0,0,2020-03-14,Leeds Grenville and Lanark,Ontario
0,0,2020-03-15,Leeds Grenville and Lanark,Ontario
0,0,2020-03-16,Leeds Grenville and Lanark,Ontario
0,0,2020-03-17,Leeds Grenville and Lanark,Ontario
0,0,2020-03-18,Leeds Grenville and Lanark,Ontario
0,0,2020-03-19,Leeds Grenville and Lanark,Ontario
0,0,2020-03-20,Leeds Grenville and Lanark,Ontario
0,0,2020-03-21,Leeds Grenville and Lanark,Ontario
0,0,2020-03-22,Leeds Grenville and Lanark,Ontario
0,0,2020-03-23,Leeds Grenville and Lanark,Ontario
0,0,2020-03-24,Leeds Grenville and Lanark,Ontario
0,0,2020-03-25,Leeds Grenville and Lanark,Ontario
1,1,2020-03-26,Leeds Grenville and Lanark,Ontario
0,1,2020-03-27,Leeds Grenville and Lanark,Ontario
0,1,2020-03-28,Leeds Grenville and Lanark,Ontario
14,15,2020-03-29,Leeds Grenville and Lanark,Ontario
0,15,2020-03-30,Leeds Grenville and Lanark,Ontario
0,15,2020-03-31,Leeds Grenville and Lanark,Ontario
20,35,2020-04-01,Leeds Grenville and Lanark,Ontario
5,40,2020-04-02,Leeds Grenville and Lanark,Ontario
12,52,2020-04-03,Leeds Grenville and Lanark,Ontario
3,55,2020-04-04,Leeds Grenville and Lanark,Ontario
6,61,2020-04-05,Leeds Grenville and Lanark,Ontario
4,65,2020-04-06,Leeds Grenville and Lanark,Ontario
28,93,2020-04-07,Leeds Grenville and Lanark,Ontario
30,123,2020-04-08,Leeds Grenville and Lanark,Ontario
14,137,2020-04-09,Leeds Grenville and Lanark,Ontario
13,150,2020-04-10,Leeds Grenville and Lanark,Ontario
37,187,2020-04-11,Leeds Grenville and Lanark,Ontario
4,191,2020-04-12,Leeds Grenville and Lanark,Ontario
0,191,2020-04-13,Leeds Grenville and Lanark,Ontario
15,206,2020-04-14,Leeds Grenville and Lanark,Ontario
29,235,2020-04-15,Leeds Grenville and Lanark,Ontario
9,244,2020-04-16,Leeds Grenville and Lanark,Ontario
3,247,2020-04-17,Leeds Grenville and Lanark,Ontario
0,247,2020-04-18,Leeds Grenville and Lanark,Ontario
0,247,2020-04-19,Leeds Grenville and Lanark,Ontario
21,268,2020-04-20,Leeds Grenville and Lanark,Ontario
6,274,2020-04-21,Leeds Grenville and Lanark,Ontario
5,279,2020-04-22,Leeds Grenville and Lanark,Ontario
3,282,2020-04-23,Leeds Grenville and Lanark,Ontario
3,285,2020-04-24,Leeds Grenville and Lanark,Ontario
0,285,2020-04-25,Leeds Grenville and Lanark,Ontario
0,285,2020-04-26,Leeds Grenville and Lanark,Ontario
6,291,2020-04-27,Leeds Grenville and Lanark,Ontario
9,300,2020-04-28,Leeds Grenville and Lanark,Ontario
3,303,2020-04-29,Leeds Grenville and Lanark,Ontario
0,303,2020-04-30,Leeds Grenville and Lanark,Ontario
0,303,2020-05-01,Leeds Grenville and Lanark,Ontario
0,303,2020-05-02,Leeds Grenville and Lanark,Ontario
0,303,2020-05-03,Leeds Grenville and Lanark,Ontario
0,303,2020-05-04,Leeds Grenville and Lanark,Ontario
6,309,2020-05-05,Leeds Grenville and Lanark,Ontario
2,311,2020-05-06,Leeds Grenville and Lanark,Ontario
2,313,2020-05-07,Leeds Grenville and Lanark,Ontario
1,314,2020-05-08,Leeds Grenville and Lanark,Ontario
0,314,2020-05-09,Leeds Grenville and Lanark,Ontario
0,314,2020-05-10,Leeds Grenville and Lanark,Ontario
5,319,2020-05-11,Leeds Grenville and Lanark,Ontario
0,319,2020-05-12,Leeds Grenville and Lanark,Ontario
5,324,2020-05-13,Leeds Grenville and Lanark,Ontario
2,326,2020-05-14,Leeds Grenville and Lanark,Ontario
1,327,2020-05-15,Leeds Grenville and Lanark,Ontario
0,327,2020-05-16,Leeds Grenville and Lanark,Ontario
0,327,2020-05-17,Leeds Grenville and Lanark,Ontario
0,327,2020-05-18,Leeds Grenville and Lanark,Ontario
8,335,2020-05-19,Leeds Grenville and Lanark,Ontario
1,336,2020-05-20,Leeds Grenville and Lanark,Ontario
0,336,2020-05-21,Leeds Grenville and Lanark,Ontario
2,338,2020-05-22,Leeds Grenville and Lanark,Ontario
0,338,2020-05-23,Leeds Grenville and Lanark,Ontario
0,338,2020-05-24,Leeds Grenville and Lanark,Ontario
1,339,2020-05-25,Leeds Grenville and Lanark,Ontario
1,340,2020-05-26,Leeds Grenville and Lanark,Ontario
1,341,2020-05-27,Leeds Grenville and Lanark,Ontario
0,341,2020-05-28,Leeds Grenville and Lanark,Ontario
1,342,2020-05-29,Leeds Grenville and Lanark,Ontario
0,342,2020-05-30,Leeds Grenville and Lanark,Ontario
0,342,2020-05-31,Leeds Grenville and Lanark,Ontario
1,343,2020-06-01,Leeds Grenville and Lanark,Ontario
0,343,2020-06-02,Leeds Grenville and Lanark,Ontario
7,350,2020-06-03,Leeds Grenville and Lanark,Ontario
0,350,2020-06-04,Leeds Grenville and Lanark,Ontario
1,351,2020-06-05,Leeds Grenville and Lanark,Ontario
0,351,2020-06-06,Leeds Grenville and Lanark,Ontario
0,351,2020-06-07,Leeds Grenville and Lanark,Ontario
0,351,2020-06-08,Leeds Grenville and Lanark,Ontario
0,351,2020-06-09,Leeds Grenville and Lanark,Ontario
0,351,2020-06-10,Leeds Grenville and Lanark,Ontario
0,351,2020-06-11,Leeds Grenville and Lanark,Ontario
0,351,2020-06-12,Leeds Grenville and Lanark,Ontario
0,351,2020-06-13,Leeds Grenville and Lanark,Ontario
0,351,2020-06-14,Leeds Grenville and Lanark,Ontario
0,351,2020-06-15,Leeds Grenville and Lanark,Ontario
1,352,2020-06-16,Leeds Grenville and Lanark,Ontario
0,352,2020-06-17,Leeds Grenville and Lanark,Ontario
0,352,2020-06-18,Leeds Grenville and Lanark,Ontario
0,352,2020-06-19,Leeds Grenville and Lanark,Ontario
0,352,2020-06-20,Leeds Grenville and Lanark,Ontario
0,352,2020-06-21,Leeds Grenville and Lanark,Ontario
0,352,2020-06-22,Leeds Grenville and Lanark,Ontario
0,352,2020-06-23,Leeds Grenville and Lanark,Ontario
0,352,2020-06-24,Leeds Grenville and Lanark,Ontario
0,352,2020-06-25,Leeds Grenville and Lanark,Ontario
0,352,2020-06-26,Leeds Grenville and Lanark,Ontario
0,352,2020-06-27,Leeds Grenville and Lanark,Ontario
0,352,2020-06-28,Leeds Grenville and Lanark,Ontario
0,352,2020-06-29,Leeds Grenville and Lanark,Ontario
0,352,2020-06-30,Leeds Grenville and Lanark,Ontario
0,352,2020-07-01,Leeds Grenville and Lanark,Ontario
1,353,2020-07-02,Leeds Grenville and Lanark,Ontario
0,353,2020-07-03,Leeds Grenville and Lanark,Ontario
0,353,2020-07-04,Leeds Grenville and Lanark,Ontario
0,353,2020-07-05,Leeds Grenville and Lanark,Ontario
1,354,2020-07-06,Leeds Grenville and Lanark,Ontario
0,354,2020-07-07,Leeds Grenville and Lanark,Ontario
0,354,2020-07-08,Leeds Grenville and Lanark,Ontario
0,354,2020-07-09,Leeds Grenville and Lanark,Ontario
0,354,2020-07-10,Leeds Grenville and Lanark,Ontario
0,354,2020-07-11,Leeds Grenville and Lanark,Ontario
0,354,2020-07-12,Leeds Grenville and Lanark,Ontario
1,355,2020-07-13,Leeds Grenville and Lanark,Ontario
0,355,2020-07-14,Leeds Grenville and Lanark,Ontario
0,355,2020-07-15,Leeds Grenville and Lanark,Ontario
0,355,2020-07-16,Leeds Grenville and Lanark,Ontario
0,355,2020-07-17,Leeds Grenville and Lanark,Ontario
0,355,2020-07-18,Leeds Grenville and Lanark,Ontario
0,355,2020-07-19,Leeds Grenville and Lanark,Ontario
0,355,2020-07-20,Leeds Grenville and Lanark,Ontario
0,355,2020-07-21,Leeds Grenville and Lanark,Ontario
0,355,2020-07-22,Leeds Grenville and Lanark,Ontario
0,355,2020-07-23,Leeds Grenville and Lanark,Ontario
0,355,2020-07-24,Leeds Grenville and Lanark,Ontario
0,355,2020-07-25,Leeds Grenville and Lanark,Ontario
0,355,2020-07-26,Leeds Grenville and Lanark,Ontario
0,355,2020-07-27,Leeds Grenville and Lanark,Ontario
0,355,2020-07-28,Leeds Grenville and Lanark,Ontario
0,355,2020-07-29,Leeds Grenville and Lanark,Ontario
0,355,2020-07-30,Leeds Grenville and Lanark,Ontario
0,355,2020-07-31,Leeds Grenville and Lanark,Ontario
0,355,2020-08-01,Leeds Grenville and Lanark,Ontario
0,355,2020-08-02,Leeds Grenville and Lanark,Ontario
0,355,2020-08-03,Leeds Grenville and Lanark,Ontario
0,355,2020-08-04,Leeds Grenville and Lanark,Ontario
0,355,2020-08-05,Leeds Grenville and Lanark,Ontario
0,355,2020-08-06,Leeds Grenville and Lanark,Ontario
0,355,2020-08-07,Leeds Grenville and Lanark,Ontario
0,355,2020-08-08,Leeds Grenville and Lanark,Ontario
0,355,2020-08-09,Leeds Grenville and Lanark,Ontario
0,355,2020-08-10,Leeds Grenville and Lanark,Ontario
0,355,2020-08-11,Leeds Grenville and Lanark,Ontario
1,356,2020-08-12,Leeds Grenville and Lanark,Ontario
0,356,2020-08-13,Leeds Grenville and Lanark,Ontario
0,356,2020-08-14,Leeds Grenville and Lanark,Ontario
0,356,2020-08-15,Leeds Grenville and Lanark,Ontario
0,356,2020-08-16,Leeds Grenville and Lanark,Ontario
0,356,2020-08-17,Leeds Grenville and Lanark,Ontario
0,356,2020-08-18,Leeds Grenville and Lanark,Ontario
0,356,2020-08-19,Leeds Grenville and Lanark,Ontario
1,357,2020-08-20,Leeds Grenville and Lanark,Ontario
0,357,2020-08-21,Leeds Grenville and Lanark,Ontario
0,357,2020-08-22,Leeds Grenville and Lanark,Ontario
0,357,2020-08-23,Leeds Grenville and Lanark,Ontario
4,361,2020-08-24,Leeds Grenville and Lanark,Ontario
0,361,2020-08-25,Leeds Grenville and Lanark,Ontario
0,361,2020-08-26,Leeds Grenville and Lanark,Ontario
2,363,2020-08-27,Leeds Grenville and Lanark,Ontario
2,365,2020-08-28,Leeds Grenville and Lanark,Ontario
0,365,2020-08-29,Leeds Grenville and Lanark,Ontario
0,365,2020-08-30,Leeds Grenville and Lanark,Ontario
0,365,2020-08-31,Leeds Grenville and Lanark,Ontario
0,365,2020-09-01,Leeds Grenville and Lanark,Ontario
0,365,2020-09-02,Leeds Grenville and Lanark,Ontario
0,365,2020-09-03,Leeds Grenville and Lanark,Ontario
0,365,2020-09-04,Leeds Grenville and Lanark,Ontario
0,365,2020-09-05,Leeds Grenville and Lanark,Ontario
0,365,2020-09-06,Leeds Grenville and Lanark,Ontario
0,365,2020-09-07,Leeds Grenville and Lanark,Ontario
1,366,2020-09-08,Leeds Grenville and Lanark,Ontario
0,366,2020-09-09,Leeds Grenville and Lanark,Ontario
0,366,2020-09-10,Leeds Grenville and Lanark,Ontario
0,366,2020-09-11,Leeds Grenville and Lanark,Ontario
0,366,2020-09-12,Leeds Grenville and Lanark,Ontario
0,366,2020-09-13,Leeds Grenville and Lanark,Ontario
1,367,2020-09-14,Leeds Grenville and Lanark,Ontario
1,368,2020-09-15,Leeds Grenville and Lanark,Ontario
0,368,2020-09-16,Leeds Grenville and Lanark,Ontario
1,369,2020-09-17,Leeds Grenville and Lanark,Ontario
0,369,2020-09-18,Leeds Grenville and Lanark,Ontario
0,369,2020-09-19,Leeds Grenville and Lanark,Ontario
0,369,2020-09-20,Leeds Grenville and Lanark,Ontario
3,372,2020-09-21,Leeds Grenville and Lanark,Ontario
0,372,2020-09-22,Leeds Grenville and Lanark,Ontario
2,374,2020-09-23,Leeds Grenville and Lanark,Ontario
2,376,2020-09-24,Leeds Grenville and Lanark,Ontario
2,378,2020-09-25,Leeds Grenville and Lanark,Ontario
0,378,2020-09-26,Leeds Grenville and Lanark,Ontario
0,378,2020-09-27,Leeds Grenville and Lanark,Ontario
3,381,2020-09-28,Leeds Grenville and Lanark,Ontario
3,384,2020-09-29,Leeds Grenville and Lanark,Ontario
4,388,2020-09-30,Leeds Grenville and Lanark,Ontario
1,389,2020-10-01,Leeds Grenville and Lanark,Ontario
0,389,2020-10-02,Leeds Grenville and Lanark,Ontario
0,389,2020-10-03,Leeds Grenville and Lanark,Ontario
0,389,2020-10-04,Leeds Grenville and Lanark,Ontario
8,397,2020-10-05,Leeds Grenville and Lanark,Ontario
3,400,2020-10-06,Leeds Grenville and Lanark,Ontario
1,401,2020-10-07,Leeds Grenville and Lanark,Ontario
1,402,2020-10-08,Leeds Grenville and Lanark,Ontario
0,402,2020-10-09,Leeds Grenville and Lanark,Ontario
0,402,2020-10-10,Leeds Grenville and Lanark,Ontario
0,402,2020-10-11,Leeds Grenville and Lanark,Ontario
0,402,2020-10-12,Leeds Grenville and Lanark,Ontario
5,407,2020-10-13,Leeds Grenville and Lanark,Ontario
2,409,2020-10-14,Leeds Grenville and Lanark,Ontario
3,412,2020-10-15,Leeds Grenville and Lanark,Ontario
0,412,2020-10-16,Leeds Grenville and Lanark,Ontario
0,412,2020-10-17,Leeds Grenville and Lanark,Ontario
0,412,2020-10-18,Leeds Grenville and Lanark,Ontario
6,418,2020-10-19,Leeds Grenville and Lanark,Ontario
3,421,2020-10-20,Leeds Grenville and Lanark,Ontario
3,424,2020-10-21,Leeds Grenville and Lanark,Ontario
2,426,2020-10-22,Leeds Grenville and Lanark,Ontario
0,426,2020-10-23,Leeds Grenville and Lanark,Ontario
0,426,2020-10-24,Leeds Grenville and Lanark,Ontario
0,426,2020-10-25,Leeds Grenville and Lanark,Ontario
13,439,2020-10-26,Leeds Grenville and Lanark,Ontario
4,443,2020-10-27,Leeds Grenville and Lanark,Ontario
1,444,2020-10-28,Leeds Grenville and Lanark,Ontario
8,452,2020-10-29,Leeds Grenville and Lanark,Ontario
1,453,2020-10-30,Leeds Grenville and Lanark,Ontario
0,453,2020-10-31,Leeds Grenville and Lanark,Ontario
0,453,2020-11-01,Leeds Grenville and Lanark,Ontario
2,455,2020-11-02,Leeds Grenville and Lanark,Ontario
0,455,2020-11-03,Leeds Grenville and Lanark,Ontario
0,455,2020-11-04,Leeds Grenville and Lanark,Ontario
1,456,2020-11-05,Leeds Grenville and Lanark,Ontario
2,458,2020-11-06,Leeds Grenville and Lanark,Ontario
0,458,2020-11-07,Leeds Grenville and Lanark,Ontario
0,458,2020-11-08,Leeds Grenville and Lanark,Ontario
6,464,2020-11-09,Leeds Grenville and Lanark,Ontario
5,469,2020-11-10,Leeds Grenville and Lanark,Ontario
0,469,2020-11-11,Leeds Grenville and Lanark,Ontario
5,474,2020-11-12,Leeds Grenville and Lanark,Ontario
0,474,2020-11-13,Leeds Grenville and Lanark,Ontario
0,474,2020-11-14,Leeds Grenville and Lanark,Ontario
0,474,2020-11-15,Leeds Grenville and Lanark,Ontario
3,477,2020-11-16,Leeds Grenville and Lanark,Ontario
1,478,2020-11-17,Leeds Grenville and Lanark,Ontario
2,480,2020-11-18,Leeds Grenville and Lanark,Ontario
0,480,2020-11-19,Leeds Grenville and Lanark,Ontario
0,480,2020-11-20,Leeds Grenville and Lanark,Ontario
0,480,2020-11-21,Leeds Grenville and Lanark,Ontario
0,480,2020-11-22,Leeds Grenville and Lanark,Ontario
0,480,2020-11-23,Leeds Grenville and Lanark,Ontario
1,481,2020-11-24,Leeds Grenville and Lanark,Ontario
0,481,2020-11-25,Leeds Grenville and Lanark,Ontario
0,481,2020-11-26,Leeds Grenville and Lanark,Ontario
3,484,2020-11-27,Leeds Grenville and Lanark,Ontario
0,484,2020-11-28,Leeds Grenville and Lanark,Ontario
0,484,2020-11-29,Leeds Grenville and Lanark,Ontario
8,492,2020-11-30,Leeds Grenville and Lanark,Ontario
1,493,2020-12-01,Leeds Grenville and Lanark,Ontario
4,497,2020-12-02,Leeds Grenville and Lanark,Ontario
3,500,2020-12-03,Leeds Grenville and Lanark,Ontario
7,507,2020-12-04,Leeds Grenville and Lanark,Ontario
0,507,2020-12-05,Leeds Grenville and Lanark,Ontario
0,507,2020-12-06,Leeds Grenville and Lanark,Ontario
23,530,2020-12-07,Leeds Grenville and Lanark,Ontario
