province,date,HA,cases
Nunavut,0008-07-20,Nunavut,0
Nunavut,0009-07-20,Nunavut,0
Nunavut,0010-07-20,Nunavut,0
Nunavut,0011-07-20,Nunavut,0
Nunavut,0012-07-20,Nunavut,0
Nunavut,0013-07-20,Nunavut,0
Nunavut,0014-07-20,Nunavut,0
Nunavut,0015-07-20,Nunavut,0
Nunavut,0016-07-20,Nunavut,0
Nunavut,0017-07-20,Nunavut,0
Nunavut,0018-07-20,Nunavut,0
Nunavut,0019-07-20,Nunavut,0
Nunavut,0020-07-20,Nunavut,0
Nunavut,0021-07-20,Nunavut,0
Nunavut,0022-07-20,Nunavut,0
Nunavut,0023-07-20,Nunavut,0
Nunavut,0024-07-20,Nunavut,0
Nunavut,0025-07-20,Nunavut,0
Nunavut,0026-07-20,Nunavut,0
Nunavut,0027-07-20,Nunavut,0
Nunavut,0028-07-20,Nunavut,0
Nunavut,0029-07-20,Nunavut,0
Nunavut,0030-07-20,Nunavut,0
Nunavut,0031-07-20,Nunavut,0
Nunavut,0001-08-20,Nunavut,0
Nunavut,0002-08-20,Nunavut,0
Nunavut,0003-08-20,Nunavut,0
Nunavut,0004-08-20,Nunavut,0
Nunavut,0005-08-20,Nunavut,0
Nunavut,0006-08-20,Nunavut,0
Nunavut,0007-08-20,Nunavut,0
Nunavut,0008-08-20,Nunavut,0
Nunavut,0009-08-20,Nunavut,0
Nunavut,0010-08-20,Nunavut,0
Nunavut,0011-08-20,Nunavut,0
Nunavut,0012-08-20,Nunavut,0
Nunavut,0013-08-20,Nunavut,0
Nunavut,0014-08-20,Nunavut,0
Nunavut,0015-08-20,Nunavut,0
Nunavut,0016-08-20,Nunavut,0
Nunavut,0017-08-20,Nunavut,0
Nunavut,0018-08-20,Nunavut,0
Nunavut,0019-08-20,Nunavut,0
Nunavut,0020-08-20,Nunavut,0
Nunavut,0021-08-20,Nunavut,0
Nunavut,0022-08-20,Nunavut,0
Nunavut,0023-08-20,Nunavut,0
Nunavut,0024-08-20,Nunavut,0
Nunavut,0025-08-20,Nunavut,0
Nunavut,0026-08-20,Nunavut,0
Nunavut,0027-08-20,Nunavut,0
Nunavut,0028-08-20,Nunavut,0
Nunavut,0029-08-20,Nunavut,0
Nunavut,0030-08-20,Nunavut,0
Nunavut,0031-08-20,Nunavut,0
Nunavut,0001-09-20,Nunavut,0
Nunavut,0002-09-20,Nunavut,0
Nunavut,0003-09-20,Nunavut,0
Nunavut,0004-09-20,Nunavut,0
Nunavut,0005-09-20,Nunavut,0
Nunavut,0006-09-20,Nunavut,0
Nunavut,0007-09-20,Nunavut,0
Nunavut,0008-09-20,Nunavut,0
Nunavut,0009-09-20,Nunavut,0
Nunavut,0010-09-20,Nunavut,0
Nunavut,0011-09-20,Nunavut,0
Nunavut,0012-09-20,Nunavut,0
Nunavut,0013-09-20,Nunavut,0
Nunavut,0014-09-20,Nunavut,0
Nunavut,0015-09-20,Nunavut,0
Nunavut,0016-09-20,Nunavut,0
Nunavut,0017-09-20,Nunavut,0
Nunavut,0018-09-20,Nunavut,0
Nunavut,0019-09-20,Nunavut,0
Nunavut,0020-09-20,Nunavut,0
Nunavut,0021-09-20,Nunavut,0
Nunavut,0022-09-20,Nunavut,0
Nunavut,0023-09-20,Nunavut,0
Nunavut,0024-09-20,Nunavut,0
Nunavut,0025-09-20,Nunavut,0
Nunavut,0026-09-20,Nunavut,0
Nunavut,0027-09-20,Nunavut,0
Nunavut,0028-09-20,Nunavut,0
Nunavut,0029-09-20,Nunavut,0
Nunavut,0030-09-20,Nunavut,0
Nunavut,0001-10-20,Nunavut,0
Nunavut,0002-10-20,Nunavut,0
Nunavut,0003-10-20,Nunavut,0
Nunavut,0004-10-20,Nunavut,0
Nunavut,0005-10-20,Nunavut,0
Nunavut,0006-10-20,Nunavut,0
Nunavut,0007-10-20,Nunavut,0
Nunavut,0008-10-20,Nunavut,0
Nunavut,0009-10-20,Nunavut,0
Nunavut,0010-10-20,Nunavut,0
Nunavut,0011-10-20,Nunavut,0
Nunavut,0012-10-20,Nunavut,0
Nunavut,0013-10-20,Nunavut,0
Nunavut,0014-10-20,Nunavut,0
Nunavut,0015-10-20,Nunavut,0
Nunavut,0016-10-20,Nunavut,0
Nunavut,0017-10-20,Nunavut,0
Nunavut,0018-10-20,Nunavut,0
Nunavut,0019-10-20,Nunavut,0
Nunavut,0020-10-20,Nunavut,0
Nunavut,0021-10-20,Nunavut,0
Nunavut,0022-10-20,Nunavut,0
Nunavut,0023-10-20,Nunavut,0
Nunavut,0024-10-20,Nunavut,0
Nunavut,0025-10-20,Nunavut,0
Nunavut,0026-10-20,Nunavut,0
Nunavut,0027-10-20,Nunavut,0
Nunavut,0028-10-20,Nunavut,0
Nunavut,0029-10-20,Nunavut,0
Nunavut,0030-10-20,Nunavut,0
Nunavut,0031-10-20,Nunavut,0
Nunavut,0001-11-20,Nunavut,0
Nunavut,0002-11-20,Nunavut,0
Nunavut,0003-11-20,Nunavut,0
Nunavut,0004-11-20,Nunavut,0
Nunavut,0005-11-20,Nunavut,0
Nunavut,0006-11-20,Nunavut,1
Nunavut,0007-11-20,Nunavut,0
Nunavut,0008-11-20,Nunavut,1
Nunavut,0009-11-20,Nunavut,0
Nunavut,0010-11-20,Nunavut,0
Nunavut,0011-11-20,Nunavut,1
Nunavut,0012-11-20,Nunavut,0
Nunavut,0013-11-20,Nunavut,1
Nunavut,0014-11-20,Nunavut,4
Nunavut,0015-11-20,Nunavut,10
Nunavut,0016-11-20,Nunavut,8
Nunavut,0017-11-20,Nunavut,34
Nunavut,0018-11-20,Nunavut,10
Nunavut,0019-11-20,Nunavut,4
Nunavut,0020-11-20,Nunavut,10
Nunavut,0021-11-20,Nunavut,25
Nunavut,0022-11-20,Nunavut,21
Nunavut,0023-11-20,Nunavut,4
Nunavut,0024-11-20,Nunavut,10
Nunavut,0025-11-20,Nunavut,11
Nunavut,0026-11-20,Nunavut,0
Nunavut,0027-11-20,Nunavut,4
Nunavut,0028-11-20,Nunavut,5
Nunavut,0029-11-20,Nunavut,13
Nunavut,0030-11-20,Nunavut,4
Nunavut,0001-12-20,Nunavut,1
Nunavut,0002-12-20,Nunavut,11
Nunavut,0003-12-20,Nunavut,5
Nunavut,0004-12-20,Nunavut,8
Nunavut,0005-12-20,Nunavut,8
Nunavut,0006-12-20,Nunavut,2
Nunavut,0007-12-20,Nunavut,3
Nunavut,0008-12-20,Nunavut,1
Nunavut,0009-12-20,Nunavut,9
Nunavut,0010-12-20,Nunavut,0
Nunavut,0011-12-20,Nunavut,16
Nunavut,0012-12-20,Nunavut,2
Nunavut,0013-12-20,Nunavut,0
Nunavut,0014-12-20,Nunavut,9
Nunavut,0015-12-20,Nunavut,2
Nunavut,0016-12-20,Nunavut,0
Nunavut,0017-12-20,Nunavut,1
Nunavut,0018-12-20,Nunavut,0
Nunavut,0019-12-20,Nunavut,0
Nunavut,0020-12-20,Nunavut,0
Nunavut,0021-12-20,Nunavut,3
Nunavut,0022-12-20,Nunavut,0
Nunavut,0023-12-20,Nunavut,2
Nunavut,0024-12-20,Nunavut,1
Nunavut,0025-12-20,Nunavut,0
Nunavut,0026-12-20,Nunavut,0
Nunavut,0027-12-20,Nunavut,0
Nunavut,0028-12-20,Nunavut,1
Nunavut,0029-12-20,Nunavut,0
Nunavut,0030-12-20,Nunavut,0
Nunavut,0031-12-20,Nunavut,0
Nunavut,0001-01-20,Nunavut,0
Nunavut,0002-01-20,Nunavut,0
Nunavut,0003-01-20,Nunavut,0
Nunavut,0004-01-20,Nunavut,0
Nunavut,0005-01-20,Nunavut,0
Nunavut,0006-01-20,Nunavut,0
Nunavut,0007-01-20,Nunavut,0
Nunavut,0008-01-20,Nunavut,0
Nunavut,0009-01-20,Nunavut,0
Nunavut,0010-01-20,Nunavut,0
Nunavut,0011-01-20,Nunavut,0
Nunavut,0012-01-20,Nunavut,0
Nunavut,0013-01-20,Nunavut,0
Nunavut,0014-01-20,Nunavut,0
Nunavut,0015-01-20,Nunavut,0
Nunavut,0016-01-20,Nunavut,0
Nunavut,0017-01-20,Nunavut,0
Nunavut,0018-01-20,Nunavut,0
Nunavut,0019-01-20,Nunavut,0
Nunavut,0020-01-20,Nunavut,0
Nunavut,0021-01-20,Nunavut,0
Nunavut,0022-01-20,Nunavut,0
Nunavut,0023-01-20,Nunavut,1
Nunavut,0024-01-20,Nunavut,13
Nunavut,0025-01-20,Nunavut,2
Nunavut,0026-01-20,Nunavut,0
Nunavut,0027-01-20,Nunavut,0
Nunavut,0028-01-20,Nunavut,1
Nunavut,0029-01-20,Nunavut,0
Nunavut,0030-01-20,Nunavut,1
Nunavut,0031-01-20,Nunavut,10
Nunavut,0001-02-20,Nunavut,0
Nunavut,0002-02-20,Nunavut,0
Nunavut,0003-02-20,Nunavut,0
Nunavut,0004-02-20,Nunavut,2
Nunavut,0005-02-20,Nunavut,0
Nunavut,0006-02-20,Nunavut,3
Nunavut,0007-02-20,Nunavut,0
Nunavut,0008-02-20,Nunavut,0
Nunavut,0009-02-20,Nunavut,0
Nunavut,0010-02-20,Nunavut,1
Nunavut,0011-02-20,Nunavut,3
Nunavut,0012-02-20,Nunavut,0
Nunavut,0013-02-20,Nunavut,5
Nunavut,0014-02-20,Nunavut,3
Nunavut,0015-02-20,Nunavut,7
Nunavut,0016-02-20,Nunavut,5
Nunavut,0017-02-20,Nunavut,1
Nunavut,0018-02-20,Nunavut,6
Nunavut,0019-02-20,Nunavut,2
Nunavut,0020-02-20,Nunavut,6
Nunavut,0021-02-20,Nunavut,1
Nunavut,0022-02-20,Nunavut,12
Nunavut,0023-02-20,Nunavut,0
Nunavut,0024-02-20,Nunavut,0
Nunavut,0025-02-20,Nunavut,4
Nunavut,0026-02-20,Nunavut,1
Nunavut,0027-02-20,Nunavut,0
Nunavut,0028-02-20,Nunavut,1
Nunavut,0001-03-20,Nunavut,1
Nunavut,0002-03-20,Nunavut,1
Nunavut,0003-03-20,Nunavut,0
Nunavut,0004-03-20,Nunavut,10
Nunavut,0005-03-20,Nunavut,4
Nunavut,0006-03-20,Nunavut,4
Nunavut,0007-03-20,Nunavut,4
Nunavut,0008-03-20,Nunavut,0
Nunavut,0009-03-20,Nunavut,0
Nunavut,0010-03-20,Nunavut,0
Nunavut,0011-03-20,Nunavut,0
Nunavut,0012-03-20,Nunavut,0
Nunavut,0013-03-20,Nunavut,2
Nunavut,0014-03-20,Nunavut,0
Nunavut,0015-03-20,Nunavut,0
Nunavut,0016-03-20,Nunavut,0
Nunavut,0017-03-20,Nunavut,12
Nunavut,0018-03-20,Nunavut,0
Nunavut,0019-03-20,Nunavut,0
Nunavut,0020-03-20,Nunavut,0
Nunavut,0021-03-20,Nunavut,0
Nunavut,0022-03-20,Nunavut,0
Nunavut,0023-03-20,Nunavut,0
Nunavut,0024-03-20,Nunavut,0
Nunavut,0025-03-20,Nunavut,0
Nunavut,0026-03-20,Nunavut,0
Nunavut,0027-03-20,Nunavut,0
Nunavut,0028-03-20,Nunavut,0
Nunavut,0029-03-20,Nunavut,0
Nunavut,0030-03-20,Nunavut,0
Nunavut,0031-03-20,Nunavut,0
Nunavut,0001-04-20,Nunavut,0
Nunavut,0002-04-20,Nunavut,0
Nunavut,0003-04-20,Nunavut,0
Nunavut,0004-04-20,Nunavut,0
Nunavut,0005-04-20,Nunavut,0
Nunavut,0006-04-20,Nunavut,0
Nunavut,0007-04-20,Nunavut,0
Nunavut,0008-04-20,Nunavut,0
Nunavut,0009-04-20,Nunavut,0
Nunavut,0010-04-20,Nunavut,0
Nunavut,0011-04-20,Nunavut,0
Nunavut,0012-04-20,Nunavut,0
Nunavut,0013-04-20,Nunavut,0
Nunavut,0014-04-20,Nunavut,0
Nunavut,0015-04-20,Nunavut,1
Nunavut,0016-04-20,Nunavut,12
Nunavut,0017-04-20,Nunavut,6
Nunavut,0018-04-20,Nunavut,3
Nunavut,0019-04-20,Nunavut,6
Nunavut,0020-04-20,Nunavut,5
Nunavut,0021-04-20,Nunavut,1
Nunavut,0022-04-20,Nunavut,3
Nunavut,0023-04-20,Nunavut,9
Nunavut,0024-04-20,Nunavut,7
Nunavut,0025-04-20,Nunavut,7
Nunavut,0026-04-20,Nunavut,9
Nunavut,0027-04-20,Nunavut,8
Nunavut,0028-04-20,Nunavut,6
Nunavut,0029-04-20,Nunavut,12
Nunavut,0030-04-20,Nunavut,11
Nunavut,0001-05-20,Nunavut,8
Nunavut,0002-05-20,Nunavut,11
Nunavut,0003-05-20,Nunavut,8
Nunavut,0004-05-20,Nunavut,7
Nunavut,0005-05-20,Nunavut,5
Nunavut,0006-05-20,Nunavut,12
Nunavut,0007-05-20,Nunavut,1
Nunavut,0008-05-20,Nunavut,7
Nunavut,0009-05-20,Nunavut,5
Nunavut,0010-05-20,Nunavut,7
Nunavut,0011-05-20,Nunavut,14
Nunavut,0012-05-20,Nunavut,8
Nunavut,0013-05-20,Nunavut,12
Nunavut,0014-05-20,Nunavut,12
Nunavut,0015-05-20,Nunavut,5
Nunavut,0016-05-20,Nunavut,0
Nunavut,0017-05-20,Nunavut,1
Nunavut,0018-05-20,Nunavut,6
Nunavut,0019-05-20,Nunavut,4
Nunavut,0020-05-20,Nunavut,2
Nunavut,0021-05-20,Nunavut,1
Nunavut,0022-05-20,Nunavut,1
Nunavut,0023-05-20,Nunavut,0
Northwest Territories,0025-01-20,Northwest Territories,0
Northwest Territories,0026-01-20,Northwest Territories,0
Northwest Territories,0027-01-20,Northwest Territories,0
Northwest Territories,0028-01-20,Northwest Territories,0
Northwest Territories,0029-01-20,Northwest Territories,0
Northwest Territories,0030-01-20,Northwest Territories,0
Northwest Territories,0031-01-20,Northwest Territories,0
Northwest Territories,0001-02-20,Northwest Territories,0
Northwest Territories,0002-02-20,Northwest Territories,0
Northwest Territories,0003-02-20,Northwest Territories,0
Northwest Territories,0004-02-20,Northwest Territories,0
Northwest Territories,0005-02-20,Northwest Territories,0
Northwest Territories,0006-02-20,Northwest Territories,0
Northwest Territories,0007-02-20,Northwest Territories,0
Northwest Territories,0008-02-20,Northwest Territories,0
Northwest Territories,0009-02-20,Northwest Territories,0
Northwest Territories,0010-02-20,Northwest Territories,0
Northwest Territories,0011-02-20,Northwest Territories,0
Northwest Territories,0012-02-20,Northwest Territories,0
Northwest Territories,0013-02-20,Northwest Territories,0
Northwest Territories,0014-02-20,Northwest Territories,0
Northwest Territories,0015-02-20,Northwest Territories,0
Northwest Territories,0016-02-20,Northwest Territories,0
Northwest Territories,0017-02-20,Northwest Territories,0
Northwest Territories,0018-02-20,Northwest Territories,0
Northwest Territories,0019-02-20,Northwest Territories,0
Northwest Territories,0020-02-20,Northwest Territories,0
Northwest Territories,0021-02-20,Northwest Territories,0
Northwest Territories,0022-02-20,Northwest Territories,0
Northwest Territories,0023-02-20,Northwest Territories,0
Northwest Territories,0024-02-20,Northwest Territories,0
Northwest Territories,0025-02-20,Northwest Territories,0
Northwest Territories,0026-02-20,Northwest Territories,0
Northwest Territories,0027-02-20,Northwest Territories,0
Northwest Territories,0028-02-20,Northwest Territories,0
Northwest Territories,0029-02-20,Northwest Territories,0
Northwest Territories,0001-03-20,Northwest Territories,0
Northwest Territories,0002-03-20,Northwest Territories,0
Northwest Territories,0003-03-20,Northwest Territories,0
Northwest Territories,0004-03-20,Northwest Territories,0
Northwest Territories,0005-03-20,Northwest Territories,0
Northwest Territories,0006-03-20,Northwest Territories,0
Northwest Territories,0007-03-20,Northwest Territories,0
Northwest Territories,0008-03-20,Northwest Territories,0
Northwest Territories,0009-03-20,Northwest Territories,0
Northwest Territories,0010-03-20,Northwest Territories,0
Northwest Territories,0011-03-20,Northwest Territories,0
Northwest Territories,0012-03-20,Northwest Territories,0
Northwest Territories,0013-03-20,Northwest Territories,0
Northwest Territories,0014-03-20,Northwest Territories,0
Northwest Territories,0015-03-20,Northwest Territories,0
Northwest Territories,0016-03-20,Northwest Territories,0
Northwest Territories,0017-03-20,Northwest Territories,0
Northwest Territories,0018-03-20,Northwest Territories,0
Northwest Territories,0019-03-20,Northwest Territories,0
Northwest Territories,0020-03-20,Northwest Territories,0
Northwest Territories,0021-03-20,Northwest Territories,1
Northwest Territories,0022-03-20,Northwest Territories,0
Northwest Territories,0023-03-20,Northwest Territories,0
Northwest Territories,0024-03-20,Northwest Territories,0
Northwest Territories,0025-03-20,Northwest Territories,0
Northwest Territories,0026-03-20,Northwest Territories,0
Northwest Territories,0027-03-20,Northwest Territories,0
Northwest Territories,0028-03-20,Northwest Territories,0
Northwest Territories,0029-03-20,Northwest Territories,0
Northwest Territories,0030-03-20,Northwest Territories,0
Northwest Territories,0031-03-20,Northwest Territories,0
Northwest Territories,0001-04-20,Northwest Territories,1
Northwest Territories,0002-04-20,Northwest Territories,0
Northwest Territories,0003-04-20,Northwest Territories,2
Northwest Territories,0004-04-20,Northwest Territories,0
Northwest Territories,0005-04-20,Northwest Territories,0
Northwest Territories,0006-04-20,Northwest Territories,1
Northwest Territories,0007-04-20,Northwest Territories,0
Northwest Territories,0008-04-20,Northwest Territories,0
Northwest Territories,0009-04-20,Northwest Territories,0
Northwest Territories,0010-04-20,Northwest Territories,0
Northwest Territories,0011-04-20,Northwest Territories,0
Northwest Territories,0012-04-20,Northwest Territories,0
Northwest Territories,0013-04-20,Northwest Territories,0
Northwest Territories,0014-04-20,Northwest Territories,0
Northwest Territories,0015-04-20,Northwest Territories,0
Northwest Territories,0016-04-20,Northwest Territories,0
Northwest Territories,0017-04-20,Northwest Territories,0
Northwest Territories,0018-04-20,Northwest Territories,0
Northwest Territories,0019-04-20,Northwest Territories,0
Northwest Territories,0020-04-20,Northwest Territories,0
Northwest Territories,0021-04-20,Northwest Territories,0
Northwest Territories,0022-04-20,Northwest Territories,0
Northwest Territories,0023-04-20,Northwest Territories,0
Northwest Territories,0024-04-20,Northwest Territories,0
Northwest Territories,0025-04-20,Northwest Territories,0
Northwest Territories,0026-04-20,Northwest Territories,0
Northwest Territories,0027-04-20,Northwest Territories,0
Northwest Territories,0028-04-20,Northwest Territories,0
Northwest Territories,0029-04-20,Northwest Territories,0
Northwest Territories,0030-04-20,Northwest Territories,0
Northwest Territories,0001-05-20,Northwest Territories,0
Northwest Territories,0002-05-20,Northwest Territories,0
Northwest Territories,0003-05-20,Northwest Territories,0
Northwest Territories,0004-05-20,Northwest Territories,0
Northwest Territories,0005-05-20,Northwest Territories,0
Northwest Territories,0006-05-20,Northwest Territories,0
Northwest Territories,0007-05-20,Northwest Territories,0
Northwest Territories,0008-05-20,Northwest Territories,0
Northwest Territories,0009-05-20,Northwest Territories,0
Northwest Territories,0010-05-20,Northwest Territories,0
Northwest Territories,0011-05-20,Northwest Territories,0
Northwest Territories,0012-05-20,Northwest Territories,0
Northwest Territories,0013-05-20,Northwest Territories,0
Northwest Territories,0014-05-20,Northwest Territories,0
Northwest Territories,0015-05-20,Northwest Territories,0
Northwest Territories,0016-05-20,Northwest Territories,0
Northwest Territories,0017-05-20,Northwest Territories,0
Northwest Territories,0018-05-20,Northwest Territories,0
Northwest Territories,0019-05-20,Northwest Territories,0
Northwest Territories,0020-05-20,Northwest Territories,0
Northwest Territories,0021-05-20,Northwest Territories,0
Northwest Territories,0022-05-20,Northwest Territories,0
Northwest Territories,0023-05-20,Northwest Territories,0
Northwest Territories,0024-05-20,Northwest Territories,0
Northwest Territories,0025-05-20,Northwest Territories,0
Northwest Territories,0026-05-20,Northwest Territories,0
Northwest Territories,0027-05-20,Northwest Territories,0
Northwest Territories,0028-05-20,Northwest Territories,0
Northwest Territories,0029-05-20,Northwest Territories,0
Northwest Territories,0030-05-20,Northwest Territories,0
Northwest Territories,0031-05-20,Northwest Territories,0
Northwest Territories,0001-06-20,Northwest Territories,0
Northwest Territories,0002-06-20,Northwest Territories,0
Northwest Territories,0003-06-20,Northwest Territories,0
Northwest Territories,0004-06-20,Northwest Territories,0
Northwest Territories,0005-06-20,Northwest Territories,0
Northwest Territories,0006-06-20,Northwest Territories,0
Northwest Territories,0007-06-20,Northwest Territories,0
Northwest Territories,0008-06-20,Northwest Territories,0
Northwest Territories,0009-06-20,Northwest Territories,0
Northwest Territories,0010-06-20,Northwest Territories,0
Northwest Territories,0011-06-20,Northwest Territories,0
Northwest Territories,0012-06-20,Northwest Territories,0
Northwest Territories,0013-06-20,Northwest Territories,0
Northwest Territories,0014-06-20,Northwest Territories,0
Northwest Territories,0015-06-20,Northwest Territories,0
Northwest Territories,0016-06-20,Northwest Territories,0
Northwest Territories,0017-06-20,Northwest Territories,0
Northwest Territories,0018-06-20,Northwest Territories,0
Northwest Territories,0019-06-20,Northwest Territories,0
Northwest Territories,0020-06-20,Northwest Territories,0
Northwest Territories,0021-06-20,Northwest Territories,0
Northwest Territories,0022-06-20,Northwest Territories,0
Northwest Territories,0023-06-20,Northwest Territories,0
