date,HR,cases,province,HRUID2018
2020-11-07,Eastern,6,Ontario,3558
2020-11-08,Eastern,10,Ontario,3558
2020-11-09,Eastern,8,Ontario,3558
2020-11-10,Eastern,8,Ontario,3558
2020-11-11,Eastern,7,Ontario,3558
2020-11-12,Eastern,12,Ontario,3558
2020-11-13,Eastern,4,Ontario,3558
2020-11-14,Eastern,5,Ontario,3558
2020-11-15,Eastern,5,Ontario,3558
2020-11-16,Eastern,9,Ontario,3558
2020-11-17,Eastern,5,Ontario,3558
2020-11-18,Eastern,2,Ontario,3558
2020-11-19,Eastern,8,Ontario,3558
2020-11-20,Eastern,5,Ontario,3558
2020-11-21,Eastern,3,Ontario,3558
2020-11-22,Eastern,7,Ontario,3558
2020-11-23,Eastern,6,Ontario,3558
2020-11-24,Eastern,1,Ontario,3558
2020-11-25,Eastern,5,Ontario,3558
2020-11-26,Eastern,9,Ontario,3558
2020-11-27,Eastern,9,Ontario,3558
2020-11-28,Eastern,13,Ontario,3558
2020-11-29,Eastern,10,Ontario,3558
2020-11-30,Eastern,15,Ontario,3558
2020-12-01,Eastern,7,Ontario,3558
2020-12-02,Eastern,5,Ontario,3558
2020-12-03,Eastern,19,Ontario,3558
2020-12-04,Eastern,4,Ontario,3558
2020-12-05,Eastern,41,Ontario,3558
2020-12-06,Eastern,17,Ontario,3558
2020-12-07,Eastern,22,Ontario,3558
2020-12-08,Eastern,4,Ontario,3558
2020-12-09,Eastern,8,Ontario,3558
2020-12-10,Eastern,23,Ontario,3558
2020-12-11,Eastern,46,Ontario,3558
2020-12-12,Eastern,11,Ontario,3558
2020-12-13,Eastern,23,Ontario,3558
2020-12-14,Eastern,27,Ontario,3558
2020-12-15,Eastern,11,Ontario,3558
2020-12-16,Eastern,10,Ontario,3558
2020-12-17,Eastern,19,Ontario,3558
2020-12-18,Eastern,16,Ontario,3558
2020-12-19,Eastern,6,Ontario,3558
2020-12-20,Eastern,22,Ontario,3558
2020-12-21,Eastern,11,Ontario,3558
2020-12-22,Eastern,6,Ontario,3558
2020-12-23,Eastern,9,Ontario,3558
2020-12-24,Eastern,30,Ontario,3558
2020-12-25,Eastern,17,Ontario,3558
2020-12-26,Eastern,18,Ontario,3558
2020-12-27,Eastern,18,Ontario,3558
2020-12-28,Eastern,13,Ontario,3558
2020-12-29,Eastern,16,Ontario,3558
2020-12-30,Eastern,16,Ontario,3558
2020-12-31,Eastern,58,Ontario,3558
2021-01-01,Eastern,25,Ontario,3558
2021-01-02,Eastern,53,Ontario,3558
2021-01-03,Eastern,45,Ontario,3558
2021-01-04,Eastern,55,Ontario,3558
2021-01-05,Eastern,45,Ontario,3558
2021-01-06,Eastern,47,Ontario,3558
2021-01-07,Eastern,36,Ontario,3558
2021-01-08,Eastern,45,Ontario,3558
2021-01-09,Eastern,42,Ontario,3558
2021-01-10,Eastern,72,Ontario,3558
2021-01-11,Eastern,69,Ontario,3558
2021-01-12,Eastern,18,Ontario,3558
2021-01-13,Eastern,12,Ontario,3558
2021-01-14,Eastern,39,Ontario,3558
2021-01-15,Eastern,27,Ontario,3558
2021-01-16,Eastern,59,Ontario,3558
2021-01-17,Eastern,45,Ontario,3558
2021-01-18,Eastern,36,Ontario,3558
2021-01-19,Eastern,14,Ontario,3558
2021-01-20,Eastern,16,Ontario,3558
2021-01-21,Eastern,32,Ontario,3558
2021-01-22,Eastern,37,Ontario,3558
2021-01-23,Eastern,29,Ontario,3558
2021-01-24,Eastern,15,Ontario,3558
2021-01-25,Eastern,11,Ontario,3558
2021-01-26,Eastern,18,Ontario,3558
2021-01-27,Eastern,28,Ontario,3558
2021-01-28,Eastern,30,Ontario,3558
2021-01-29,Eastern,8,Ontario,3558
2021-01-30,Eastern,28,Ontario,3558
2021-01-31,Eastern,19,Ontario,3558
2021-02-01,Eastern,14,Ontario,3558
2021-02-02,Eastern,4,Ontario,3558
2021-02-03,Eastern,14,Ontario,3558
2021-02-04,Eastern,20,Ontario,3558
2021-02-05,Eastern,11,Ontario,3558
2021-02-06,Eastern,12,Ontario,3558
2021-02-07,Eastern,2,Ontario,3558
2021-02-08,Eastern,4,Ontario,3558
2021-02-09,Eastern,1,Ontario,3558
2021-02-10,Eastern,2,Ontario,3558
2021-02-11,Eastern,15,Ontario,3558
2021-02-12,Eastern,6,Ontario,3558
2021-02-13,Eastern,10,Ontario,3558
2021-02-14,Eastern,7,Ontario,3558
2021-02-15,Eastern,13,Ontario,3558
2021-02-16,Eastern,3,Ontario,3558
2021-02-17,Eastern,3,Ontario,3558
2021-02-18,Eastern,8,Ontario,3558
2021-02-19,Eastern,12,Ontario,3558
2021-02-20,Eastern,8,Ontario,3558
2021-02-21,Eastern,5,Ontario,3558
2021-02-22,Eastern,5,Ontario,3558
2021-02-23,Eastern,2,Ontario,3558
2021-02-24,Eastern,6,Ontario,3558
2021-02-25,Eastern,20,Ontario,3558
2021-02-26,Eastern,11,Ontario,3558
2021-02-27,Eastern,7,Ontario,3558
2021-02-28,Eastern,4,Ontario,3558
2021-03-01,Eastern,9,Ontario,3558
2021-03-02,Eastern,7,Ontario,3558
2021-03-03,Eastern,13,Ontario,3558
2021-03-04,Eastern,9,Ontario,3558
2021-03-05,Eastern,11,Ontario,3558
2021-03-06,Eastern,12,Ontario,3558
2021-03-07,Eastern,9,Ontario,3558
2021-03-08,Eastern,15,Ontario,3558
2021-03-09,Eastern,10,Ontario,3558
2021-03-10,Eastern,11,Ontario,3558
2021-03-11,Eastern,18,Ontario,3558
2021-03-12,Eastern,12,Ontario,3558
2021-03-13,Eastern,12,Ontario,3558
2021-03-14,Eastern,12,Ontario,3558
2021-03-15,Eastern,13,Ontario,3558
2021-03-16,Eastern,10,Ontario,3558
2021-03-17,Eastern,4,Ontario,3558
2021-03-18,Eastern,33,Ontario,3558
2021-03-19,Eastern,11,Ontario,3558
2021-03-20,Eastern,27,Ontario,3558
2021-03-21,Eastern,18,Ontario,3558
2021-03-22,Eastern,39,Ontario,3558
2021-03-23,Eastern,15,Ontario,3558
2021-03-24,Eastern,20,Ontario,3558
2021-03-25,Eastern,46,Ontario,3558
2021-03-26,Eastern,30,Ontario,3558
2021-03-27,Eastern,23,Ontario,3558
2021-03-28,Eastern,27,Ontario,3558
2021-03-29,Eastern,37,Ontario,3558
2021-03-30,Eastern,23,Ontario,3558
2021-03-31,Eastern,20,Ontario,3558
2021-04-01,Eastern,37,Ontario,3558
2021-04-02,Eastern,27,Ontario,3558
2021-04-03,Eastern,44,Ontario,3558
2021-04-04,Eastern,30,Ontario,3558
2021-04-05,Eastern,32,Ontario,3558
2021-04-06,Eastern,22,Ontario,3558
2021-04-07,Eastern,32,Ontario,3558
2021-04-08,Eastern,38,Ontario,3558
2021-04-09,Eastern,64,Ontario,3558
2021-04-10,Eastern,23,Ontario,3558
2021-04-11,Eastern,53,Ontario,3558
2021-04-12,Eastern,38,Ontario,3558
2021-04-13,Eastern,32,Ontario,3558
2021-04-14,Eastern,37,Ontario,3558
2021-04-15,Eastern,74,Ontario,3558
2021-04-16,Eastern,56,Ontario,3558
2021-04-17,Eastern,34,Ontario,3558
2021-04-18,Eastern,52,Ontario,3558
2021-04-19,Eastern,32,Ontario,3558
2021-04-20,Eastern,9,Ontario,3558
2021-04-21,Eastern,22,Ontario,3558
2021-04-22,Eastern,64,Ontario,3558
2021-04-23,Eastern,25,Ontario,3558
2021-04-24,Eastern,32,Ontario,3558
2021-04-25,Eastern,31,Ontario,3558
2021-04-26,Eastern,11,Ontario,3558
2021-04-27,Eastern,3,Ontario,3558
2021-04-28,Eastern,19,Ontario,3558
2021-04-29,Eastern,16,Ontario,3558
2021-04-30,Eastern,27,Ontario,3558
2021-05-01,Eastern,21,Ontario,3558
2021-05-02,Eastern,23,Ontario,3558
2021-05-03,Eastern,15,Ontario,3558
2021-05-04,Eastern,11,Ontario,3558
2021-05-05,Eastern,12,Ontario,3558
2021-05-06,Eastern,23,Ontario,3558
2021-05-07,Eastern,15,Ontario,3558
2021-05-08,Eastern,23,Ontario,3558
2021-05-09,Eastern,14,Ontario,3558
2021-05-10,Eastern,6,Ontario,3558
2021-05-11,Eastern,3,Ontario,3558
2021-05-12,Eastern,8,Ontario,3558
2021-05-13,Eastern,18,Ontario,3558
2021-05-14,Eastern,18,Ontario,3558
2021-05-15,Eastern,22,Ontario,3558
2021-05-16,Eastern,10,Ontario,3558
2021-05-17,Eastern,10,Ontario,3558
2021-05-18,Eastern,9,Ontario,3558
2021-05-19,Eastern,14,Ontario,3558
2021-05-20,Eastern,18,Ontario,3558
2021-05-21,Eastern,7,Ontario,3558
2021-05-22,Eastern,12,Ontario,3558
2021-05-23,Eastern,4,Ontario,3558
2021-05-24,Eastern,5,Ontario,3558
2021-05-25,Eastern,0,Ontario,3558
2021-05-26,Eastern,3,Ontario,3558
2021-05-27,Eastern,2,Ontario,3558
2021-05-28,Eastern,13,Ontario,3558
2021-05-29,Eastern,11,Ontario,3558
2021-05-30,Eastern,4,Ontario,3558
2021-05-31,Eastern,3,Ontario,3558
2021-06-01,Eastern,0,Ontario,3558
2021-06-02,Eastern,3,Ontario,3558
2021-06-03,Eastern,3,Ontario,3558
2021-06-04,Eastern,0,Ontario,3558
2021-06-05,Eastern,0,Ontario,3558
2021-06-06,Eastern,0,Ontario,3558
2021-06-07,Eastern,0,Ontario,3558
2021-06-08,Eastern,0,Ontario,3558
2021-06-09,Eastern,0,Ontario,3558
2021-06-10,Eastern,2,Ontario,3558
2021-06-11,Eastern,0,Ontario,3558
2021-06-12,Eastern,0,Ontario,3558
2021-06-13,Eastern,4,Ontario,3558
2021-06-14,Eastern,1,Ontario,3558
2021-06-15,Eastern,0,Ontario,3558
2021-06-16,Eastern,1,Ontario,3558
2021-06-17,Eastern,1,Ontario,3558
2021-06-18,Eastern,5,Ontario,3558
2021-06-19,Eastern,0,Ontario,3558
2021-06-20,Eastern,2,Ontario,3558
2021-06-21,Eastern,0,Ontario,3558
2021-06-22,Eastern,-8,Ontario,3558
2021-06-23,Eastern,0,Ontario,3558
2021-06-24,Eastern,2,Ontario,3558
2021-06-25,Eastern,1,Ontario,3558
2021-06-26,Eastern,-6,Ontario,3558
2021-06-27,Eastern,-1,Ontario,3558
2021-06-28,Eastern,1,Ontario,3558
2021-06-29,Eastern,-3,Ontario,3558
2021-06-30,Eastern,0,Ontario,3558
2021-07-01,Eastern,0,Ontario,3558
2021-07-02,Eastern,2,Ontario,3558
2021-07-03,Eastern,-7,Ontario,3558
2021-07-04,Eastern,0,Ontario,3558
2021-07-05,Eastern,0,Ontario,3558
2021-07-06,Eastern,0,Ontario,3558
2021-07-07,Eastern,1,Ontario,3558
2021-07-08,Eastern,0,Ontario,3558
2021-07-09,Eastern,0,Ontario,3558
2021-07-10,Eastern,3,Ontario,3558
2021-07-11,Eastern,0,Ontario,3558
2021-07-12,Eastern,0,Ontario,3558
2021-07-13,Eastern,-1,Ontario,3558
2021-07-14,Eastern,0,Ontario,3558
2021-07-15,Eastern,0,Ontario,3558
2021-07-16,Eastern,0,Ontario,3558
2021-07-17,Eastern,1,Ontario,3558
2021-07-18,Eastern,0,Ontario,3558
2021-07-19,Eastern,0,Ontario,3558
2021-07-20,Eastern,0,Ontario,3558
2021-07-21,Eastern,0,Ontario,3558
2021-07-22,Eastern,5,Ontario,3558
2021-07-23,Eastern,0,Ontario,3558
2021-07-24,Eastern,4,Ontario,3558
2021-07-25,Eastern,2,Ontario,3558
2021-07-26,Eastern,0,Ontario,3558
2021-07-27,Eastern,1,Ontario,3558
2021-07-28,Eastern,2,Ontario,3558
2021-07-29,Eastern,1,Ontario,3558
2021-07-30,Eastern,1,Ontario,3558
2021-07-31,Eastern,1,Ontario,3558
2021-08-01,Eastern,1,Ontario,3558
2021-08-02,Eastern,1,Ontario,3558
2021-08-03,Eastern,0,Ontario,3558
2021-08-04,Eastern,0,Ontario,3558
2021-08-05,Eastern,0,Ontario,3558
2021-08-06,Eastern,1,Ontario,3558
2021-08-07,Eastern,4,Ontario,3558
2021-08-08,Eastern,2,Ontario,3558
2021-08-09,Eastern,3,Ontario,3558
2021-08-10,Eastern,8,Ontario,3558
2021-08-11,Eastern,4,Ontario,3558
2021-08-12,Eastern,14,Ontario,3558
2021-08-13,Eastern,-4,Ontario,3558
2021-08-14,Eastern,2,Ontario,3558
2021-08-15,Eastern,2,Ontario,3558
2021-08-16,Eastern,0,Ontario,3558
2021-08-17,Eastern,0,Ontario,3558
2021-08-18,Eastern,1,Ontario,3558
2021-08-19,Eastern,0,Ontario,3558
2021-08-20,Eastern,1,Ontario,3558
2021-08-21,Eastern,2,Ontario,3558
2021-08-22,Eastern,3,Ontario,3558
2021-08-23,Eastern,6,Ontario,3558
2020-03-24,Grey Bruce,,Ontario,3533
2020-03-25,Grey Bruce,1,Ontario,3533
2020-03-26,Grey Bruce,0,Ontario,3533
2020-03-27,Grey Bruce,1,Ontario,3533
2020-03-28,Grey Bruce,,Ontario,3533
2020-03-29,Grey Bruce,,Ontario,3533
2020-03-30,Grey Bruce,5,Ontario,3533
2020-03-31,Grey Bruce,1,Ontario,3533
2020-04-01,Grey Bruce,1,Ontario,3533
2020-04-02,Grey Bruce,1,Ontario,3533
2020-04-03,Grey Bruce,2,Ontario,3533
2020-04-04,Grey Bruce,0,Ontario,3533
2020-04-05,Grey Bruce,4,Ontario,3533
2020-04-06,Grey Bruce,0,Ontario,3533
2020-04-07,Grey Bruce,6,Ontario,3533
2020-04-08,Grey Bruce,2,Ontario,3533
2020-04-09,Grey Bruce,1,Ontario,3533
2020-04-10,Grey Bruce,3,Ontario,3533
2020-04-11,Grey Bruce,1,Ontario,3533
2020-04-12,Grey Bruce,2,Ontario,3533
2020-04-13,Grey Bruce,2,Ontario,3533
2020-04-14,Grey Bruce,1,Ontario,3533
2020-04-15,Grey Bruce,1,Ontario,3533
2020-04-16,Grey Bruce,2,Ontario,3533
2020-04-17,Grey Bruce,2,Ontario,3533
2020-04-18,Grey Bruce,1,Ontario,3533
2020-04-19,Grey Bruce,14,Ontario,3533
2020-04-20,Grey Bruce,4,Ontario,3533
2020-04-21,Grey Bruce,0,Ontario,3533
2020-04-22,Grey Bruce,2,Ontario,3533
2020-04-23,Grey Bruce,1,Ontario,3533
2020-04-24,Grey Bruce,2,Ontario,3533
2020-04-25,Grey Bruce,2,Ontario,3533
2020-04-26,Grey Bruce,1,Ontario,3533
2020-04-27,Grey Bruce,3,Ontario,3533
2020-04-28,Grey Bruce,2,Ontario,3533
2020-04-29,Grey Bruce,3,Ontario,3533
2020-04-30,Grey Bruce,0,Ontario,3533
2020-05-01,Grey Bruce,0,Ontario,3533
2020-05-02,Grey Bruce,2,Ontario,3533
2020-05-03,Grey Bruce,0,Ontario,3533
2020-05-04,Grey Bruce,0,Ontario,3533
2020-05-05,Grey Bruce,3,Ontario,3533
2020-05-06,Grey Bruce,0,Ontario,3533
2020-05-07,Grey Bruce,0,Ontario,3533
2020-05-08,Grey Bruce,0,Ontario,3533
2020-05-09,Grey Bruce,1,Ontario,3533
2020-05-10,Grey Bruce,0,Ontario,3533
2020-05-11,Grey Bruce,1,Ontario,3533
2020-05-12,Grey Bruce,0,Ontario,3533
2020-05-13,Grey Bruce,1,Ontario,3533
2020-05-14,Grey Bruce,2,Ontario,3533
2020-05-15,Grey Bruce,0,Ontario,3533
2020-05-16,Grey Bruce,-1,Ontario,3533
2020-05-17,Grey Bruce,0,Ontario,3533
2020-05-18,Grey Bruce,2,Ontario,3533
2020-05-19,Grey Bruce,1,Ontario,3533
2020-05-20,Grey Bruce,-1,Ontario,3533
2020-05-21,Grey Bruce,-1,Ontario,3533
2020-05-22,Grey Bruce,-1,Ontario,3533
2020-05-23,Grey Bruce,0,Ontario,3533
2020-05-24,Grey Bruce,1,Ontario,3533
2020-05-25,Grey Bruce,0,Ontario,3533
2020-05-26,Grey Bruce,0,Ontario,3533
2020-05-27,Grey Bruce,0,Ontario,3533
2020-05-28,Grey Bruce,0,Ontario,3533
2020-05-29,Grey Bruce,1,Ontario,3533
2020-05-30,Grey Bruce,0,Ontario,3533
2020-05-31,Grey Bruce,0,Ontario,3533
2020-06-01,Grey Bruce,1,Ontario,3533
2020-06-02,Grey Bruce,1,Ontario,3533
2020-06-03,Grey Bruce,0,Ontario,3533
2020-06-04,Grey Bruce,1,Ontario,3533
2020-06-05,Grey Bruce,0,Ontario,3533
2020-06-06,Grey Bruce,1,Ontario,3533
2020-06-07,Grey Bruce,1,Ontario,3533
2020-06-08,Grey Bruce,0,Ontario,3533
2020-06-09,Grey Bruce,0,Ontario,3533
2020-06-10,Grey Bruce,0,Ontario,3533
2020-06-11,Grey Bruce,0,Ontario,3533
2020-06-12,Grey Bruce,0,Ontario,3533
2020-06-13,Grey Bruce,2,Ontario,3533
2020-06-14,Grey Bruce,0,Ontario,3533
2020-06-15,Grey Bruce,0,Ontario,3533
2020-06-16,Grey Bruce,1,Ontario,3533
2020-06-17,Grey Bruce,0,Ontario,3533
2020-06-18,Grey Bruce,0,Ontario,3533
2020-06-19,Grey Bruce,3,Ontario,3533
2020-06-20,Grey Bruce,-1,Ontario,3533
2020-06-21,Grey Bruce,2,Ontario,3533
2020-06-22,Grey Bruce,-1,Ontario,3533
2020-06-23,Grey Bruce,2,Ontario,3533
2020-06-24,Grey Bruce,1,Ontario,3533
2020-06-25,Grey Bruce,2,Ontario,3533
2020-06-26,Grey Bruce,1,Ontario,3533
2020-06-27,Grey Bruce,0,Ontario,3533
2020-06-28,Grey Bruce,0,Ontario,3533
2020-06-29,Grey Bruce,0,Ontario,3533
2020-06-30,Grey Bruce,0,Ontario,3533
2020-07-01,Grey Bruce,0,Ontario,3533
2020-07-02,Grey Bruce,0,Ontario,3533
2020-07-03,Grey Bruce,1,Ontario,3533
2020-07-04,Grey Bruce,0,Ontario,3533
2020-07-05,Grey Bruce,0,Ontario,3533
2020-07-06,Grey Bruce,1,Ontario,3533
2020-07-07,Grey Bruce,0,Ontario,3533
2020-07-08,Grey Bruce,0,Ontario,3533
2020-07-09,Grey Bruce,0,Ontario,3533
2020-07-10,Grey Bruce,1,Ontario,3533
2020-07-11,Grey Bruce,0,Ontario,3533
2020-07-12,Grey Bruce,0,Ontario,3533
2020-07-13,Grey Bruce,0,Ontario,3533
2020-07-14,Grey Bruce,0,Ontario,3533
2020-07-15,Grey Bruce,0,Ontario,3533
2020-07-16,Grey Bruce,0,Ontario,3533
2020-07-17,Grey Bruce,0,Ontario,3533
2020-07-18,Grey Bruce,0,Ontario,3533
2020-07-19,Grey Bruce,0,Ontario,3533
2020-07-20,Grey Bruce,0,Ontario,3533
2020-07-21,Grey Bruce,-1,Ontario,3533
2020-07-22,Grey Bruce,0,Ontario,3533
2020-07-23,Grey Bruce,0,Ontario,3533
2020-07-24,Grey Bruce,4,Ontario,3533
2020-07-25,Grey Bruce,0,Ontario,3533
2020-07-26,Grey Bruce,2,Ontario,3533
2020-07-27,Grey Bruce,0,Ontario,3533
2020-07-28,Grey Bruce,0,Ontario,3533
2020-07-29,Grey Bruce,-2,Ontario,3533
2020-07-30,Grey Bruce,0,Ontario,3533
2020-07-31,Grey Bruce,1,Ontario,3533
2020-08-01,Grey Bruce,0,Ontario,3533
2020-08-02,Grey Bruce,0,Ontario,3533
2020-08-03,Grey Bruce,0,Ontario,3533
2020-08-04,Grey Bruce,0,Ontario,3533
2020-08-05,Grey Bruce,0,Ontario,3533
2020-08-06,Grey Bruce,0,Ontario,3533
2020-08-07,Grey Bruce,0,Ontario,3533
2020-08-08,Grey Bruce,1,Ontario,3533
2020-08-09,Grey Bruce,1,Ontario,3533
2020-08-10,Grey Bruce,1,Ontario,3533
2020-08-11,Grey Bruce,0,Ontario,3533
2020-08-12,Grey Bruce,0,Ontario,3533
2020-08-13,Grey Bruce,2,Ontario,3533
2020-08-14,Grey Bruce,1,Ontario,3533
2020-08-15,Grey Bruce,0,Ontario,3533
2020-08-16,Grey Bruce,0,Ontario,3533
2020-08-17,Grey Bruce,0,Ontario,3533
2020-08-18,Grey Bruce,2,Ontario,3533
2020-08-19,Grey Bruce,0,Ontario,3533
2020-08-20,Grey Bruce,0,Ontario,3533
2020-08-21,Grey Bruce,0,Ontario,3533
2020-08-22,Grey Bruce,0,Ontario,3533
2020-08-23,Grey Bruce,-1,Ontario,3533
2020-08-24,Grey Bruce,0,Ontario,3533
2020-08-25,Grey Bruce,0,Ontario,3533
2020-08-26,Grey Bruce,0,Ontario,3533
2020-08-27,Grey Bruce,0,Ontario,3533
2020-08-28,Grey Bruce,0,Ontario,3533
2020-08-29,Grey Bruce,-1,Ontario,3533
2020-08-30,Grey Bruce,0,Ontario,3533
2020-08-31,Grey Bruce,0,Ontario,3533
2020-09-01,Grey Bruce,1,Ontario,3533
2020-09-02,Grey Bruce,0,Ontario,3533
2020-09-03,Grey Bruce,0,Ontario,3533
2020-09-04,Grey Bruce,0,Ontario,3533
2020-09-05,Grey Bruce,1,Ontario,3533
2020-09-06,Grey Bruce,-1,Ontario,3533
2020-09-07,Grey Bruce,0,Ontario,3533
2020-09-08,Grey Bruce,0,Ontario,3533
2020-09-09,Grey Bruce,0,Ontario,3533
2020-09-10,Grey Bruce,2,Ontario,3533
2020-09-11,Grey Bruce,0,Ontario,3533
2020-09-12,Grey Bruce,0,Ontario,3533
2020-09-13,Grey Bruce,0,Ontario,3533
2020-09-14,Grey Bruce,1,Ontario,3533
2020-09-15,Grey Bruce,0,Ontario,3533
2020-09-16,Grey Bruce,0,Ontario,3533
2020-09-17,Grey Bruce,0,Ontario,3533
2020-09-18,Grey Bruce,0,Ontario,3533
2020-09-19,Grey Bruce,2,Ontario,3533
2020-09-20,Grey Bruce,0,Ontario,3533
2020-09-21,Grey Bruce,1,Ontario,3533
2020-09-22,Grey Bruce,0,Ontario,3533
2020-09-23,Grey Bruce,0,Ontario,3533
2020-09-24,Grey Bruce,0,Ontario,3533
2020-09-25,Grey Bruce,0,Ontario,3533
2020-09-26,Grey Bruce,3,Ontario,3533
2020-09-27,Grey Bruce,2,Ontario,3533
2020-09-28,Grey Bruce,1,Ontario,3533
2020-09-29,Grey Bruce,0,Ontario,3533
2020-09-30,Grey Bruce,0,Ontario,3533
2020-10-01,Grey Bruce,2,Ontario,3533
2020-10-02,Grey Bruce,2,Ontario,3533
2020-10-03,Grey Bruce,0,Ontario,3533
2020-10-04,Grey Bruce,3,Ontario,3533
2020-10-05,Grey Bruce,2,Ontario,3533
2020-10-06,Grey Bruce,1,Ontario,3533
2020-10-07,Grey Bruce,1,Ontario,3533
2020-10-08,Grey Bruce,0,Ontario,3533
2020-10-09,Grey Bruce,0,Ontario,3533
2020-10-10,Grey Bruce,2,Ontario,3533
2020-10-11,Grey Bruce,0,Ontario,3533
2020-10-12,Grey Bruce,2,Ontario,3533
2020-10-13,Grey Bruce,2,Ontario,3533
2020-10-14,Grey Bruce,1,Ontario,3533
2020-10-15,Grey Bruce,0,Ontario,3533
2020-10-16,Grey Bruce,-1,Ontario,3533
2020-10-17,Grey Bruce,1,Ontario,3533
2020-10-18,Grey Bruce,1,Ontario,3533
2020-10-19,Grey Bruce,4,Ontario,3533
2020-10-20,Grey Bruce,0,Ontario,3533
2020-10-21,Grey Bruce,0,Ontario,3533
2020-10-22,Grey Bruce,0,Ontario,3533
2020-10-23,Grey Bruce,4,Ontario,3533
2020-10-24,Grey Bruce,0,Ontario,3533
2020-10-25,Grey Bruce,1,Ontario,3533
2020-10-26,Grey Bruce,2,Ontario,3533
2020-10-27,Grey Bruce,2,Ontario,3533
2020-10-28,Grey Bruce,0,Ontario,3533
2020-10-29,Grey Bruce,-1,Ontario,3533
2020-10-30,Grey Bruce,0,Ontario,3533
2020-10-31,Grey Bruce,6,Ontario,3533
2020-11-01,Grey Bruce,1,Ontario,3533
2020-11-02,Grey Bruce,0,Ontario,3533
2020-11-03,Grey Bruce,0,Ontario,3533
2020-11-04,Grey Bruce,1,Ontario,3533
2020-11-05,Grey Bruce,2,Ontario,3533
2020-11-06,Grey Bruce,0,Ontario,3533
2020-11-07,Grey Bruce,1,Ontario,3533
2020-11-08,Grey Bruce,2,Ontario,3533
2020-11-09,Grey Bruce,5,Ontario,3533
2020-11-10,Grey Bruce,1,Ontario,3533
2020-11-11,Grey Bruce,1,Ontario,3533
2020-11-12,Grey Bruce,7,Ontario,3533
2020-11-13,Grey Bruce,2,Ontario,3533
2020-11-14,Grey Bruce,5,Ontario,3533
2020-11-15,Grey Bruce,5,Ontario,3533
2020-11-16,Grey Bruce,10,Ontario,3533
2020-11-17,Grey Bruce,2,Ontario,3533
2020-11-18,Grey Bruce,2,Ontario,3533
2020-11-19,Grey Bruce,10,Ontario,3533
2020-11-20,Grey Bruce,21,Ontario,3533
2020-11-21,Grey Bruce,3,Ontario,3533
2020-11-22,Grey Bruce,16,Ontario,3533
2020-11-23,Grey Bruce,7,Ontario,3533
2020-11-24,Grey Bruce,2,Ontario,3533
2020-11-25,Grey Bruce,2,Ontario,3533
2020-11-26,Grey Bruce,9,Ontario,3533
2020-11-27,Grey Bruce,11,Ontario,3533
2020-11-28,Grey Bruce,10,Ontario,3533
2020-11-29,Grey Bruce,1,Ontario,3533
2020-11-30,Grey Bruce,3,Ontario,3533
2020-12-01,Grey Bruce,12,Ontario,3533
2020-12-02,Grey Bruce,3,Ontario,3533
2020-12-03,Grey Bruce,4,Ontario,3533
2020-12-04,Grey Bruce,7,Ontario,3533
2020-12-05,Grey Bruce,4,Ontario,3533
2020-12-06,Grey Bruce,3,Ontario,3533
2020-12-07,Grey Bruce,1,Ontario,3533
2020-12-08,Grey Bruce,2,Ontario,3533
2020-12-09,Grey Bruce,6,Ontario,3533
2020-12-10,Grey Bruce,6,Ontario,3533
2020-12-11,Grey Bruce,8,Ontario,3533
2020-12-12,Grey Bruce,4,Ontario,3533
2020-12-13,Grey Bruce,4,Ontario,3533
2020-12-14,Grey Bruce,5,Ontario,3533
2020-12-15,Grey Bruce,2,Ontario,3533
2020-12-16,Grey Bruce,0,Ontario,3533
2020-12-17,Grey Bruce,9,Ontario,3533
2020-12-18,Grey Bruce,-1,Ontario,3533
2020-12-19,Grey Bruce,6,Ontario,3533
2020-12-20,Grey Bruce,9,Ontario,3533
2020-12-21,Grey Bruce,6,Ontario,3533
2020-12-22,Grey Bruce,3,Ontario,3533
2020-12-23,Grey Bruce,-2,Ontario,3533
2020-12-24,Grey Bruce,8,Ontario,3533
2020-12-25,Grey Bruce,11,Ontario,3533
2020-12-26,Grey Bruce,1,Ontario,3533
2020-12-27,Grey Bruce,8,Ontario,3533
2020-12-28,Grey Bruce,1,Ontario,3533
2020-12-29,Grey Bruce,3,Ontario,3533
2020-12-30,Grey Bruce,1,Ontario,3533
2020-12-31,Grey Bruce,3,Ontario,3533
2021-01-01,Grey Bruce,7,Ontario,3533
2021-01-02,Grey Bruce,11,Ontario,3533
2021-01-03,Grey Bruce,15,Ontario,3533
2021-01-04,Grey Bruce,2,Ontario,3533
2021-01-05,Grey Bruce,7,Ontario,3533
2021-01-06,Grey Bruce,5,Ontario,3533
2021-01-07,Grey Bruce,16,Ontario,3533
2021-01-08,Grey Bruce,20,Ontario,3533
2021-01-09,Grey Bruce,11,Ontario,3533
2021-01-10,Grey Bruce,5,Ontario,3533
2021-01-11,Grey Bruce,5,Ontario,3533
2021-01-12,Grey Bruce,8,Ontario,3533
2021-01-13,Grey Bruce,5,Ontario,3533
2021-01-14,Grey Bruce,11,Ontario,3533
2021-01-15,Grey Bruce,8,Ontario,3533
2021-01-16,Grey Bruce,7,Ontario,3533
2021-01-17,Grey Bruce,6,Ontario,3533
2021-01-18,Grey Bruce,1,Ontario,3533
2021-01-19,Grey Bruce,2,Ontario,3533
2021-01-20,Grey Bruce,1,Ontario,3533
