date,HR,cases,province,HRUID2018
2021-05-09,Okanagan,29,British Columbia,5913
2021-05-09,Thompson Cariboo Shuswap,7,British Columbia,5914
2021-05-09,Northeast,7,British Columbia,5953
2021-05-09,Northern Interior,3,British Columbia,5952
2021-05-09,Northwest,0,British Columbia,5951
2021-05-09,North Shore/Coast Garibaldi,10,British Columbia,5933
2021-05-09,Richmond,11,British Columbia,5931
2021-05-09,Vancouver,77,British Columbia,5932
2021-05-09,Central Vancouver Island,4,British Columbia,5942
2021-05-09,North Vancouver Island,4,British Columbia,5943
2021-05-09,South Vancouver Island,5,British Columbia,5941
2021-05-10,Fraser East,71,British Columbia,5921
2021-05-10,Fraser North,68,British Columbia,5922
2021-05-10,Fraser South,161,British Columbia,5923
2021-05-10,East Kootenay,11,British Columbia,5911
2021-05-10,Kootenay-Boundary,4,British Columbia,5912
2021-05-10,Okanagan,39,British Columbia,5913
2021-05-10,Thompson Cariboo Shuswap,6,British Columbia,5914
2021-05-10,Northeast,10,British Columbia,5953
2021-05-10,Northern Interior,5,British Columbia,5952
2021-05-10,Northwest,2,British Columbia,5951
2021-05-10,North Shore/Coast Garibaldi,31,British Columbia,5933
2021-05-10,Richmond,16,British Columbia,5931
2021-05-10,Vancouver,80,British Columbia,5932
2021-05-10,Central Vancouver Island,7,British Columbia,5942
2021-05-10,North Vancouver Island,0,British Columbia,5943
2021-05-10,South Vancouver Island,5,British Columbia,5941
2021-05-11,Fraser East,74,British Columbia,5921
2021-05-11,Fraser North,74,British Columbia,5922
2021-05-11,Fraser South,224,British Columbia,5923
2021-05-11,East Kootenay,1,British Columbia,5911
2021-05-11,Kootenay-Boundary,4,British Columbia,5912
2021-05-11,Okanagan,28,British Columbia,5913
2021-05-11,Thompson Cariboo Shuswap,9,British Columbia,5914
2021-05-11,Northeast,5,British Columbia,5953
2021-05-11,Northern Interior,1,British Columbia,5952
2021-05-11,Northwest,0,British Columbia,5951
2021-05-11,North Shore/Coast Garibaldi,25,British Columbia,5933
2021-05-11,Richmond,18,British Columbia,5931
2021-05-11,Vancouver,101,British Columbia,5932
2021-05-11,Central Vancouver Island,4,British Columbia,5942
2021-05-11,North Vancouver Island,1,British Columbia,5943
2021-05-11,South Vancouver Island,5,British Columbia,5941
2021-05-12,Fraser East,96,British Columbia,5921
2021-05-12,Fraser North,84,British Columbia,5922
2021-05-12,Fraser South,195,British Columbia,5923
2021-05-12,East Kootenay,0,British Columbia,5911
2021-05-12,Kootenay-Boundary,5,British Columbia,5912
2021-05-12,Okanagan,45,British Columbia,5913
2021-05-12,Thompson Cariboo Shuswap,11,British Columbia,5914
2021-05-12,Northeast,10,British Columbia,5953
2021-05-12,Northern Interior,7,British Columbia,5952
2021-05-12,Northwest,1,British Columbia,5951
2021-05-12,North Shore/Coast Garibaldi,18,British Columbia,5933
2021-05-12,Richmond,17,British Columbia,5931
2021-05-12,Vancouver,94,British Columbia,5932
2021-05-12,Central Vancouver Island,11,British Columbia,5942
2021-05-12,North Vancouver Island,5,British Columbia,5943
2021-05-12,South Vancouver Island,3,British Columbia,5941
2021-05-13,Fraser East,56,British Columbia,5921
2021-05-13,Fraser North,84,British Columbia,5922
2021-05-13,Fraser South,169,British Columbia,5923
2021-05-13,East Kootenay,1,British Columbia,5911
2021-05-13,Kootenay-Boundary,2,British Columbia,5912
2021-05-13,Okanagan,23,British Columbia,5913
2021-05-13,Thompson Cariboo Shuswap,6,British Columbia,5914
2021-05-13,Northeast,11,British Columbia,5953
2021-05-13,Northern Interior,9,British Columbia,5952
2021-05-13,Northwest,2,British Columbia,5951
2021-05-13,North Shore/Coast Garibaldi,18,British Columbia,5933
2021-05-13,Richmond,12,British Columbia,5931
2021-05-13,Vancouver,79,British Columbia,5932
2021-05-13,Central Vancouver Island,1,British Columbia,5942
2021-05-13,North Vancouver Island,2,British Columbia,5943
2021-05-13,South Vancouver Island,5,British Columbia,5941
2021-05-14,Fraser East,44,British Columbia,5921
2021-05-14,Fraser North,79,British Columbia,5922
2021-05-14,Fraser South,158,British Columbia,5923
2021-05-14,East Kootenay,4,British Columbia,5911
2021-05-14,Kootenay-Boundary,2,British Columbia,5912
2021-05-14,Okanagan,29,British Columbia,5913
2021-05-14,Thompson Cariboo Shuswap,6,British Columbia,5914
2021-05-14,Northeast,5,British Columbia,5953
2021-05-14,Northern Interior,9,British Columbia,5952
2021-05-14,Northwest,1,British Columbia,5951
2021-05-14,North Shore/Coast Garibaldi,9,British Columbia,5933
2021-05-14,Richmond,13,British Columbia,5931
2021-05-14,Vancouver,74,British Columbia,5932
2021-05-14,Central Vancouver Island,10,British Columbia,5942
2021-05-14,North Vancouver Island,4,British Columbia,5943
2021-05-14,South Vancouver Island,4,British Columbia,5941
2021-05-15,Fraser East,63,British Columbia,5921
2021-05-15,Fraser North,59,British Columbia,5922
2021-05-15,Fraser South,185,British Columbia,5923
2021-05-15,East Kootenay,1,British Columbia,5911
2021-05-15,Kootenay-Boundary,3,British Columbia,5912
2021-05-15,Okanagan,43,British Columbia,5913
2021-05-15,Thompson Cariboo Shuswap,5,British Columbia,5914
2021-05-15,Northeast,6,British Columbia,5953
2021-05-15,Northern Interior,6,British Columbia,5952
2021-05-15,Northwest,1,British Columbia,5951
2021-05-15,North Shore/Coast Garibaldi,6,British Columbia,5933
2021-05-15,Richmond,20,British Columbia,5931
2021-05-15,Vancouver,79,British Columbia,5932
2021-05-15,Central Vancouver Island,3,British Columbia,5942
2021-05-15,North Vancouver Island,4,British Columbia,5943
2021-05-15,South Vancouver Island,1,British Columbia,5941
2021-05-16,Fraser East,68,British Columbia,5921
2021-05-16,Fraser North,59,British Columbia,5922
2021-05-16,Fraser South,174,British Columbia,5923
2021-05-16,East Kootenay,4,British Columbia,5911
2021-05-16,Kootenay-Boundary,0,British Columbia,5912
2021-05-16,Okanagan,34,British Columbia,5913
2021-05-16,Thompson Cariboo Shuswap,2,British Columbia,5914
2021-05-16,Northeast,10,British Columbia,5953
2021-05-16,Northern Interior,7,British Columbia,5952
2021-05-16,Northwest,1,British Columbia,5951
2021-05-16,North Shore/Coast Garibaldi,12,British Columbia,5933
2021-05-16,Richmond,8,British Columbia,5931
2021-05-16,Vancouver,49,British Columbia,5932
2021-05-16,Central Vancouver Island,8,British Columbia,5942
2021-05-16,North Vancouver Island,1,British Columbia,5943
2021-05-16,South Vancouver Island,3,British Columbia,5941
2021-05-17,Fraser East,59,British Columbia,5921
2021-05-17,Fraser North,78,British Columbia,5922
2021-05-17,Fraser South,112,British Columbia,5923
2021-05-17,East Kootenay,2,British Columbia,5911
2021-05-17,Kootenay-Boundary,1,British Columbia,5912
2021-05-17,Okanagan,45,British Columbia,5913
2021-05-17,Thompson Cariboo Shuswap,7,British Columbia,5914
2021-05-17,Northeast,1,British Columbia,5953
2021-05-17,Northern Interior,7,British Columbia,5952
2021-05-17,Northwest,0,British Columbia,5951
2021-05-17,North Shore/Coast Garibaldi,10,British Columbia,5933
2021-05-17,Richmond,11,British Columbia,5931
2021-05-17,Vancouver,53,British Columbia,5932
2021-05-17,Central Vancouver Island,3,British Columbia,5942
2021-05-17,North Vancouver Island,4,British Columbia,5943
2021-05-17,South Vancouver Island,4,British Columbia,5941
2021-05-18,Fraser East,77,British Columbia,5921
2021-05-18,Fraser North,82,British Columbia,5922
2021-05-18,Fraser South,177,British Columbia,5923
2021-05-18,East Kootenay,1,British Columbia,5911
2021-05-18,Kootenay-Boundary,2,British Columbia,5912
2021-05-18,Okanagan,55,British Columbia,5913
2021-05-18,Thompson Cariboo Shuswap,9,British Columbia,5914
2021-05-18,Northeast,11,British Columbia,5953
2021-05-18,Northern Interior,16,British Columbia,5952
2021-05-18,Northwest,3,British Columbia,5951
2021-05-18,North Shore/Coast Garibaldi,16,British Columbia,5933
2021-05-18,Richmond,3,British Columbia,5931
2021-05-18,Vancouver,54,British Columbia,5932
2021-05-18,Central Vancouver Island,11,British Columbia,5942
2021-05-18,North Vancouver Island,3,British Columbia,5943
2021-05-18,South Vancouver Island,3,British Columbia,5941
2021-05-19,Fraser East,39,British Columbia,5921
2021-05-19,Fraser North,70,British Columbia,5922
2021-05-19,Fraser South,116,British Columbia,5923
2021-05-19,East Kootenay,1,British Columbia,5911
2021-05-19,Kootenay-Boundary,0,British Columbia,5912
2021-05-19,Okanagan,24,British Columbia,5913
2021-05-19,Thompson Cariboo Shuswap,10,British Columbia,5914
2021-05-19,Northeast,12,British Columbia,5953
2021-05-19,Northern Interior,11,British Columbia,5952
2021-05-19,Northwest,0,British Columbia,5951
2021-05-19,North Shore/Coast Garibaldi,8,British Columbia,5933
2021-05-19,Richmond,10,British Columbia,5931
2021-05-19,Vancouver,61,British Columbia,5932
2021-05-19,Central Vancouver Island,4,British Columbia,5942
2021-05-19,North Vancouver Island,4,British Columbia,5943
2021-05-19,South Vancouver Island,4,British Columbia,5941
2021-05-20,Fraser East,52,British Columbia,5921
2021-05-20,Fraser North,58,British Columbia,5922
2021-05-20,Fraser South,138,British Columbia,5923
2021-05-20,East Kootenay,2,British Columbia,5911
2021-05-20,Kootenay-Boundary,1,British Columbia,5912
2021-05-20,Okanagan,52,British Columbia,5913
2021-05-20,Thompson Cariboo Shuswap,4,British Columbia,5914
2021-05-20,Northeast,21,British Columbia,5953
2021-05-20,Northern Interior,7,British Columbia,5952
2021-05-20,Northwest,4,British Columbia,5951
2021-05-20,North Shore/Coast Garibaldi,6,British Columbia,5933
2021-05-20,Richmond,8,British Columbia,5931
2021-05-20,Vancouver,73,British Columbia,5932
2021-05-20,Central Vancouver Island,4,British Columbia,5942
2021-05-20,North Vancouver Island,2,British Columbia,5943
2021-05-20,South Vancouver Island,1,British Columbia,5941
2021-05-21,Fraser East,45,British Columbia,5921
2021-05-21,Fraser North,45,British Columbia,5922
2021-05-21,Fraser South,117,British Columbia,5923
2021-05-21,East Kootenay,2,British Columbia,5911
2021-05-21,Kootenay-Boundary,0,British Columbia,5912
2021-05-21,Okanagan,36,British Columbia,5913
2021-05-21,Thompson Cariboo Shuswap,5,British Columbia,5914
2021-05-21,Northeast,10,British Columbia,5953
2021-05-21,Northern Interior,8,British Columbia,5952
2021-05-21,Northwest,2,British Columbia,5951
2021-05-21,North Shore/Coast Garibaldi,10,British Columbia,5933
2021-05-21,Richmond,6,British Columbia,5931
2021-05-21,Vancouver,51,British Columbia,5932
2021-05-21,Central Vancouver Island,7,British Columbia,5942
2021-05-21,North Vancouver Island,2,British Columbia,5943
2021-05-21,South Vancouver Island,7,British Columbia,5941
2021-05-22,Fraser East,53,British Columbia,5921
2021-05-22,Fraser North,49,British Columbia,5922
2021-05-22,Fraser South,108,British Columbia,5923
2021-05-22,East Kootenay,1,British Columbia,5911
2021-05-22,Kootenay-Boundary,0,British Columbia,5912
2021-05-22,Okanagan,32,British Columbia,5913
2021-05-22,Thompson Cariboo Shuswap,4,British Columbia,5914
2021-05-22,Northeast,14,British Columbia,5953
2021-05-22,Northern Interior,2,British Columbia,5952
2021-05-22,Northwest,1,British Columbia,5951
2021-05-22,North Shore/Coast Garibaldi,4,British Columbia,5933
2021-05-22,Richmond,3,British Columbia,5931
2021-05-22,Vancouver,59,British Columbia,5932
2021-05-22,Central Vancouver Island,1,British Columbia,5942
2021-05-22,North Vancouver Island,0,British Columbia,5943
2021-05-22,South Vancouver Island,3,British Columbia,5941
2021-05-23,Fraser East,37,British Columbia,5921
2021-05-23,Fraser North,47,British Columbia,5922
2021-05-23,Fraser South,106,British Columbia,5923
2021-05-23,East Kootenay,2,British Columbia,5911
2021-05-23,Kootenay-Boundary,0,British Columbia,5912
2021-05-23,Okanagan,35,British Columbia,5913
2021-05-23,Thompson Cariboo Shuswap,0,British Columbia,5914
2021-05-23,Northeast,6,British Columbia,5953
2021-05-23,Northern Interior,2,British Columbia,5952
2021-05-23,Northwest,0,British Columbia,5951
2021-05-23,North Shore/Coast Garibaldi,8,British Columbia,5933
2021-05-23,Richmond,8,British Columbia,5931
2021-05-23,Vancouver,44,British Columbia,5932
2021-05-23,Central Vancouver Island,4,British Columbia,5942
2021-05-23,North Vancouver Island,3,British Columbia,5943
2021-05-23,South Vancouver Island,0,British Columbia,5941
2021-05-24,Fraser East,30,British Columbia,5921
2021-05-24,Fraser North,40,British Columbia,5922
2021-05-24,Fraser South,86,British Columbia,5923
2021-05-24,East Kootenay,0,British Columbia,5911
2021-05-24,Kootenay-Boundary,0,British Columbia,5912
2021-05-24,Okanagan,30,British Columbia,5913
2021-05-24,Thompson Cariboo Shuswap,0,British Columbia,5914
2021-05-24,Northeast,3,British Columbia,5953
2021-05-24,Northern Interior,1,British Columbia,5952
2021-05-24,Northwest,0,British Columbia,5951
2021-05-24,North Shore/Coast Garibaldi,7,British Columbia,5933
2021-05-24,Richmond,8,British Columbia,5931
2021-05-24,Vancouver,41,British Columbia,5932
2021-05-24,Central Vancouver Island,2,British Columbia,5942
2021-05-24,North Vancouver Island,2,British Columbia,5943
2021-05-24,South Vancouver Island,1,British Columbia,5941
2021-05-25,Fraser East,27,British Columbia,5921
2021-05-25,Fraser North,38,British Columbia,5922
2021-05-25,Fraser South,61,British Columbia,5923
2021-05-25,East Kootenay,4,British Columbia,5911
2021-05-25,Kootenay-Boundary,0,British Columbia,5912
2021-05-25,Okanagan,32,British Columbia,5913
2021-05-25,Thompson Cariboo Shuswap,5,British Columbia,5914
2021-05-25,Northeast,8,British Columbia,5953
2021-05-25,Northern Interior,2,British Columbia,5952
2021-05-25,Northwest,0,British Columbia,5951
2021-05-25,North Shore/Coast Garibaldi,9,British Columbia,5933
2021-05-25,Richmond,16,British Columbia,5931
2021-05-25,Vancouver,42,British Columbia,5932
2021-05-25,Central Vancouver Island,5,British Columbia,5942
2021-05-25,North Vancouver Island,2,British Columbia,5943
2021-05-25,South Vancouver Island,2,British Columbia,5941
2021-05-26,Fraser East,27,British Columbia,5921
2021-05-26,Fraser North,43,British Columbia,5922
2021-05-26,Fraser South,125,British Columbia,5923
2021-05-26,East Kootenay,7,British Columbia,5911
2021-05-26,Kootenay-Boundary,1,British Columbia,5912
2021-05-26,Okanagan,56,British Columbia,5913
2021-05-26,Thompson Cariboo Shuswap,7,British Columbia,5914
2021-05-26,Northeast,15,British Columbia,5953
2021-05-26,Northern Interior,2,British Columbia,5952
2021-05-26,Northwest,1,British Columbia,5951
2021-05-26,North Shore/Coast Garibaldi,21,British Columbia,5933
2021-05-26,Richmond,6,British Columbia,5931
2021-05-26,Vancouver,67,British Columbia,5932
2021-05-26,Central Vancouver Island,3,British Columbia,5942
2021-05-26,North Vancouver Island,1,British Columbia,5943
2021-05-26,South Vancouver Island,10,British Columbia,5941
2021-05-27,Fraser East,26,British Columbia,5921
2021-05-27,Fraser North,55,British Columbia,5922
2021-05-27,Fraser South,81,British Columbia,5923
2021-05-27,East Kootenay,2,British Columbia,5911
2021-05-27,Kootenay-Boundary,1,British Columbia,5912
2021-05-27,Okanagan,51,British Columbia,5913
2021-05-27,Thompson Cariboo Shuswap,8,British Columbia,5914
2021-05-27,Northeast,7,British Columbia,5953
2021-05-27,Northern Interior,9,British Columbia,5952
2021-05-27,Northwest,0,British Columbia,5951
2021-05-27,North Shore/Coast Garibaldi,23,British Columbia,5933
2021-05-27,Richmond,5,British Columbia,5931
2021-05-27,Vancouver,43,British Columbia,5932
2021-05-27,Central Vancouver Island,2,British Columbia,5942
2021-05-27,North Vancouver Island,0,British Columbia,5943
2021-05-27,South Vancouver Island,1,British Columbia,5941
2021-05-28,Fraser East,24,British Columbia,5921
2021-05-28,Fraser North,35,British Columbia,5922
2021-05-28,Fraser South,71,British Columbia,5923
2021-05-28,East Kootenay,7,British Columbia,5911
2021-05-28,Kootenay-Boundary,1,British Columbia,5912
2021-05-28,Okanagan,29,British Columbia,5913
2021-05-28,Thompson Cariboo Shuswap,1,British Columbia,5914
2021-05-28,Northeast,12,British Columbia,5953
2021-05-28,Northern Interior,4,British Columbia,5952
2021-05-28,Northwest,0,British Columbia,5951
2021-05-28,North Shore/Coast Garibaldi,16,British Columbia,5933
2021-05-28,Richmond,4,British Columbia,5931
2021-05-28,Vancouver,36,British Columbia,5932
2021-05-28,Central Vancouver Island,2,British Columbia,5942
2021-05-28,North Vancouver Island,0,British Columbia,5943
2021-05-28,South Vancouver Island,9,British Columbia,5941
2021-05-29,Fraser East,31,British Columbia,5921
2021-05-29,Fraser North,54,British Columbia,5922
2021-05-29,Fraser South,74,British Columbia,5923
2021-05-29,East Kootenay,1,British Columbia,5911
2021-05-29,Kootenay-Boundary,0,British Columbia,5912
2021-05-29,Okanagan,30,British Columbia,5913
2021-05-29,Thompson Cariboo Shuswap,7,British Columbia,5914
2021-05-29,Northeast,10,British Columbia,5953
2021-05-29,Northern Interior,2,British Columbia,5952
2021-05-29,Northwest,1,British Columbia,5951
2021-05-29,North Shore/Coast Garibaldi,4,British Columbia,5933
2021-05-29,Richmond,6,British Columbia,5931
2021-05-29,Vancouver,21,British Columbia,5932
2021-05-29,Central Vancouver Island,4,British Columbia,5942
