"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CD_UID","PR_UID","CMA_UID","rguid","v_CA16_492: Couples without children","v_CA16_493: Couples with children","v_CA16_494: 1 child","v_CA16_495: 2 children","v_CA16_496: 3 or more children","v_CA16_497: Total - Lone-parent census families in private households - 100% data","v_CA16_498: 1 child","v_CA16_499: 2 children","v_CA16_500: 3 or more children","v_CA16_501: Total - Persons not in census families in private households - 100% data"
"380","4706029","CSD","Edenwold No. 158 (RM)",870.44472,4490,1546,1509,"4706","47","47705","",550,705,220,340,150,105,55,35,15,250
"381","4706030","CSD","White City (T)",7.51741,3099,1036,998,"4706","47","47705","",305,550,180,245,125,55,25,20,5,150
"382","4706031","CSD","Pilot Butte (T)",5.80516,2137,791,760,"4706","47","47705","",250,330,140,125,65,80,50,30,5,165
"383","4706032","CSD","Balgonie (T)",4.98893,1765,611,606,"4706","47","47705","",175,300,100,145,55,60,25,25,5,110
"384","4706033","CSD","Edenwold (VL)",0.70441,233,92,88,"4706","47","47705","",25,35,15,10,10,10,5,5,5,20
"385","4706053","CSD","Lumsden No. 189 (RM)",847.46551,1938,774,712,"4706","47","47705","",305,275,100,130,45,35,25,10,0,145
"386","4706054","CSD","Disley (VL)",0.65222,67,33,28,"4706","47","47705","",15,5,5,5,0,5,0,5,0,10
"387","4706055","CSD","Buena Vista (VL)",3.61474,612,417,255,"4706","47","47705","",125,75,35,25,15,15,10,5,0,55
"388","4706056","CSD","Lumsden (T)",4.16221,1824,722,695,"4706","47","47705","",240,240,85,110,45,65,35,20,15,185
"389","4706057","CSD","Lumsden Beach (RV)",0.9272,30,59,13,"4706","47","47705","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","4706058","CSD","Regina Beach (T)",5.77645,1145,981,539,"4706","47","47705","",225,100,55,30,15,50,25,15,5,200
"391","2441055","CSD","Ascot Corner (Mï¿½)",83.01166,3158,1235,1201,"2441","24","24433","",385,430,155,185,90,110,50,45,15,385
"392","2442005","CSD","Stoke (Mï¿½)",256.07313,2955,1258,1185,"2442","24","24433","",435,375,135,165,80,90,55,30,10,375
"393","2442025","CSD","Saint-Denis-de-Brompton (Mï¿½)",79.85119,4054,1881,1598,"2442","24","24433","",580,535,195,235,110,125,70,45,10,455
"394","2442095","CSD","Val-Joli (Mï¿½)",92.68478,1619,696,652,"2442","24","24433","",215,210,75,90,45,60,40,15,5,225
"395","2443027","CSD","Sherbrooke (V)",365.90834,161323,80341,73506,"2443","24","24433","",19525,15695,5720,6745,3235,7305,4370,2200,730,37230
"396","2444071","CSD","Compton (Mï¿½)",207.62701,3131,1342,1260,"2444","24","24433","",410,400,150,145,105,100,60,35,5,410
"397","2444080","CSD","Waterville (V)",44.70098,2121,885,859,"2444","24","24433","",240,260,80,105,70,100,55,40,5,315
"398","2445050","CSD","North Hatley (VL)",4.57877,632,448,299,"2445","24","24433","",95,50,20,25,5,30,20,5,0,135
"399","2445055","CSD","Hatley (CT)",73.73788,2106,928,817,"2445","24","24433","",330,260,85,105,70,70,45,20,5,210
"400","2445072","CSD","Magog (V)",150.61644,26669,14277,12294,"2445","24","24433","",4160,2290,920,930,440,1215,750,340,125,5370
"401","2445115","CSD","Orford (CT)",147.56978,4337,2791,1906,"2445","24","24433","",790,495,200,220,80,95,60,20,10,610
"402","1001485","CSD","Conception Bay South (T)",61.21745,26199,10553,9934,"1001","10","10001","",3220,3725,1660,1695,365,1175,735,350,90,2820
"403","1001504","CSD","Portugal Cove-St. Philip's (T)",60.73638,8147,3215,3028,"1001","10","10001","",1005,1250,530,585,135,285,180,80,25,805
"404","1001505","CSD","Pouch Cove (T)",60.25391,2069,868,818,"1001","10","10001","",255,295,125,140,25,105,65,30,10,230
"405","1001507","CSD","Flatrock (T)",19.05691,1683,641,608,"1001","10","10001","",185,285,135,115,25,55,35,20,5,145
"406","1001509","CSD","Torbay (T)",36.91046,7899,3005,2864,"1001","10","10001","",795,1270,545,590,130,310,175,105,30,765
"407","1001511","CSD","Logy Bay-Middle Cove-Outer Cove (T)",17.136,2221,827,804,"1001","10","10001","",260,360,140,170,45,65,40,20,5,185
"408","1001512","CSD","Bauline (T)",16.72744,452,174,163,"1001","10","10001","",65,70,30,30,10,15,5,5,0,30
"409","1001517","CSD","Paradise (T)",32.0427,21389,8662,8038,"1001","10","10001","",2345,3345,1435,1570,335,785,495,245,45,2305
"410","1001519","CSD","St. John's (CY)",476.95972,108860,52410,47627,"1001","10","10001","",12780,11265,5175,4710,1380,5910,3845,1585,475,25405
"411","1001542","CSD","Mount Pearl (CY)",15.81177,22957,10381,9605,"1001","10","10001","",3060,2835,1460,1130,245,1270,850,335,85,3400
"412","1001551","CSD","Petty Harbour-Maddox Cove (T)",4.6864,960,394,371,"1001","10","10001","",120,125,55,55,15,65,40,20,5,115
"413","1001557","CSD","Bay Bulls (T)",31.40428,1500,589,566,"1001","10","10001","",170,225,95,110,25,65,45,15,5,155
"414","1001559","CSD","Witless Bay (T)",17.51712,1619,634,589,"1001","10","10001","",165,255,125,105,30,60,45,15,10,155
"415","3543009","CSD","Springwater (TP)",542.95689,19059,7234,6694,"3543","35","35568","",2345,2860,960,1355,540,565,340,175,45,1680
"416","3543017","CSD","Innisfil (T)",317.928,36566,14875,13364,"3543","35","35568","",4320,5115,2060,2180,875,1555,875,515,165,4290
"417","3543042","CSD","Barrie (CY)",106.79153,141434,54227,52476,"3543","35","35568","",13555,17725,6620,7870,3240,8215,4710,2580,925,22385
"418","5935010","CSD","Kelowna (CY)",260.94601,127380,57433,53903,"5935","59","59915","",17575,12670,5080,5575,2015,5330,3465,1455,405,27735
"419","5935012","CSD","Central Okanagan (RDA)",1278.03113,3824,1646,1518,"5935","59","59915","",700,435,170,195,75,95,65,25,10,505
"420","5935016","CSD","Lake Country (DM)",162.36555,12922,5897,5094,"5935","59","59915","",1995,1520,600,670,250,455,305,115,30,1825
"421","5935018","CSD","Peachland (DM)",17.95947,5428,2749,2458,"5935","59","59915","",1250,445,225,165,55,185,130,40,15,845
"422","5935020","CSD","Central Okanagan J (RDA)",1252.96581,1981,1621,901,"5935","59","59915","",465,170,75,70,25,45,35,10,0,310
"423","5935029","CSD","West Kelowna (DM)",160.25234,32655,13190,12437,"5935","59","59915","",4975,3930,1540,1735,655,1225,730,380,115,3975
"424","5935801","CSD","Duck Lake 7 (IRI)",2.01718,1664,1377,852,"5935","59","59915","",340,115,55,40,15,60,45,10,5,415
"425","5935802","CSD","Tsinstikeptum  9 (IRI)",6.89861,7612,3846,3649,"5935","59","59915","",1455,460,230,165,65,415,270,105,45,1710
"426","5935803","CSD","Tsinstikeptum 10 (IRI)",3.46362,1416,615,571,"5935","59","59915","",255,125,50,50,25,75,40,20,10,220
"427","5909052","CSD","Abbotsford (CY)",385.44797,141397,51770,49040,"5909","59","59932","",15540,18125,6120,7855,4155,5625,3235,1700,685,20795
"428","5909056","CSD","Mission (DM)",262.40014,38833,14101,13500,"5909","59","59932","",4225,4805,1880,1970,955,1895,1100,560,230,5505
"429","5909877","CSD","Upper Sumas 6 (IRI)",2.60689,178,64,59,"5909","59","59932","",5,20,10,5,0,25,10,5,5,25
"430","5909878","CSD","Matsqui Main 2 (IRI)",1.54033,110,32,32,"5909","59","59932","",5,10,0,5,0,10,5,0,5,15
"431","3552013","CSD","Markstay-Warren (MU)",518.1379,2656,1276,1111,"3552","35","35580","",435,310,145,115,55,95,65,30,5,355
"432","3552051","CSD","Whitefish Lake 6 (IRI)",220.97988,386,240,134,"3552","35","35580","",25,50,20,20,10,40,25,15,0,50
"433","3553005","CSD","Greater Sudbury (CV)",3621.89155,161531,75029,69152,"3553","35","35580","",20565,18080,7670,7785,2620,8245,5190,2315,745,29075
"434","3553040","CSD","Wahnapitei 11 (IRI)",11.11531,116,74,48,"3553","35","35580","",10,15,15,10,0,10,5,0,0,10
"435","3510005","CSD","Frontenac Islands (TP)",175.31688,1760,1273,783,"3510","35","35521","",370,175,70,75,30,45,30,15,5,225
"436","3510010","CSD","Kingston (CY)",474.61314,123798,59977,53518,"3510","35","35521","",15170,12540,5255,5260,2030,6150,3905,1705,540,27135
"437","3510020","CSD","South Frontenac (TP)",1146.82865,18646,9213,7186,"3510","35","35521","",2935,2485,1050,1060,370,605,360,185,65,1825
"438","3511005","CSD","Loyalist (TP)",345.57071,16971,6710,6428,"3511","35","35521","",2380,1970,850,835,280,720,440,230,45,1975
"439","2494068","CSD","Saguenay (V)",1280.41337,145949,69859,66246,"2494","24","24408","",21225,15090,6335,6335,2425,5970,3805,1740,430,28075
"440","2494225","CSD","Saint-Félix-d'Otis (Mï¿½)",281.0413,956,771,430,"2494","24","24408","",205,100,45,35,15,20,10,5,0,120
"441","2494230","CSD","Sainte-Rose-du-Nord (PE)",155.79048,439,333,200,"2494","24","24408","",70,40,25,10,5,20,15,5,5,80
"442","2494235","CSD","Saint-Fulgence (Mï¿½)",393.6768,2071,1008,887,"2494","24","24408","",345,235,100,75,60,55,30,20,10,315
"443","2494240","CSD","Saint-Honoré (Mï¿½)",190.46919,5757,2286,2202,"2494","24","24408","",775,790,320,320,150,200,100,75,25,590
"444","2494245","CSD","Saint-David-de-Falardeau (Mï¿½)",424.58622,2768,2102,1200,"2494","24","24408","",520,295,120,105,65,80,50,20,10,375
"445","2494250","CSD","Bégin (Mï¿½)",197.62437,818,477,366,"2494","24","24408","",160,75,25,30,20,30,20,10,0,115
"446","2494260","CSD","Saint-Charles-de-Bourget (Mï¿½)",65.60449,736,354,311,"2494","24","24408","",130,85,35,35,10,25,20,5,5,85
"447","2494265","CSD","Larouche (Mï¿½)",89.58825,1486,778,637,"2494","24","24408","",245,175,70,75,30,45,30,15,5,230
"448","2437067","CSD","Trois-Rivières (V)",294.75287,134413,67771,63157,"2437","24","24442","",17965,12155,5090,5130,1930,6510,4200,1815,495,31080
"449","2437220","CSD","Champlain (Mï¿½)",58.67825,1735,927,813,"2437","24","24442","",290,175,70,80,30,65,45,15,10,340
"450","2437225","CSD","Saint-Luc-de-Vincennes (Mï¿½)",53.7904,545,278,251,"2437","24","24442","",85,55,25,20,10,20,10,10,5,105
"451","2437230","CSD","Saint-Maurice (PE)",91.43577,3286,1345,1306,"2437","24","24442","",440,435,160,185,85,110,70,35,10,395
"452","2438010","CSD","Bécancour (V)",446.35228,13031,6031,5694,"2438","24","24442","",1795,1420,550,635,240,525,290,185,50,2240
"453","2438802","CSD","Wôlinak (IRI)",0.83658,202,97,90,"2438","24","24442","",20,15,5,5,5,25,15,5,5,35
"454","2451020","CSD","Yamachiche (Mï¿½)",106.95691,2830,1285,1191,"2451","24","24442","",385,330,140,135,65,120,75,30,15,450
"455","3523001","CSD","Puslinch (TP)",219.65318,7336,2793,2705,"3523","35","35550","",1085,995,385,390,225,175,110,50,20,755
"456","3523008","CSD","Guelph (CY)",88.08374,131794,55927,52090,"3523","35","35550","",13720,16570,6290,7445,2840,6025,3580,1825,615,23725
"457","3523009","CSD","Guelph/Eramosa (TP)",296.26657,12854,4604,4485,"3523","35","35550","",1690,1880,665,825,385,325,200,90,35,1085
"458","1306001","CSD","Hopewell (P)",154.29086,647,319,287,"1306","13","13305","",95,65,35,25,5,35,20,10,5,120
"459","1306008","CSD","Elgin (P)",521.14252,892,595,418,"1306","13","13305","",170,80,25,35,15,30,20,10,0,185
"460","1306011","CSD","Hillsborough (P)",317.02078,1308,649,581,"1306","13","13305","",220,140,65,50,20,65,45,10,5,205
"461","1306014","CSD","Coverdale (P)",242.38464,4466,1806,1757,"1306","13","13305","",750,555,235,245,75,155,105,30,20,495
"462","1306020","CSD","Riverview (TV)",39.20846,19667,8537,8224,"1306","13","13305","",2665,2340,955,1035,340,940,595,265,80,3020
"463","1306025","CSD","Hillsborough (VL)",12.89416,1277,584,547,"1306","13","13305","",195,135,60,50,25,65,45,15,5,195
"464","1307011","CSD","Dorchester (P)",101.365,429,215,188,"1307","13","13305","",75,45,20,20,5,15,10,5,0,80
"465","1307012","CSD","Dorchester (VL)",5.79944,1096,235,199,"1307","13","13305","",60,45,25,15,0,30,20,10,0,85
"466","1307013","CSD","Memramcook (VL)",202.10417,4778,2119,1979,"1307","13","13305","",785,605,285,270,50,160,110,40,10,575
"467","1307014","CSD","Fort Folly 1 (IRI)",0.55176,40,22,21,"1307","13","13305","",0,5,0,0,5,5,0,0,0,10
"468","1307019","CSD","Moncton (P)",581.21826,9811,4036,3878,"1307","13","13305","",1520,1280,610,510,155,340,230,95,15,1170
"469","1307022","CSD","Moncton (C)",146.2522,71889,35380,32135,"1307","13","13305","",9125,7075,3265,2795,1015,3635,2375,940,320,16525
"470","1307028","CSD","Salisbury (VL)",13.74266,2284,974,928,"1307","13","13305","",300,285,115,125,45,110,65,30,15,305
"471","1307045","CSD","Dieppe (C)",58.09649,25384,10829,10288,"1307","13","13305","",3230,3195,1320,1470,400,1020,630,320,75,3935
"472","1308008","CSD","Saint-Paul (P)",229.05068,842,399,339,"1308","13","13305","",160,85,45,20,25,30,20,5,5,110
"473","3529005","CSD","Brant (CY)",852.53906,36707,13687,13315,"3529","35","35543","",4795,4990,1795,2155,1040,1215,730,365,120,3530
"474","3529006","CSD","Brantford (CY)",74.50074,97496,40732,39215,"3529","35","35543","",10505,11315,4630,4585,2100,5945,3510,1770,665,16090
"475","3529020","CSD","Six Nations (Part) 40 (IRI)",159.2311,0,0,0,"3529","35","35543","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","1301001","CSD","Saint Martins (P)",632.98588,1132,609,480,"1301","13","13310","",190,125,60,45,15,55,25,20,5,155
"477","1301002","CSD","St. Martins (VL)",2.35027,276,198,140,"1301","13","13310","",35,25,10,10,0,15,5,5,5,75
"478","1301004","CSD","Simonds (P)",294.76181,3843,1617,1516,"1301","13","13310","",540,525,260,215,45,175,110,50,20,425
"479","1301006","CSD","Saint John (C)",364.13286,67575,33801,30208,"1301","13","13310","",7990,6415,3120,2355,945,4330,2810,1120,400,14960
"480","1301016","CSD","Musquash (P)",267.20326,1194,600,508,"1301","13","13310","",200,140,60,50,25,45,35,10,5,160
"481","1302008","CSD","Lepreau (P)",218.63336,707,507,335,"1302","13","13310","",140,65,35,30,5,30,25,5,0,125
"482","1304001","CSD","Petersville (P)",597.37054,681,325,294,"1304","13","13310","",120,65,35,25,10,35,25,10,0,115
"483","1305004","CSD","Upham (P)",190.0732,1269,579,521,"1305","13","13310","",195,150,55,65,35,50,35,15,5,165
"484","1305006","CSD","Hampton (P)",127.73686,2809,1157,1089,"1305","13","13310","",405,365,160,145,60,120,60,45,10,270
"485","1305007","CSD","Hampton (TV)",25.96741,4289,1709,1639,"1305","13","13310","",605,525,175,245,110,190,120,55,15,425
"486","1305008","CSD","Rothesay (P)",7.61534,325,136,119,"1305","13","13310","",40,40,15,15,15,10,5,5,0,40
"487","1305011","CSD","Westfield (P)",345.09281,1962,952,811,"1305","13","13310","",325,230,120,85,30,75,45,20,10,240
"488","1305014","CSD","Kingston (P)",274.56606,2913,1671,1227,"1305","13","13310","",465,340,145,130,65,115,75,25,15,400
"489","1305015","CSD","Grand Bay-Westfield (TV)",66.53538,4964,2029,1933,"1305","13","13310","",705,650,260,290,100,210,130,60,20,560
"490","1305016","CSD","Norton (P)",146.38341,1301,536,512,"1305","13","13310","",185,155,60,70,25,60,50,15,0,155
"491","1305038","CSD","Greenwich (P)",138.17014,1058,560,449,"1305","13","13310","",185,115,60,45,15,40,30,10,5,165
"492","1305045","CSD","Rothesay (TV)",35.20813,11659,4816,4636,"1305","13","13310","",1550,1545,590,680,275,495,320,140,35,1345
"493","1305057","CSD","Quispamsis (TV)",58.62878,18245,6596,6455,"1305","13","13310","",2200,2755,970,1275,510,580,340,165,75,1405
"494","3515005","CSD","Otonabee-South Monaghan (TP)",389.01256,6670,2944,2591,"3515","35","35529","",1115,815,300,370,145,205,130,60,5,720
"495","3515008","CSD","Hiawatha First Nation (IRI)",8.30989,362,211,154,"3515","35","35529","",40,40,20,15,5,35,20,10,5,55
"496","3515013","CSD","Cavan Monaghan (TP)",307.3495,8829,3271,3187,"3515","35","35529","",1215,1185,490,465,230,310,190,90,35,855
"497","3515014","CSD","Peterborough (CY)",67.03779,81032,36785,34710,"3515","35","35529","",9705,7870,3325,3275,1270,4525,2880,1215,430,18075
"498","3515015","CSD","Selwyn (TP)",371.15799,17060,8404,6857,"3515","35","35529","",2935,1990,780,855,350,535,325,155,55,2060
"499","3515019","CSD","Curve Lake First Nation 35 (IRI)",9.68131,1059,613,457,"3515","35","35529","",110,90,45,30,15,120,70,35,10,210
"500","3515023","CSD","Douro-Dummer (TP)",484.43437,6709,3434,2577,"3515","35","35529","",1060,845,320,355,170,215,125,55,30,715
"501","3558001","CSD","Neebing (MU)",905.39147,2055,1166,841,"3558","35","35595","",355,250,105,100,45,55,40,10,5,235
"502","3558003","CSD","Fort William 52 (IRI)",63.41673,981,373,342,"3558","35","35595","",75,80,20,25,35,120,60,35,15,150
"503","3558004","CSD","Thunder Bay (CY)",334.21909,107909,50388,47182,"3558","35","35595","",12830,11130,4800,4565,1760,6070,3810,1625,640,22250
"504","3558011","CSD","Oliver Paipoonge (MU)",355.26268,5922,2289,2239,"3558","35","35595","",915,795,310,340,145,160,80,50,30,565
"505","3558012","CSD","Gillies (TP)",93.0584,474,201,185,"3558","35","35595","",75,65,30,20,10,15,10,0,0,55
"506","3558016","CSD","O'Connor (TP)",108.79506,663,272,262,"3558","35","35595","",110,95,45,35,15,15,10,5,5,50
"507","3558019","CSD","Conmee (TP)",171.20036,819,327,298,"3558","35","35595","",110,115,45,55,15,30,25,10,5,80
"508","3558028","CSD","Shuniah (MU)",586.91951,2798,2130,1196,"3558","35","35595","",545,315,135,150,35,75,55,15,0,335
"509","4802011","CSD","Lethbridge County (MD)",2905.06645,10353,3129,2968,"4802","48","48810","",1005,1290,330,380,575,155,100,40,15,780
"510","4802012","CSD","Lethbridge (CY)",124.90215,92729,39867,37575,"4802","48","48810","",11345,9875,3820,3965,2085,3910,2410,1040,465,19140
"511","4802013","CSD","Coalhurst (T)",3.11944,2668,970,938,"4802","48","48810","",280,380,145,135,100,105,65,25,15,310
"512","4802014","CSD","Nobleford (VL)",1.79922,1278,427,404,"4802","48","48810","",125,185,45,50,85,25,15,5,5,95
"513","4802016","CSD","Barons (VL)",0.81276,341,148,132,"4802","48","48810","",45,40,15,10,15,10,10,5,0,45
"514","4802018","CSD","Picture Butte (T)",2.85017,1810,706,672,"4802","48","48810","",210,215,65,60,85,55,35,15,10,235
"515","4802019","CSD","Coaldale (T)",8.14684,8215,3070,3007,"4802","48","48810","",1020,1075,350,435,290,265,155,70,40,990
"516","3512001","CSD","Tyendinaga (TP)",314.63438,4297,1631,1546,"3512","35","35522","",550,610,220,265,125,150,95,40,20,435
"517","3512005","CSD","Belleville (CY)",250.17971,50716,22744,21732,"3512","35","35522","",6430,5080,2205,2005,865,2810,1780,725,310,10160
"518","3512015","CSD","Quinte West (CY)",505.68889,43577,18646,17828,"3512","35","35522","",6125,5055,2225,2000,825,1990,1250,555,185,6550
"519","3512020","CSD","Stirling-Rawdon (TP)",284.14849,4882,2029,1896,"3512","35","35522","",710,580,235,240,105,200,120,60,25,600
"520","5921007","CSD","Nanaimo (CY)",92.81128,90504,40885,39165,"5921","59","59938","",12665,8350,3655,3480,1215,4495,2835,1290,370,19870
"521","5921008","CSD","Lantzville (DM)",27.67847,3605,1517,1452,"5921","59","59938","",590,435,180,185,70,120,80,25,10,490
"522","5921010","CSD","Nanaimo A (RDA)",62.36831,7058,3116,2990,"5921","59","59938","",1185,740,335,310,90,310,200,85,25,1160
"523","5921016","CSD","Nanaimo C (RDA)",1114.22047,2808,1097,1058,"5921","59","59938","",450,345,135,155,50,85,50,30,5,345
"524","5921804","CSD","Nanaimo Town 1 (IRI)",0.20198,360,125,116,"5921","59","59938","",25,40,15,10,10,35,15,10,10,50
"525","5921805","CSD","Nanoose (IRI)",0.70555,230,86,81,"5921","59","59938","",10,20,10,5,10,30,20,10,0,40
"526","5921807","CSD","Nanaimo River (IRI)",2.29522,371,102,101,"5921","59","59938","",20,50,20,5,20,30,20,5,5,35
"527","5933035","CSD","Logan Lake (DM)",330.14583,1993,1108,941,"5933","59","59925","",410,160,75,60,30,80,50,20,10,365
"528","5933039","CSD","Thompson-Nicola J (Copper Desert Country) (RDA)",3378.75564,1580,998,683,"5933","59","59925","",315,160,60,70,30,40,30,10,0,230
"529","5933042","CSD","Kamloops (CY)",316.75682,90280,39081,36814,"5933","59","59925","",11670,9565,3945,4180,1445,4170,2615,1215,340,17515
"530","5933044","CSD","Thompson-Nicola P (Rivers and the Peaks) (RDA)",1598.67055,3672,1738,1534,"5933","59","59925","",725,385,175,155,55,110,70,30,5,490
"531","5933045","CSD","Sun Peaks Mountain (VL)",40.86749,616,1146,290,"5933","59","59925","",125,50,25,20,5,15,10,5,0,145
"532","5933054","CSD","Chase (VL)",4.43372,2286,1169,1089,"5933","59","59925","",465,175,80,65,20,70,40,20,10,460
"533","5933877","CSD","Whispering Pines 4 (IRI)",6.18254,59,18,18,"5933","59","59925","",5,10,5,0,0,5,5,0,0,5
"534","5933880","CSD","Kamloops 1 (IRI)",140.21797,3021,1518,1382,"5933","59","59925","",530,265,130,105,30,165,95,55,15,565
"535","5933884","CSD","Sahhaltkum 4 (IRI)",13.43143,304,119,106,"5933","59","59925","",25,35,15,5,15,35,25,10,5,30
"536","1303004","CSD","Gladstone (P)",364.31877,452,239,192,"1303","13","13320","",65,55,20,25,5,20,10,10,0,65
"537","1303005","CSD","Tracy (VL)",29.7123,608,262,247,"1303","13","13320","",90,70,40,20,15,25,15,5,0,80
"538","1303008","CSD","Lincoln (P)",165.74136,7177,3019,2936,"1303","13","13320","",960,950,465,370,110,325,205,95,25,955
"539","1303016","CSD","Maugerville (P)",930.87039,1831,765,731,"1303","13","13320","",255,250,115,115,20,70,45,20,5,230
"540","1310001","CSD","New Maryland (P)",388.08799,2606,998,975,"1310","13","13320","",365,395,170,180,50,85,55,30,5,215
"541","1310002","CSD","New Maryland (VL)",21.33883,4174,1513,1499,"1310","13","13320","",520,670,240,320,115,105,65,35,10,295
"542","1310004","CSD","Manners Sutton (P)",570.39633,1777,1123,762,"1310","13","13320","",320,210,95,80,40,50,40,5,5,215
"543","1310005","CSD","Harvey (VL)",2.45489,358,158,150,"1310","13","13320","",55,40,15,15,5,15,5,5,5,50
"544","1310017","CSD","Hanwell (RCR)",152.74067,4750,1856,1740,"1310","13","13320","",620,710,265,325,120,150,90,50,10,380
"545","1310018","CSD","Kingsclear (P)",167.21481,2822,1069,1043,"1310","13","13320","",435,385,155,165,65,95,50,30,10,205
"546","1310019","CSD","Kingsclear 6 (IRI)",3.81049,493,186,185,"1310","13","13320","",25,35,15,10,10,75,45,15,15,80
"547","1310021","CSD","Queensbury (P)",312.93697,1174,587,514,"1310","13","13320","",215,135,70,55,10,40,35,5,5,165
"548","1310026","CSD","Bright (P)",417.99149,3289,1440,1292,"1310","13","13320","",495,415,175,170,70,140,80,40,20,345
"549","1310028","CSD","Douglas (P)",1456.56954,6154,2546,2365,"1310","13","13320","",900,830,365,335,130,230,135,75,25,635
"550","1310031","CSD","Saint Marys (P)",755.42018,4837,1944,1866,"1310","13","13320","",655,670,280,290,100,185,120,50,25,515
"551","1310032","CSD","Fredericton (C)",139.37817,58220,28431,25957,"1310","13","13320","",7410,5895,2575,2450,870,2685,1760,710,215,13425
"552","1310034","CSD","Devon 30 (IRI)",2.72448,1038,323,318,"1310","13","13320","",50,120,40,35,50,105,60,25,15,125
"553","5909020","CSD","Chilliwack (CY)",281.54488,83788,34038,32440,"5909","59","59930","",10185,9640,3435,3925,2285,3850,2330,1085,435,13415
"554","5909027","CSD","Harrison Hot Springs (VL)",7.33071,1468,928,719,"5909","59","59930","",330,100,45,45,10,40,25,10,10,290
"555","5909032","CSD","Kent (DM)",201.93779,6067,2351,2190,"5909","59","59930","",845,535,210,180,140,200,135,55,10,850
"556","5909034","CSD","Fraser Valley D (RDA)",231.07924,1529,596,524,"5909","59","59930","",205,220,75,90,55,25,15,10,0,125
"557","5909035","CSD","Fraser Valley H (RDA)",115.48557,1847,1391,862,"5909","59","59930","",340,160,80,60,25,70,50,15,0,380
"558","5909036","CSD","Fraser Valley E (RDA)",656.55016,1540,738,653,"5909","59","59930","",260,125,60,50,20,65,45,15,5,265
"559","5909821","CSD","Kwawkwawapilt 6 (IRI)",0.71457,324,200,199,"5909","59","59930","",90,5,0,0,0,5,5,0,0,105
"560","5909824","CSD","Skwah 4 (IRI)",1.19785,192,64,60,"5909","59","59930","",10,20,10,10,5,25,15,5,5,30
"561","5909825","CSD","Skwali 3 (IRI)",1.37869,10,3,3,"5909","59","59930","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","5909826","CSD","Skway 5 (IRI)",2.77424,84,34,29,"5909","59","59930","",5,5,5,5,0,15,5,0,5,20
"563","5909827","CSD","Soowahlie 14 (IRI)",4.73462,247,76,74,"5909","59","59930","",10,25,10,5,10,20,20,0,5,45
"564","5909830","CSD","Tzeachten 13 (IRI)",2.51999,2358,1205,1183,"5909","59","59930","",760,85,40,15,25,45,40,5,5,380
"565","5909831","CSD","Yakweakwioose 12 (IRI)",0.20739,44,12,12,"5909","59","59930","",5,0,0,0,0,10,5,0,0,15
"566","5909832","CSD","Seabird Island (IRI)",16.73972,767,231,228,"5909","59","59930","",50,75,25,15,30,85,45,20,20,100
"567","5909833","CSD","Scowlitz 1 (IRI)",0.8833,10,4,4,"5909","59","59930","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","5909834","CSD","Tseatah 2 (IRI)",1.03953,23,6,6,"5909","59","59930","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","5909835","CSD","Aitchelitch 9 (IRI)",0.22998,15,5,5,"5909","59","59930","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","5909837","CSD","Cheam 1 (IRI)",3.526,202,77,72,"5909","59","59930","",15,15,5,5,5,30,20,5,0,50
"571","5909838","CSD","Schelowat 1 (IRI)",0.96442,10,4,4,"5909","59","59930","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","5909844","CSD","Popkum 1 (IRI)",1.44528,10,3,3,"5909","59","59930","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","5909849","CSD","Skwahla 2 (IRI)",0.12031,0,0,0,"5909","59","59930","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","5909884","CSD","Skowkale (IRI)",0.71574,841,381,380,"5909","59","59930","",185,60,25,20,15,35,25,5,5,135
"575","5909885","CSD","Squiaala (IRI)",1.46045,136,48,46,"5909","59","59930","",10,15,5,5,10,15,10,0,5,20
"576","4808011","CSD","Red Deer (CY)",107.70313,100418,42285,39982,"4808","48","48830","",11035,11445,4390,4800,2255,4715,2870,1355,490,20170
"577","3538003","CSD","St. Clair (TP)",622.15181,14086,6243,5785,"3538","35","35562","",2250,1735,650,725,360,475,275,140,55,1610
"578","3538025","CSD","Sarnia 45 (IRI)",12.59788,639,274,255,"3538","35","35562","",50,65,20,30,20,60,30,20,5,120
"579","3538030","CSD","Sarnia (CY)",165.66537,71594,33324,31937,"3538","35","35562","",9610,7230,2980,2980,1275,3760,2270,1070,420,14020
"580","3538031","CSD","Point Edward (VL)",3.29945,2037,995,958,"3538","35","35562","",330,200,100,80,25,105,60,35,10,365
"581","3538035","CSD","Plympton-Wyoming (T)",319.13329,7795,3416,3054,"3538","35","35562","",1250,1010,360,415,230,215,130,55,30,735
"582","2449020","CSD","Lefebvre (Mï¿½)",66.22983,904,395,355,"2449","24","24447","",120,115,40,30,45,30,20,10,0,120
